priority_tier,priority_score,row_number,problem_description,current_ai_primary,primary_assessment,model_primary_assessment,current_primary_in_label_set,multi_label_assessment,audit_label_1,audit_label_2,internal_priority_reason,recommended_human_action,original_rank1_pattern,priority_signals,audit_justification
P1 - human decision essential,75,269,"Medical malpractice against a caseworker at OHSU my girlfriend had a stroke, and upon leaving I wanted her to be in a program that was in-house therapy for three hours a day. The caseworker said that her medical would not cover that that she had to go to a care home ran by Nigerians that had no nurse on hand where she was treated poorly recently, I acquired her medical records and found out that in her medical records, they sent her to the care home I wanted to in the first place, saying that she didn’t have the funds or her medical wouldn’t cover it, which they would, but was told by the care worker that she had to go to this place because they had a deal with them . So not only would her medical pay for where we wanted her to go. She was denied that and sent to some house on a corner where she was locked in a room for hours by herself when in her medical records, it said she was at some other place.",General Litigation / Malpractice-Medical,needs_change,needs_change,no,one_label_sufficient,General Litigation / General Litigation,,The complaint alleges placement/caseworker misconduct after a stroke; determine whether it is medical malpractice or a general civil claim.,Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,3/3 unanimous,existing primary absent from audit set,"The complaint centers on a caseworker’s placement decisions and alleged misrepresentation/kickback-like arrangement rather than negligent medical care; taxonomy lacks a precise subcategory, so General Litigation fits better than Malpractice-Medical."
P1 - human decision essential,75,412,Both grandparents have died and my aunt and her siblings have abandoned the family home so me and my niece where left 3 days to get everything out before the house was auctioned off nobody wanted anything to do with the house until we cleaned it out at which time a man had come by and told us about a surplus theat might accure long story short me and my niece cleaned out the house which was a feet within its self they were horders and now we would like to claim the surplus since nobody wanted any thing to do with the home.,Wills & Trusts / Probate,needs_change,needs_change,no,one_label_sufficient,Real Property / Foreclosure,,A deceased-owner property auction and surplus claim may require both probate authority and foreclosure-surplus expertise.,Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,3/3 unanimous,existing primary absent from audit set,"The problem centers on an auction and claiming a surplus from sale proceeds, not on administering the grandparents’ estates through probate (no mention of a will, personal representative, probate court, etc.). Best fit is real-property foreclosure/auction surplus rather than probate."
P1 - human decision essential,72,63,"Recently have been on medical leave from work and I have been trying to return to work part time, and eventually full time. I have had Questions getting timely, informative responses from my employer and the insurance company handling the leave and disability claim upon requesting return to work. Thus far I have not been approved to return to work. Have Question both on my rights regarding returning to work and on a short-term disability claim, which was initially approved and now denied.",General Litigation / Insurance (Health/Disability),supported,supported,yes,two_labels_supported,General Litigation / Insurance (Health/Disability),Labor & Employment / General,"The row combines disability insurance, medical leave, and return-to-work rights; the audit's Labor General label conflicts with earlier FMLA/Other choices.",Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,all three differ,two labels proposed; three-way original disagreement; repeated multi-label signal,Insurance denial fits the current primary label; the problem text also supports a separate employment-rights/return-to-work issue with the employer.
P1 - human decision essential,72,421,My sister has guardianship and power of attorney over our parents and is making me not a beneficiary. She hit me with her car and I want her to pay. I have a parking ticket I disagree with.,General Litigation / Personal Injury,supported,needs_change,yes,two_labels_supported,Wills & Trusts / Conservatorship/Guardianship,General Litigation / Personal Injury,"Guardianship/beneficiary conflict, car injury, and a parking ticket are three separate issues under a two-label cap.",Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,all three differ,two labels proposed; three-way original disagreement; repeated multi-label signal,Current label (personal injury) is only partially supported because the text also raises a separate guardianship/POA-based family/estate control dispute. The parking ticket mention is not developed enough to add a traffic-offense label.
P1 - human decision essential,72,426,I own a small counseling practice in Sumpter (Sumpter's Counseling). We received a letter from CareOregon yesterday stating that they are terminating our contract with them without cause. This is a huge blow to our business and will leave the 235 clients we serve with CareOregon without the medical services they need (there is a severe shortage of mental health providers currently and a larger shortage among those who accept Medicaid). I hoping there is some way to appeal this decision they made and am hoping you can help.,"Business & Corporate / General (Contracts, Business, Organization)",supported,needs_change,yes,two_labels_supported,Administrative Law / Medicare/Medicaid,"Business & Corporate / General (Contracts, Business, Organization)","CareOregon contract termination may be an administrative Medicaid decision, a business contract dispute, or both.",Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,all three differ,two labels proposed; three-way original disagreement; repeated multi-label signal,"The current primary (business general) is plausible, but the user’s focus on appealing a Medicaid-related payer decision (CareOregon) supports routing first to the administrative/Medicaid domain, with a secondary business contract component."
P1 - human decision essential,62,96,I am looking for a lawyer that specializes in social security benefits for children who are getting benefits through a parent on SSDI. I was told by multiple social security representatives that all money goes to the children and the custodial parent and that it doesn't matter what is in a divorce agreement. I need to know what I can do to protect my children's benefits with the divorce agreement stating that their dad gets 50% of their backpay.,Administrative Law / SSD (Social Security Disability),supported,supported,yes,two_labels_supported,Administrative Law / SSD (Social Security Disability),Family Law / General (Divorce/Separation),SSDI derivative benefits and a divorce agreement are intertwined; earlier models also considered Child Support/Modification.,Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,Primary is SSA/SSDI derivative benefits administration; a distinct additional issue is how the divorce agreement should treat/allocate those benefits.
P1 - human decision essential,62,140,"I need legal assistance with regards to a farm. Someone who understands agriculture transactions, leases, trusts, etc. I need representation for both the transaction and tax advice. Thanks!",Real Property / Agriculture/Farm,supported,supported,yes,two_labels_supported,Real Property / Agriculture/Farm,Taxation / Personal Income,"Farm transaction, lease, trust, and tax advice span several domains; Personal Income may be the wrong tax subtype.",Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,Primary is supported due to farm transactions/leases. A second distinct service is requested: tax advice (though details are limited).
P1 - human decision essential,62,349,I was injured at work on 6/25/23. Was on worker’s compensation for about 6 months. Broke my hip and l4 & l5 on a slip and fall at Hawthorn Market’s distribution center while working in the freezer. Wondering what my options are for my personal injury.,Workers' Comp / State,supported,needs_change,yes,two_labels_supported,Workers' Comp / State,Workers' Comp / Third Party litigation,"The audit added Third Party litigation without identifying a third party, contradicting its treatment of the duplicate work-injury row.",Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,"Workers’ comp is clearly involved, but the explicit request for personal injury options indicates a distinct potential third-party claim, making the current single 'State' primary incomplete; Third Party litigation should be included."
P1 - human decision essential,62,420,I broke my foot at my job after a customer threw something at me and they fired me. Will I be deported?,Workers' Comp / State,supported,needs_change,yes,two_labels_supported,Workers' Comp / State,International Law / Gen. Immigration/Visas,"Work injury, firing, and deportation are all explicit; the two-label audit omitted the employment-termination issue.",Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,"Workers’ comp is supported, but the user also expressly raises deportation risk, which is a distinct immigration issue warranting a second label."
P1 - human decision essential,62,424,"Not getting my vet benefits anymore. Now my nursing licenses is being revoked. My neighbor keeps on playing music really loudly at night. I think I may die soon, I want to write a will.","Wills & Trusts / General (Wills, Trusts, Estates)",supported,supported,yes,two_labels_supported,"Wills & Trusts / General (Wills, Trusts, Estates)",Administrative Law / Professional Licensing,"Veterans benefits, professional licensing, neighbor nuisance, and a will are four distinct issues under a two-label cap.",Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,Primary label is supported because the user explicitly wants to draft a will. A second distinct issue is also supported: threatened revocation of a nursing license (professional licensing). Other mentions (neighbor loud music; loss of vet benefits) are not framed with enough detail to confidently classify as additional categories here.
P1 - human decision essential,52,232,Custody battle regarding my 4 nieces who I adopted after I also let my ex partner sign the adoption paperwork. My girls are refusing to see her and are being forced. There is a current case number. There are past domestic abuse charges on my ex for her abusing me twice and the abuse continues.,Family Law / Child Custody/Visitation,supported,needs_change,yes,two_labels_supported,Family Law / Adoption/DHS,Family Law / Child Custody/Visitation,The children were already adopted; decide whether Adoption/DHS remains a distinct live issue or only background to custody.,Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Current primary (Child Custody/Visitation) is incomplete because the core status involves an adoption and the ex-partner’s role via adoption paperwork; custody/parenting time is also clearly at issue, so two labels are supported."
P1 - human decision essential,48,175,In the middle of a divorce. Wife on Thursday filed Assault IV charges. Warrant was issued on Friday and I was arrested Friday night. I have been in Hamilton County Jail since then. My arraignment is today (Monday) at 230. I have a divorce attorney. I need a criminal attorney.,Criminal Law / Misdemeanor,supported,supported,yes,two_labels_supported,Criminal Law / Misdemeanor,Family Law / General (Divorce/Separation),Divorce is context and the user says a divorce lawyer is already retained; decide whether it should be a second label at all.,Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,3/3 unanimous,two labels proposed,Primary need is criminal defense for Assault IV; divorce context is also explicitly present but not the primary requested service.
P1 - human decision essential,48,335,"Recently have been on medical leave from work and I have been trying to return to work part time, and eventually full time. I have had problems getting timely, informative responses from my employer and the insurance company handling the leave and disability claim upon requesting return to work. Thus far I have not been approved to return to work. Have questions both on my rights regarding returning to work and on a short-term disability claim, which was initially approved and now denied.",Labor & Employment / FMLA,supported,needs_change,yes,two_labels_supported,Labor & Employment / FMLA,Labor & Employment / Other,"The row combines FMLA, return-to-work rights, and disability insurance; Labor Other may not be the correct second label.",Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,3/3 unanimous,two labels proposed,"The current FMLA label is supported for the job-protected leave/return-to-work component. A second label is supported because the user separately describes a short-term disability claim denial, which is a distinct benefits dispute."
P1 - human decision essential,48,378,recently i bought home and after the disclosure i found out the thing i request from my agent not done and know going to cost more $2000 and even the inspection not mention that at his report . I trying to contact my agent and seller agent but both of them not response on me. other thing seller agent was very rude and he is profile me as I don't speak and understand English in other hand was nice when i contact him and he gave me tour and deal to do some repair. I want to meet with lawyer for any advise.,Real Property / General (residential),supported,supported,yes,two_labels_supported,Real Property / General (residential),General Litigation / Civil Rights,"The residential transaction is clear, but the brief profiling allegation may be too weak for a separate Civil Rights label.",Read the full text and relevant detailed-taxonomy entries; record an explicit human decision before using the row as training data.,3/3 unanimous,two labels proposed,"Primary label is supported by the post-purchase disclosure/inspection/agent issues. A second label is only weakly supported: profiling allegation could implicate discrimination, but facts are limited."
P2 - human confirmation recommended,55,126,I belong to a non-profit performing group. We are looking for a free consultation initially to help with royalty questions. Thank you,Intellectual Property / Entertainment,needs_change,needs_change,no,one_label_sufficient,Intellectual Property / Trademark/Copyright,,The existing label is absent from the unordered audit set; confirm the proposed replacement against the detailed taxonomy.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,all three differ,existing primary absent from audit set; three-way original disagreement,Royalty issues align better with copyright than with the IP/Entertainment label as defined (which is about protecting creative works in entertainment but not necessary here); the closest canonical fit for royalty/copyright questions is Trademark/Copyright.
P2 - human confirmation recommended,52,10,"I am a writer, but am not represented by an agent, manager, or attorney. My current project, a fantasy/adventure trilogy for young adults has already generated tremendous interest, and I need very much to ask someone many Question about intellectual property, copyright, and the creation of a specialty asset trust to manage the various brands and licensing opportunities that will spin off of the books.",Intellectual Property / Trademark/Copyright,uncertain,uncertain,yes,two_labels_supported,Intellectual Property / Trademark/Copyright,Wills & Trusts / Living Trusts,The audit could not validate the current primary confidently; additional facts or taxonomy judgment are needed.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,3/3 unanimous,primary assessment uncertain; two labels proposed; repeated multi-label signal,"IP/copyright is clearly supported; the trust component appears to be a separate requested service (creating an asset trust), which fits estate-planning tools, though details are limited—hence primary label is not clearly exclusive."
P2 - human confirmation recommended,52,40,"We are looking for attorney services to facilitate copyright, trademark, patent filings.",Intellectual Property / Trademark/Copyright,uncertain,uncertain,yes,two_labels_supported,Intellectual Property / Trademark/Copyright,Intellectual Property / Patent (Reg Patent Attys Only),The audit could not validate the current primary confidently; additional facts or taxonomy judgment are needed.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,3/3 unanimous,primary assessment uncertain; two labels proposed; repeated multi-label signal,"Current primary includes only Trademark/Copyright, but the user equally requests patent filings; two labels are supported and priority between them is not clear from the text."
P2 - human confirmation recommended,49,22,"Being sued by Midland Credit for roughly $2,500. Attempted to settle but Vernon, Pike, & Tolland, PC are saying they can’t offer any settlements lower than 90% of the amount owed. What steps can I take to reach fair settlement? My summons was received today and says Subject to mandatory arbitration. How might I go about that process? Thank you for your help.",Debtor/Creditor / Debt Counseling/Workouts,needs_change,needs_change,no,one_label_sufficient,Debtor/Creditor / General (Debtor),,The existing label is absent from the unordered audit set; confirm the proposed replacement against the detailed taxonomy.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,2/3 agreement,existing primary absent from audit set; original rank-1 disagreement; repeated multi-label signal,"Current label (Debt Counseling/Workouts) is less accurate because the user is already in active litigation (summons, arbitration) and needs defense/strategy for being pursued on the debt."
P2 - human confirmation recommended,49,198,I was unconstitutionally convicted of Sex Abuse I in 2012. I had a successful PCR and am now being re-charged.,Criminal Law / Major Felony,needs_change,needs_change,no,one_label_sufficient,Criminal Law / Post Conviction/ Appeals,,The existing label is absent from the unordered audit set; confirm the proposed replacement against the detailed taxonomy.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,2/3 agreement,existing primary absent from audit set; original rank-1 disagreement; repeated multi-label signal,"The core issue is post-conviction relief/appeals (PCR) and litigation following reversal, not simply 'Major Felony' as a generic charge-severity label."
P2 - human confirmation recommended,49,202,"I received a summons to appear in circuit court for a debt that I owe to Bank of Oregon. I do want to pay it, I just don't have the resources yet. I am working and have been paying off other debts because I have been sick for over 2 years and am not always able to work. I need to know what I have to do now to remedy this situation and still keep my job. Thank you.",Debtor/Creditor / Debt Counseling/Workouts,needs_change,supported,no,one_label_sufficient,Debtor/Creditor / General (Debtor),,The existing label is absent from the unordered audit set; confirm the proposed replacement against the detailed taxonomy.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,2/3 agreement,existing primary absent from audit set; original rank-1 disagreement; repeated multi-label signal,"Current label focuses on negotiating payment terms, but the text centers on being sued/summons and consequences, which fits General (Debtor) best."
P2 - human confirmation recommended,49,206,Oregon Debt Collection keeps garnishing my wages and bank accounts. After they settled a $2 million class action they paid me a little money. Then garnished my bank account and now are garnishing my wages from employer again. The debt has been off my credit report for over 7 years.,Debtor/Creditor / General (Debtor),needs_change,needs_change,no,one_label_sufficient,Debtor/Creditor / Collection/Harassment,,The existing label is absent from the unordered audit set; confirm the proposed replacement against the detailed taxonomy.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,2/3 agreement,existing primary absent from audit set; original rank-1 disagreement; repeated multi-label signal,"This is not just inability to pay; it’s about aggressive/possibly improper collection (garnishments, age of debt). Collection/Harassment is a better fit than General (Debtor)."
P2 - human confirmation recommended,49,215,"I was recently served with a summons. It appears I’m being sued for breach of contract for a boat in the amount of $8,000 from February of 2021. In reality the other party breached the contract. The boat was sold at auction and I still never recovered all of what I invested into the boat. Now years later I get this!! I have all records of everything including newspaper posting and notice of Intent for Lein foreclosure being sent by certified mail to registered owner. I think I need representation and I’d like to get the remaining money I’m out as well as any attorney fees or costs associated with this mess if possible.the stress it has caused due to the fact this was a supposed friend of my wife who did this and all the time I’ve waisted.",Consumer Law / Problems Between Consumers,needs_change,needs_change,no,one_label_sufficient,Debtor/Creditor / General (Debtor),,The existing label is absent from the unordered audit set; confirm the proposed replacement against the detailed taxonomy.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,2/3 agreement,existing primary absent from audit set; original rank-1 disagreement; repeated multi-label signal,"Current label 'Problems Between Consumers' is for private-sale product disputes; here the user is being sued for breach of contract and needs defense regarding an alleged money obligation, which fits debtor-side civil debt/claim defense better."
P2 - human confirmation recommended,49,330,"I'm a small business owner, I want to terminate one of my employees, and I would like to consult with an attorney to ensure I'm following all the proper steps for doing so. I submitted a form this morning and was given the name and number for Oswin Gianpaolo. I just contacted his office and was told that there was a conflict and so they were unable to assist me.","Business & Corporate / General (Contracts, Business, Organization)",needs_change,needs_change,no,one_label_sufficient,Labor & Employment / General,,The existing label is absent from the unordered audit set; confirm the proposed replacement against the detailed taxonomy.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,2/3 agreement,existing primary absent from audit set; original rank-1 disagreement; repeated multi-label signal,"This is an employment-law compliance question from an employer, not business contracts/organization; current primary label is not supported."
P2 - human confirmation recommended,47,66,Looking for an attorney/lawyer that specializes in small business restaurant and hospitality. Also have a need for investment property/realestate law services. general consulting and litigation services.,Business & Corporate / Restaurant/OLCC,needs_change,needs_change,no,two_labels_supported,"Business & Corporate / General (Contracts, Business, Organization)",Real Property / General (Commercial),The existing label is absent from the unordered audit set; confirm the proposed replacement against the detailed taxonomy.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,3/3 unanimous,existing primary absent from audit set; two labels proposed; repeated multi-label signal,Restaurant/OLCC is not supported because no liquor licensing/OLCC issue is described; the request is general business counsel plus a distinct commercial real estate service need.
P2 - human confirmation recommended,39,157,"I sold my RV and did a written contract stating that this person would buy it and pay $1000 a month. They made one payment and took off with my RV. It has been a year and a half and I’ve been trying to figure this out I know they’re back in Oregon so I’m trying to solve this issue as quickly as possible. They owe me $14,000 or my RV back. I have tried to contact him in the past and they refused to have any contact or to resolve this issue. I would really like to talk to an attorney and start the process for civil court case. I need a consultation with an attorney and I need an attorney to help me. Write up paperwork and help me walk me through this process. If you guys could get back to me at the earliest that would be much appreciated. Looking forward to hearing from you.",Consumer Law / Problems Between Consumers,needs_change,needs_change,no,one_label_sufficient,Debtor/Creditor / General (Creditor),,The existing label is absent from the unordered audit set; confirm the proposed replacement against the detailed taxonomy.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,3/3 unanimous,existing primary absent from audit set; repeated multi-label signal,This is fundamentally a creditor collection/recovery matter (seller trying to recover unpaid balance or property) rather than a consumer-vs-business dispute; thus the current Consumer Law label should change.
P2 - human confirmation recommended,39,401,"I lost my cousin brother and left me as a beneficiary and investments retire account already notify them about the deceased familiar he do not have any other familiar, will or state assets just only that account do not know if I will need an attorney to help me fill a rights form I have it including the ones they will sent me also with the funeral expenses and other issues economically i do not have money or enough money to pay for an attorney unless have access to the funds","Wills & Trusts / General (Wills, Trusts, Estates)",needs_change,needs_change,no,one_label_sufficient,Wills & Trusts / Probate,,The existing label is absent from the unordered audit set; confirm the proposed replacement against the detailed taxonomy.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,3/3 unanimous,existing primary absent from audit set; repeated multi-label signal,"The issue is post-death administration/claiming assets (even if mainly a beneficiary designation), which aligns better with probate/estate administration than general estate planning (creating documents)."
P2 - human confirmation recommended,12,239,I am in need of assistance fighting a false restraining order against me. My son mother filed a restraining order on me to get me kicked out of our house and take custody of my child to hurt and antagonize me.,Family Law / Restraining Orders,supported,supported,yes,two_labels_supported,Family Law / Restraining Orders,Family Law / Child Custody/Visitation,The text appears to support two labels; confirm that the second is a distinct issue rather than context or procedure.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,3/3 unanimous,two labels proposed; repeated multi-label signal,"Current primary is supported; the user also explicitly identifies a custody objective (mother taking custody), which supports a second label."
P2 - human confirmation recommended,8,368,"I have a signed contract with a roofing company to replace my roof, they did not do the roof, but they took $13,000 from me, and have now closed their business. I would like to file something to get my money back, I thought this was a small claims issue, but then I saw the maximum for small claims is $10,000. So, I need an attorney to help me get my money back, I'm not sure what type, maybe a breach of contract lawyer, but again, I do not know. I look forward to speaking with someone. Thank you!",Real Property / Construction/Contractors,supported,supported,yes,two_labels_supported,Real Property / Construction/Contractors,General Litigation / General Litigation,The text appears to support two labels; confirm that the second is a distinct issue rather than context or procedure.,Compare the current label and audit set against the detailed taxonomy; confirm or correct before finalizing.,3/3 unanimous,two labels proposed,The core is contractor nonperformance on a home improvement contract (Construction/Contractors). The request to pursue recovery outside small claims supports an additional general civil-litigation need.
P3 - confirmation likely sufficient,32,120,I Have a small sole proprietor owned business in construction (tubs&counterrs) & cleaning. Im having issues being paid. Im looking to find a lawyer that knows how to… do contracts and lien property filing for my company. Im just starting to get a profit for the first time. Now I can’t seem to be paid. Invoices over due. (Approx 50% of them) causing me to do this….. if i could get a Refural please.,Real Property / Construction/Contractors,supported,supported,yes,two_labels_supported,Real Property / Construction/Contractors,Debtor/Creditor / General (Creditor),The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,all three differ,two labels proposed; three-way original disagreement; repeated multi-label signal,"Primary fit is contractor nonpayment and liens; additionally, the user is a creditor seeking collection on unpaid invoices, which is a distinct, supported issue."
P3 - confirmation likely sufficient,24,225,"Child custody, Child support and parenting time.",Family Law / Child Custody/Visitation,supported,supported,yes,two_labels_supported,Family Law / Child Custody/Visitation,Family Law / Child Support/Modification,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,3/3 unanimous,two labels proposed; repeated multi-label signal; very sparse description,"Text lists three issues; custody/parenting time and child support are distinct subcategories, so two labels are supported."
P3 - confirmation likely sufficient,22,12,Hours was deleted from my pay and when I said something about it to the manager I was terminated,Labor & Employment / Wage and Hour Claims,supported,needs_change,yes,two_labels_supported,Labor & Employment / Wage and Hour Claims,Labor & Employment / Wrongful Discharge,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,"Wage issue is clear; termination after complaint adds a distinct potential wrongful-discharge/retaliation claim, so two labels are supported and the single primary as given is incomplete."
P3 - confirmation likely sufficient,22,24,"My mother was transported to St. Elora hospital in Redmond. She was stabilized for the reason admitted. She then fell out of the bed in the ER at 1222 am, hitting her head. She broke two vertebrae, cracked her skull and split her head open. The wound was substantial and required a blood transfusion later. She was found 10 minutes later without a pulse. They performed CPR and life flighted her to Alderstone University Hospital. She had a DNR order in place. The doctors at Alderstone University Hospital said she was likely paralyzed from the neck down and was without oxygen to the brain for the time on the floor in the ER. How can an 85 year old woman, who is confined to a wheel chair ""fall"" out of an ER bed and die? I need help in making the hospital pay for their incompetence and wrongful death, as well as doing CPR against her wishes (which also caused several broken ribs).",General Litigation / Wrongful Death,supported,supported,yes,two_labels_supported,General Litigation / Wrongful Death,General Litigation / Malpractice-Medical,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,"Wrongful death is clearly implicated, but the factual basis is medical negligence, supporting an additional malpractice label."
P3 - confirmation likely sufficient,22,31,Need legal advise regarding a trustee who has breached their fiduciary duty. Possible elder financial abuse. Also is there a statue of limitation on when I need to file a complaint?,Wills & Trusts / Litigation,supported,supported,yes,two_labels_supported,Wills & Trusts / Litigation,Wills & Trusts / Elder Abuse,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,"Trustee breach supports Wills & Trusts litigation; mention of elder financial abuse supports a second, distinct estate-related concern."
P3 - confirmation likely sufficient,22,33,"I am curious if a lawyer can offer some guidance on dissolving an LLC partnership business and filing bankruptcy. Essentially, my former business partner and I signed an agreement over the summer that I was to leave the partnership, transfer full ownership and responsibilities to her, and be paid out over 5 years for the $10,000 loan that I provided. She was planning to remain operating but then decided to close the business about 3 months later after realizing it was too much for her to take on. My name was never officially removed from the business in that time, so now we want to go about doing so, and dissolving the business properly, along with likely filing bankruptcy. The business has about $10k in debt from other loans (SBA and Shopify), not including the $10k from myself. All assets have been sold. At this point I understand that I will very likely not be receiving my portion of the money loaned, but I do need to ensure the dissolution goes smoothly from here on out.",Bankruptcy / Business,supported,supported,yes,two_labels_supported,Bankruptcy / Business,Business & Corporate / Sale of Business,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,"Bankruptcy for the business is clearly stated; there is also a distinct corporate need about partnership exit/ownership transfer and dissolution (even though not a typical ""sale""), supporting a second label for business-transaction/partner separation."
P3 - confirmation likely sufficient,22,54,"I need a referral for an employment attorney. I am facing what appears to be discrimination in hiring and pay by my current employer. I am a dues-paying union member, but the union steward is almost completely unresponsive to my communications. I managed to initiate a formal complaint with the company I work for, with the union filing the paperwork at the last minute, but the steward has already said that I won't get what I believe I am entitled to. I seek legal advice now before the union process runs its course and I am pushed out of a job that I have worked very hard to acquire and succeed in.",Labor & Employment / Discrimination,supported,needs_change,yes,two_labels_supported,Labor & Employment / Union Issues,Labor & Employment / Discrimination,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,"While discrimination is alleged, the user also presents a distinct problem with union representation (steward unresponsive/failure to pursue grievance), supporting a second label; primary should shift to Union Issues due to the prominent union-related conflict."
P3 - confirmation likely sufficient,22,59,"Small claims Question: I've contracted with a small General Contractor for a home renovation. The work has generally been good and is 98% complete. However a $5K carpet install performed by a subcontractor did not go well (poor job, visible seams, confirmed botched by other carpet co.) and needs to be replaced. The contactor and I are at odds about who should be responsible, and I'm unsure if I can withhold payment, risk a lien or who I should file a claim against if need be.",Real Property / Construction/Contractors,supported,supported,yes,two_labels_supported,Real Property / Construction/Contractors,Consumer Law / Small Claims Advice,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,Primary issue is a contractor dispute; the user also explicitly seeks small-claims guidance as a separate requested service.
P3 - confirmation likely sufficient,22,70,"Ongoing harassment from next door neighbor. I was bear sprayed through a hole he cut in the fence. He harrassed 11 y.o. daughter. My wife believes she was shot at with a pellet gun. Sprayed chemicals to kill plants on my property. Threatened delivery workers with violence. He has cut peepholes in the fence and established cameras pointing into our yard and windows. 3 plus neighbors have similar stories and they have all told me that previous owners have moved because of this neighbor and his aggressive actions. We want to enjoy our home, but he finds joy in making life miserable for us and fearful of our young children’s safety. He has said “I’ll never stop watching you”",General Litigation / Neighbor Disputes/Nuisance,supported,needs_change,yes,two_labels_supported,General Litigation / Neighbor Disputes/Nuisance,General Litigation / Stalking Orders,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,Not just a nuisance/property dispute: the facts include repeated threatening conduct and surveillance consistent with seeking a stalking/protective order.
P3 - confirmation likely sufficient,22,178,I have been given a probation violation and diversion revocation and distribution/manufacturing of a controlled substance II. I didn’t commit this charge and these allegations are faulty as neither the money nor drugs never touched my hands. I have court on August 4th and need a lawyer immediately.,Criminal Law / Major Felony,supported,supported,yes,two_labels_supported,Criminal Law / Major Felony,Criminal Law / Parole/Probation,The row expressly names separate issues and the existing label remains in the audit set; human review mainly confirms the additional label.,Quickly confirm the second label and mark accepted or remove it if it is only context/procedure.,2/3 agreement,two labels proposed; original rank-1 disagreement; repeated multi-label signal,Text supports both a new serious drug charge and separate probation/diversion violation matters.
