run,scenario_id,boundary_id,direction,flip_type,mechanism,safety_sensitive,opening_query,hidden_fact,expected_initial_label,expected_final_label,initial_labels,initial_category_present,initial_exact_present,plausible_initial_present,follow_up_question_count,follow_up_questions,question_matched,matched_question,final_labels,final_category_present,final_exact_present,expected_final_category_present_initially,expected_final_exact_present_initially,expected_final_category_added,expected_final_exact_added,expected_final_exact_lost,provider_error,latency_ms
variability_c2_20260719T084831Z,v2_custody_safety_13,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,true,The father of my baby refuses to help with anything and denies she's even his.,"We were never married and he's not on the birth certificate — no legal parentage exists yet, which I'm told has to come first.",Family Law > Child Support/Modification,Family Law > Paternity,Family Law > Paternity || Family Law > Child Support/Modification || Family Law > Other,True,True,True,2,Has anyone involved in this family or relationship situation done any of the following? || What do you want help with right now?,True,What do you want help with right now?,Family Law > Paternity || Family Law > Child Support/Modification,True,True,True,True,False,False,False,,41714
variability_c2_20260719T084831Z,v2_custody_safety_14,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,true,I pay child support every month but I haven't been allowed to see my kids since March.,"We were never married and I never established legal paternity — the support was a voluntary arrangement, and apparently I have no enforceable visitation rights until parentage is legal.",Family Law > Child Custody/Visitation,Family Law > Paternity,Family Law > Child Support/Modification || Family Law > Child Custody/Visitation,True,True,True,3,"Has anyone involved in this family or relationship situation done any of the following? || Do you have a current court order about custody/visitation (parenting time)? || Are you looking for help with child support payments, or with seeing your kids?",True,Do you have a current court order about custody/visitation (parenting time)?,Family Law > Paternity || Family Law > Child Custody/Visitation,True,True,True,False,False,True,False,,41826
variability_c2_20260719T084831Z,v2_custody_safety_45,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,true,"My son's school keeps calling me instead of his mother even on her weeks, and it's causing fights.","The school calls me because on her weeks he's been caught twice vandalizing lockers — the district is now billing us for damages, and that liability question is what I need handled.",Family Law > Child Custody/Visitation,Family Law > Parental Responsibility,Family Law > Child Custody/Visitation || Family Law > Parental Responsibility || Administrative Law > Schools — Special Needs Education,True,True,True,3,Has anyone involved in this family or relationship situation done any of the following? || Do you have a custody or parenting-time court order (a court paper that says who the child lives with and who makes decisions) that says who the school should call or who makes school decisions? || Has the school gotten a copy of your court order/parenting plan and clear directions about who to call during each parent’s week?,False,,,,,True,True,False,False,False,,26025
variability_c2_20260719T084831Z,v2_custody_safety_48,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,true,I just learned my ex has been recording every phone call I make to my children.,"He's also recording MY end of calls with my lawyer when the kids hand me over — our state requires all-party consent, and I want the interception itself pursued.",Family Law > Child Custody/Visitation,General Litigation > General Torts/Privacy,Family Law > Child Custody/Visitation || General Litigation > General Torts/Privacy || General Litigation > Tort Claims Act || Family Law > Restraining Orders,True,True,True,3,Has anyone involved in this family or relationship situation done any of the following? || Which best describes the help you may need after the police or government encounter? || Do you have a current court order (a judge’s written rules) about phone calls with your kids?,False,,,,,True,True,False,False,False,,42987
variability_c2_20260719T084831Z,v2_custody_safety_62,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,true,My daughter's father hasn't seen her in three years and now suddenly demands weekends.,His 'demand' arrived the same week as my support-modification filing — his lawyer's letter even offers to drop the weekend demand if I drop the increase; it's a support-leverage play to answer inside the support case.,Family Law > Child Custody/Visitation,Family Law > Child Support/Modification,Family Law > Child Custody/Visitation || Wills & Trusts > Probate || Family Law > Other,True,True,True,3,Has anyone involved in this family or relationship situation done any of the following? || Has anyone involved in the older or vulnerable adult’s care or finances done any of the following? || Do you already have a court order about custody/parenting time (when each parent sees your child)?,False,,,,,True,False,False,False,False,,18140
variability_c2_20260719T084831Z,v2_custody_safety_63,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,true,My son came home from his dad's with bruises and a story that keeps changing.,"His pediatrician made the mandatory report yesterday — DHS is assessing both homes now, and everything runs through that assessment first.",Family Law > Child Custody/Visitation,Family Law > Juvenile/DHS Issues,General Litigation > Child Abuse Victims || Family Law > Child Custody/Visitation || Family Law > Restraining Orders,True,True,True,3,Has anyone involved in this family or relationship situation done any of the following? || What do you mainly want help with right now? || Do you already have a court order that says who has custody or visitation?,True,What do you mainly want help with right now?,Family Law > Juvenile/DHS Issues || General Litigation > Child Abuse Victims || Family Law > Child Custody/Visitation || Family Law > Restraining Orders,True,True,True,False,False,True,False,,51780
variability_c2_20260719T084831Z,v2_debt_posture_01,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,A debt collector will not leave me alone about an old credit card and I can't take it anymore.,They call my workplace six times a day and told my coworker I'm a deadbeat who could be arrested.,Debtor/Creditor > General (Debtor),Debtor/Creditor > Collection/Harassment,Debtor/Creditor > Collection/Harassment || Administrative Law > General (State),True,False,True,2,What do you most need help with right now? || Is this about a credit card debt that you believe you already paid off or is not yours?,True,What do you most need help with right now?,,,,True,True,False,False,False,,24836
variability_c2_20260719T084831Z,v2_debt_posture_06,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My wages just got garnished without any warning and my rent check is going to bounce.,I was never served with the lawsuit — the collector swore they served me at an address I left five years ago.,Debtor/Creditor > General (Debtor),Debtor/Creditor > Collection/Harassment,Debtor/Creditor > Judgment Collection || Debtor/Creditor > Collection/Harassment || Debtor/Creditor > General (Debtor),True,True,True,2,"Do you know why your wages are being garnished (taken from your paycheck)? || Before the wage garnishment started, did you get any court papers or other official notice (like a judgment, meaning a court decision that you owe money)?",True,"Before the wage garnishment started, did you get any court papers or other official notice (like a judgment, meaning a court decision that you owe money)?",Debtor/Creditor > Judgment Collection || Debtor/Creditor > Collection/Harassment || Debtor/Creditor > General (Debtor),True,True,True,True,False,False,False,,46927
variability_c2_20260719T084831Z,v2_debt_posture_10,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,The hospital sent my bill to collections even though I was making small payments every month.,The bill only exists because my health insurer wrongly denied the claim as 'not medically necessary' — I'm appealing that denial.,Debtor/Creditor > General (Debtor),General Litigation > Insurance (Health/Disability),Debtor/Creditor > Collection/Harassment || Consumer Law > General || Consumer Law > Banking,True,False,False,3,"What do you want help with most about this hospital debt? || Did you and the hospital agree on a payment plan before they sent the bill to collections? || Has a court said you must pay this debt (for example, a court judgment saying you owe the money)?",True,What do you want help with most about this hospital debt?,Debtor/Creditor > Collection/Harassment || General Litigation > Insurance (Health/Disability) || Consumer Law > Insurance,True,True,False,False,True,True,False,,33608
variability_c2_20260719T084831Z,v2_debt_posture_12,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My bank account was frozen this morning and I can't buy groceries. I don't even know who did this.,"The garnishment took my Social Security disability money, which the collector knows is protected income.",Debtor/Creditor > General (Debtor),Debtor/Creditor > Collection/Harassment,Debtor/Creditor > Judgment Collection || Consumer Law > Banking || Administrative Law > Medicare/Medicaid,True,False,False,2,"What do you think caused the bank account freeze? || In the last few weeks, did you get any letters or notices about this from the bank, a court, a debt collector, or a tax agency?",True,What do you think caused the bank account freeze?,,,,True,False,False,False,False,,28837
variability_c2_20260719T084831Z,v2_debt_posture_21,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,Medical bills from my heart surgery are burying us and the hospital's patience just ran out.,We have steady income and can pay 60% over time — we want someone to negotiate a structured settlement before they sue.,Debtor/Creditor > General (Debtor),Debtor/Creditor > Debt Counseling/Workouts,Bankruptcy > Personal || General Litigation > Personal Injury || Debtor/Creditor > Debt Counseling/Workouts,True,False,True,3,"What do you need help with most right now? || Are these medical bills related to an injury you suffered, or are they just regular medical expenses? || Are you having trouble paying other bills besides the medical bills, like your mortgage or car payments?",True,What do you need help with most right now?,Debtor/Creditor > Debt Counseling/Workouts || Debtor/Creditor > General (Debtor) || General Litigation > Debt Counseling/Workouts,True,True,True,True,False,False,False,,23277
variability_c2_20260719T084831Z,v2_debt_posture_24,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,"The same debt collector calls me twenty times a day, even after I sent them a letter.","The 'collector' is actually the water district's own billing office, and they've now scheduled a shutoff over charges from a leak that was on THEIR side of the meter.",Debtor/Creditor > Collection/Harassment,Administrative Law > Utilities,Debtor/Creditor > Collection/Harassment || Consumer Law > General,True,True,True,2,"Is this about a personal debt (like a credit card or medical bill), or a business debt? || Did you send the debt collector a letter asking them to stop contacting you?",False,,,,,False,False,False,False,False,,11585
variability_c2_20260719T084831Z,v2_debt_posture_25,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I co-signed a loan for my sister and now the lender is coming after me for all of it.,"She filed Chapter 13 — her plan proposes paying this loan, and I need someone protecting my position inside her case before the lender takes it out of me.",Debtor/Creditor > General (Debtor),Bankruptcy > Creditors,Debtor/Creditor > General (Debtor) || Debtor/Creditor > Collection/Harassment || Debtor/Creditor > General (Creditor),True,True,True,3,"What kind of loan is it? || Have you been served with court papers (a lawsuit) yet? || Are you being asked to pay the loan because your sister didn't pay, or because you are both responsible for the loan?",True,"Are you being asked to pay the loan because your sister didn't pay, or because you are both responsible for the loan?",Bankruptcy > Creditors || Bankruptcy > General (Creditor),True,True,False,False,True,True,False,,30983
variability_c2_20260719T084831Z,v2_debt_posture_42,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My dead father's credit card company is calling ME about his balance every single day.,"I'm the named executor and his estate has assets — the right move is opening probate and handling claims properly, not fighting the calls.",Debtor/Creditor > Collection/Harassment,Wills & Trusts > Probate,Debtor/Creditor > Collection/Harassment || Wills & Trusts > Probate || Debtor/Creditor > General (Creditor),True,True,True,3,Has anyone involved in the older or vulnerable adult’s care or finances done any of the following? || What do you mainly want help with? || Are you the person who handles the estate (executor — the person who takes care of your dad’s affairs after death)?,True,Are you the person who handles the estate (executor — the person who takes care of your dad’s affairs after death)?,Wills & Trusts > Probate || Debtor/Creditor > Collection/Harassment || Debtor/Creditor > General (Creditor) || Wills & Trusts > Elder Abuse,True,True,True,True,False,False,False,,40440
variability_c2_20260719T084831Z,v2_discharge_reason_03,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,After ten years with great reviews I suddenly got terminated. I think it was completely unfair.,My new manager had been making comments about my age and replaced me with someone in their twenties.,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Discrimination - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Whistleblowers - Employee,True,True,True,3,What reason did your employer give for firing you (if any)? || Do you think you were fired for any of these reasons? || Which best describes your job?,True,Do you think you were fired for any of these reasons?,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > Whistleblowers - Employee,True,True,True,False,False,True,False,,39591
variability_c2_20260719T084831Z,v2_discharge_reason_06,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,My boss fired me and I know the official reason is fake. What can I do about it?,"It happened a month after I told HR I was pregnant, and my duties were fine until then.",Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Discrimination - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > Whistleblowers - Employee,True,True,True,1,What do you think is the real reason your boss fired you?,True,What do you think is the real reason your boss fired you?,Labor & Employment > Discrimination - Employee || Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Whistleblowers - Employee,True,True,True,True,False,False,False,,40659
variability_c2_20260719T084831Z,v2_discharge_reason_12,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,Let go from my office job with a vague 'not a good fit' explanation after years of promotions.,The change started after I disclosed my bipolar diagnosis to my team lead and asked for a quieter workspace.,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > ADA (Disability) Act Issues - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > General - Employee || Labor & Employment > General,True,True,True,3,"Did your employer fire, discipline, threaten, reduce your hours, or otherwise act against you after you reported illegal, unsafe, fraudulent, or dishonest conduct? || Which of these fits your situation best? || Did you sign a contract when you were hired?",False,,,,,True,False,False,False,False,,19082
variability_c2_20260719T084831Z,v2_discharge_reason_13,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,My employer forced me to resign by making my job impossible. I refused to quit so they fired me.,The 'impossible' part was my shift lead's constant sexual comments and touching after I turned him down.,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Sexual Harassment - Employee,Labor & Employment > General || Administrative Law > Unemployment || Labor & Employment > Whistleblowers - Employee || Labor & Employment > Wrongful Discharge - Employee,True,True,True,0,,False,,,,,True,False,False,False,False,,9612
variability_c2_20260719T084831Z,v2_discharge_reason_19,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,Terminated from my trucking job and I'm certain the reason they wrote up is a cover story.,I had reported the company to federal safety regulators for forcing drivers past their legal hours.,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Whistleblowers - Employee,Administrative Law > Unemployment || Labor & Employment > General || Labor & Employment > Whistleblowers - Employee || Labor & Employment > Wrongful Discharge - Employee,True,True,True,1,"Did your employer fire, discipline, threaten, reduce your hours, or otherwise act against you after you reported illegal, unsafe, fraudulent, or dishonest conduct?",False,,,,,True,True,False,False,False,,14681
variability_c2_20260719T084831Z,v2_discharge_reason_45,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,My warehouse cut me loose right before peak season with no explanation after five years of perfect attendance.,"It happened the week our organizing cards went public — I'm on the organizing committee, and three of the five of us were cut together.",Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Union Issues - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee,True,True,True,3,"Did your employer fire, discipline, threaten, reduce your hours, or otherwise act against you after you reported illegal, unsafe, fraudulent, or dishonest conduct? || What do you think is the main reason they fired you? || Did you have a union or a written work contract at this job?",True,What do you think is the main reason they fired you?,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > Whistleblowers - Employee,True,False,True,False,False,False,False,,48044
variability_c2_20260719T084831Z,v2_discharge_reason_46,discharge_reason,BtoA,label_change,M1_core_vs_secondary_issue,false,"I was fired for my disability, plain and simple, and I want to hold them accountable.",Looking at the timeline honestly — they accommodated my disability for years; the firing came the week after I served jury duty they'd begged me to postpone.,Labor & Employment > ADA (Disability) Act Issues - Employee,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > ADA (Disability) Act Issues - Employee || Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > Whistleblowers - Employee,True,True,True,1,Did you work for a government agency or a private company?,False,,,,,True,True,False,False,False,,14007
variability_c2_20260719T084831Z,v2_discharge_reason_50,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,I got terminated while deployed with the National Guard and came home to no job.,"The JAG office says it's a USERRA case — reemployment rights for service members, with the Department of Labor's veterans unit as the first stop.",Labor & Employment > Wrongful Discharge - Employee,Administrative Law > Military/Veterans,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > Public Employees - Employee || Labor & Employment > Whistleblowers - Employee,True,True,True,3,Who was your employer when you lost your job? || Did your employer know you were deployed with the National Guard before they ended your job? || Do you think you lost your job because of your National Guard service or deployment?,True,Do you think you lost your job because of your National Guard service or deployment?,Labor & Employment > Wrongful Discharge - Employee || Administrative Law > Military/Veterans || Labor & Employment > Public Employees - Employee || Labor & Employment > Whistleblowers - Employee,True,True,False,False,True,True,False,,61302
variability_c2_20260719T084831Z,v2_discharge_reason_64,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,"After my military spouse's PCS orders came through, my remote employer suddenly 'restructured' my role away.",Our state protects military-family status — and my manager's email said the quiet part: 'can't build around someone who moves every two years.',Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Discrimination - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > General - Employee,True,True,True,3,"Has anyone involved in this family or relationship situation done any of the following? || Did your employer fire, discipline, threaten, reduce your hours, or otherwise act against you after you reported illegal, unsafe, fraudulent, or dishonest conduct? || What happened to your job after your spouse received military orders to move?",False,,,,,True,True,False,False,False,,49605
variability_c2_20260719T084831Z,v2_divorce_context_01,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I need to file for divorce. We've been married four years and there's no fixing this.,"My husband is active-duty Army, currently deployed overseas.",Family Law > General (Divorce/Separation etc.),Family Law > Military,Family Law > General (Divorce/Separation etc.) || Taxation > Personal Income || General Litigation > General Litigation,True,True,True,2,Has anyone involved in this family or relationship situation done any of the following? || Do any of these apply to your situation? (Check all that fit),False,,,,,True,False,False,False,False,,30741
variability_c2_20260719T084831Z,v2_divorce_context_10,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I'm leaving my marriage and I have no income of my own right now. What am I entitled to?,I gave up my nursing career for 12 years to raise our kids while he built his practice — long-term support is the entire fight.,Family Law > General (Divorce/Separation etc.),Family Law > Spousal Support,Family Law > Spousal Support || Family Law > General (Divorce/Separation etc.) || Administrative Law > General (State),True,True,True,3,Has anyone involved in this family or relationship situation done any of the following? || Which of these are you mainly asking about right now? || Do you have children with your spouse?,True,Which of these are you mainly asking about right now?,Family Law > Spousal Support || Family Law > General (Divorce/Separation etc.) || Family Law > Child Support/Modification,True,True,True,True,False,False,False,,28762
variability_c2_20260719T084831Z,v2_divorce_context_41,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My husband handles all our money and I found out he's been hiding accounts as we head toward divorce.,I can't afford full representation at all — legal aid suggested coaching: someone to guide my own discovery requests and filings step by step.,Family Law > General (Divorce/Separation etc.),Family Law > Pro Se Coaching,Family Law > General (Divorce/Separation etc.) || Debtor/Creditor > General (Debtor) || Family Law > Spousal Support,True,True,True,3,"Has anyone involved in this family or relationship situation done any of the following? || Are you looking for help with the divorce itself, or with the hidden money accounts? || Who owns the home — you, your husband, or both of you?",False,,,,,True,False,False,False,False,,22404
variability_c2_20260719T084831Z,v2_divorce_context_44,divorce_context,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I need a military divorce attorney — my husband retired from the Army last year and everything is pensions and benefits.,"The divorce itself finished in mediation — all that's left is drafting the military-pension division order correctly, which is specialized drafting, not a contested case.",Family Law > Military,Family Law > QDROs,Family Law > Military || Family Law > General (Divorce/Separation etc.) || Family Law > QDROs,True,True,True,3,"Has anyone involved in this family or relationship situation done any of the following? || Did your employer fire, discipline, threaten, reduce your hours, or otherwise act against you after you reported illegal, unsafe, fraudulent, or dishonest conduct? || What do you mainly need help with right now?",True,What do you mainly need help with right now?,Family Law > QDROs || Family Law > Military || Family Law > General (Divorce/Separation etc.),True,True,True,True,False,False,False,,23442
variability_c2_20260719T084831Z,v2_divorce_context_61,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,"My wife and I are done, but our biggest asset is my pension that doesn't pay out for nine more years.","We've settled everything else by agreement — drafting the pension division order correctly, with survivor elections and the nine-year horizon, IS the remaining case.",Family Law > General (Divorce/Separation etc.),Family Law > QDROs,Family Law > General (Divorce/Separation etc.) || Family Law > QDROs || Labor & Employment > Pensions/Benefits/ERISA - Employee,True,True,True,3,"Has anyone involved in this family or relationship situation done any of the following? || Did your employer fire, discipline, threaten, reduce your hours, or otherwise act against you after you reported illegal, unsafe, fraudulent, or dishonest conduct? || What do you need help with right now?",True,What do you need help with right now?,Family Law > QDROs || Family Law > General (Divorce/Separation etc.) || Family Law > Spousal Support,True,True,True,True,False,False,False,,19569
variability_c2_20260719T084831Z,v2_divorce_context_65,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,After thirty years my parents are divorcing and my mother has never once paid a bill or seen a statement.,"Mom's early dementia complicates everything — she may lack capacity to instruct divorce counsel, and whether I need protective authority for her comes before the divorce can even proceed.",Family Law > General (Divorce/Separation etc.),Wills & Trusts > Power of Attorney,Family Law > General (Divorce/Separation etc.) || Family Law > Spousal Support || Wills & Trusts > General (Wills/Trusts/Estates),True,True,True,3,Has anyone involved in this family or relationship situation done any of the following? || Has anyone involved in the older or vulnerable adult’s care or finances done any of the following? || Who needs the lawyer help for this divorce?,True,Who needs the lawyer help for this divorce?,Wills & Trusts > Conservatorship/Guardianship || Family Law > General (Divorce/Separation etc.) || Family Law > Guardianship,True,False,True,False,False,False,False,,47908
variability_c2_20260719T084831Z,v2_divorce_context_66,divorce_context,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,"My husband served me papers, and his family's lawyer 'generously' offered to handle everything for both of us.","I've realized the 'shared lawyer' represents HIM — the proposed terms give him the house and my retirement; I need my own full representation, not a document check.",Family Law > Document Review,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.) || Family Law > Document Review || Family Law > Pro Se Coaching,True,True,True,3,Has anyone involved in this family or relationship situation done any of the following? || Has anyone involved in the older or vulnerable adult’s care or finances done any of the following? || What kind of court papers did your husband serve you?,True,What kind of court papers did your husband serve you?,Family Law > General (Divorce/Separation etc.) || Family Law > Spousal Support || Family Law > QDROs,True,True,True,True,False,False,False,,44741
variability_c2_20260719T084831Z,v2_employment_paper_and_pay_04,employment_paper_and_pay,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I was disciplined at my job unfairly and I want to fight it through every channel I have.,I'm a state corrections officer — civil service rules give me an appeal to the personnel board with a 15-day deadline.,Labor & Employment > General - Employee,Labor & Employment > Public Employees - Employee,Labor & Employment > General - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Whistleblowers - Employee,True,True,True,3,"Did your employer fire, discipline, threaten, reduce your hours, or otherwise act against you after you reported illegal, unsafe, fraudulent, or dishonest conduct? || What kind of discipline did your job give you? || Why do you think the discipline was unfair?",False,,,,,True,False,False,False,False,,36288
variability_c2_20260719T084831Z,v2_employment_paper_and_pay_06,employment_paper_and_pay,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I have a wage claim against my old employer but there's a complication I didn't expect.,"The company just filed Chapter 7 — I got a bankruptcy notice, and my unpaid wages are now a priority claim I have to file in that case.",Labor & Employment > Wage and Hour Claims - Employee,Bankruptcy > Creditors,Labor & Employment > Wage and Hour Claims - Employee || General Litigation > Health Law/HIPAA || Labor & Employment > Wage and Hour Claims - Employer,True,True,True,3,"Did your employer fire, discipline, threaten, reduce your hours, or otherwise act against you after you reported illegal, unsafe, fraudulent, or dishonest conduct? || What kind of pay problem is it? || What’s the complication with your wage claim?",True,What’s the complication with your wage claim?,,,,False,False,False,False,False,,35331
variability_c2_20260719T084831Z,v2_employment_paper_and_pay_46,employment_paper_and_pay,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My new job's offer letter promised a signing bonus and relocation that never appeared in my paychecks.,"They've now offered a 'correction agreement' paying half if I release all claims and extend my non-compete — that document needs review before Friday, whatever else happens.",Labor & Employment > Wage and Hour Claims - Employee,Labor & Employment > Document Review/Severance Packages - Employee,Labor & Employment > Wage and Hour Claims - Employee || Labor & Employment > General - Employee || Administrative Law > Unemployment,True,True,True,3,"Did your employer fire, discipline, threaten, reduce your hours, or otherwise act against you after you reported illegal, unsafe, fraudulent, or dishonest conduct? || Do you have a written offer letter or email that clearly says you will get the signing bonus and relocation money? || Did your employer give you a written contract or offer letter that mentions the signing bonus and relocation payment?",False,,,,,True,False,False,False,False,,14101
variability_c2_20260719T084831Z,v2_estate_posture_07,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My grandfather left me and my niece the family home but there are complications with taking it over.,The 'complication' is a reverse mortgage — the lender has already scheduled a foreclosure auction unless we act fast.,Wills & Trusts > Probate,Real Property > Foreclosure,Wills & Trusts > Probate || Real Property > General (Residential) || Wills & Trusts > General (Wills/Trusts/Estates),True,True,True,3,Has anyone involved in the older or vulnerable adult’s care or finances done any of the following? || What is the biggest problem stopping you and your niece from taking over the house? || Do you have a written will or trust that says the house goes to you and your niece?,True,What is the biggest problem stopping you and your niece from taking over the house?,Real Property > Foreclosure || Wills & Trusts > Probate || Wills & Trusts > Litigation,True,True,True,False,False,True,False,,45911
variability_c2_20260719T084831Z,v2_estate_posture_08,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,"We're deciding whether to transfer ownership of a property or put it in a trust, and we need advice.","The property carries a VA construction loan tied to my husband's disabled-veteran status, and the transfer can't jeopardize that loan or his property-tax exemption.",Wills & Trusts > General (Wills/Trusts/Estates),"Real Property > Government Loans (VA, FHA, etc.)",Wills & Trusts > General (Wills/Trusts/Estates) || Wills & Trusts > Living Trusts || Wills & Trusts > Document Review,True,True,True,3,Has anyone involved in the older or vulnerable adult’s care or finances done any of the following? || What is your main goal for this change? || Does the property have a mortgage or home‑equity loan?,True,Does the property have a mortgage or home‑equity loan?,"Real Property > Government Loans (VA, FHA, etc.) || Wills & Trusts > Living Trusts || Real Property > Property Tax",True,True,False,False,True,True,False,,44035
variability_c2_20260719T084831Z,v2_estate_posture_11,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My father remarried late in life and now his new wife controls everything he owned. We're worried.,"Dad has advancing dementia, and she had him sign a new will and deed at home two months after his diagnosis, with her own notary.",Wills & Trusts > Litigation,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Power of Attorney || Family Law > Restraining Orders,True,False,True,3,Has anyone involved in this family or relationship situation done any of the following? || Has anyone involved in the older or vulnerable adult’s care or finances done any of the following? || Which best matches what’s going on right now?,True,Has anyone involved in the older or vulnerable adult’s care or finances done any of the following?,Wills & Trusts > Power of Attorney || Wills & Trusts > Elder Abuse || Wills & Trusts > Litigation || Family Law > Restraining Orders,True,True,True,True,False,False,False,,44658
variability_c2_20260719T084831Z,v2_estate_posture_21,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I need someone to help me sort out my father's affairs. The paperwork alone fills a table.,"Dad died in February — there's a will naming me executor, and the court process hasn't been started.",Wills & Trusts > General (Wills/Trusts/Estates),Wills & Trusts > Probate,Wills & Trusts > General (Wills/Trusts/Estates) || Wills & Trusts > Probate || Family Law > Other,True,True,True,3,"Has anyone involved in the older or vulnerable adult’s care or finances done any of the following? || Is your father alive right now, or has he passed away? || Do you already have any of these documents?",True,"Is your father alive right now, or has he passed away?",Wills & Trusts > Probate || Wills & Trusts > General (Wills/Trusts/Estates) || Wills & Trusts > Document Review,True,True,True,True,False,False,False,,35642
variability_c2_20260719T084831Z,v2_estate_posture_22,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My sister was in charge of Mom's money for the last five years and the numbers don't add up.,"Mom is still alive — sister used the POA to move $200,000 into her own accounts while Mom's Alzheimer's worsened, and we need it stopped and recovered now.",Wills & Trusts > Probate,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Power of Attorney || Wills & Trusts > Litigation,True,False,True,3,Has anyone involved in the older or vulnerable adult’s care or finances done any of the following? || How was your sister able to manage your mom’s money? || Is your mom still alive?,True,Is your mom still alive?,Wills & Trusts > Elder Abuse || Wills & Trusts > Power of Attorney || Wills & Trusts > Conservatorship/Guardianship,True,True,True,True,False,False,False,,37626
