scenario_id,boundary_id,direction,flip_type,mechanism,opening_query,initial_category,initial_subcategory,final_category,final_subcategory,plausible_initial_labels,hidden_fact,fact_as_answer,relevant_question_topic,counterfactual_category,counterfactual_subcategory,counterfactual_hidden_fact,counterfactual_fact_as_answer,grounding_source_rows,grounding_note,safety_sensitive,vetting_note,generator_model,candidate_status
v2_custody_safety_63,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,My son came home from his dad's with bruises and a story that keeps changing.,Family Law,Child Custody/Visitation,Family Law,Juvenile/DHS Issues,Family Law > Child Custody/Visitation,"His pediatrician made the mandatory report yesterday — DHS is assessing both homes now, and everything runs through that assessment first.","The pediatrician made a mandatory report — DHS is assessing both homes, and everything runs through that first.",whether a child-welfare assessment is open,Family Law,Child Custody/Visitation,"The doctor found it consistent with the skate-park fall in the video his dad sent — no report; what's left is our chronic communication failure, and I want the plan's exchange terms fixed.",The doctor matched it to the skate-park fall on video — no report. What's left is fixing our communication terms.,human_disagreements row 232,Fourth batch. Safety-aware wording.,true,Report-vs-cleared postures handled without minimizing either.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_debt_posture_01,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,A debt collector will not leave me alone about an old credit card and I can't take it anymore.,Debtor/Creditor,General (Debtor),Debtor/Creditor,Collection/Harassment,Debtor/Creditor > General (Debtor) || Debtor/Creditor > Collection/Harassment,They call my workplace six times a day and told my coworker I'm a deadbeat who could be arrested.,They call my job six times a day and told a coworker I could be arrested — that's got to be illegal.,"whether the collector's tactics are abusive or deceptive (calls at work, threats, third-party disclosure)",Debtor/Creditor,General (Debtor),Their letters are normal; I just can't pay and I'm worried they'll garnish my wages.,"The letters are normal, honestly — I just can't pay and I'm scared of garnishment.","human_disagreements rows 22, 202, 212, 215","Four disagreement rows split raters across Debtor/Creditor > General (Debtor), Collection/Harassment, and Debt Counseling/Workouts. The separating facts are procedural: has a lawsuit/summons arrived, is a collector using abusive tactics (FDCPA), or does the user simply need payment terms negotiated. Users describe 'debt trouble' without stating which posture they are in.",false,FDCPA-violation conduct converts a can't-pay problem into an affirmative harassment claim; conduct details are the disclosure.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_debt_posture_06,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My wages just got garnished without any warning and my rent check is going to bounce.,Debtor/Creditor,General (Debtor),Debtor/Creditor,Collection/Harassment,Debtor/Creditor > General (Debtor) || Debtor/Creditor > Collection/Harassment,I was never served with the lawsuit — the collector swore they served me at an address I left five years ago.,I was never served — they claimed they served me at an address I left five years ago.,whether the underlying judgment was obtained through improper service or deception,Debtor/Creditor,General (Debtor),I knew about the judgment; I just couldn't afford a payment plan and now they've garnished me.,I knew about the judgment — I just couldn't afford the payments.,"human_disagreements rows 22, 202, 212, 215","Four disagreement rows split raters across Debtor/Creditor > General (Debtor), Collection/Harassment, and Debt Counseling/Workouts. The separating facts are procedural: has a lawsuit/summons arrived, is a collector using abusive tactics (FDCPA), or does the user simply need payment terms negotiated. Users describe 'debt trouble' without stating which posture they are in.",false,Sewer-service is deceptive collection practice; the service fact reroutes from budgeting problem to affirmative claim.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_debt_posture_10,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The hospital sent my bill to collections even though I was making small payments every month.,Debtor/Creditor,General (Debtor),General Litigation,Insurance (Health/Disability),Debtor/Creditor > General (Debtor) || General Litigation > Insurance (Health/Disability),The bill only exists because my health insurer wrongly denied the claim as 'not medically necessary' — I'm appealing that denial.,The whole bill exists because my insurance wrongly denied it as not medically necessary — I'm fighting that denial.,whether an insurance denial underlies the medical debt,Debtor/Creditor,General (Debtor),Insurance paid its share; the balance is my deductible that I genuinely can't cover right now.,Insurance paid their part — this is my deductible I just can't cover.,"human_disagreements rows 22, 202, 212, 215","Four disagreement rows split raters across Debtor/Creditor > General (Debtor), Collection/Harassment, and Debt Counseling/Workouts. The separating facts are procedural: has a lawsuit/summons arrived, is a collector using abusive tactics (FDCPA), or does the user simply need payment terms negotiated. Users describe 'debt trouble' without stating which posture they are in.",false,Row 213's structure: the collections symptom hides an insurance-coverage dispute upstream.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_debt_posture_12,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My bank account was frozen this morning and I can't buy groceries. I don't even know who did this.,Debtor/Creditor,General (Debtor),Debtor/Creditor,Collection/Harassment,Debtor/Creditor > General (Debtor) || Debtor/Creditor > Collection/Harassment,"The garnishment took my Social Security disability money, which the collector knows is protected income.",They froze my Social Security disability money — the collector knows that's protected.,whether legally protected income was seized,Debtor/Creditor,General (Debtor),"The frozen money is my regular paycheck deposits, and the freeze traces to a judgment I knew about.","It's my paycheck money, and honestly I knew about the judgment.","human_disagreements rows 22, 202, 212, 215","Four disagreement rows split raters across Debtor/Creditor > General (Debtor), Collection/Harassment, and Debt Counseling/Workouts. The separating facts are procedural: has a lawsuit/summons arrived, is a collector using abusive tactics (FDCPA), or does the user simply need payment terms negotiated. Users describe 'debt trouble' without stating which posture they are in.",false,Exempt-funds seizure is an affirmative violation; income type is a fact only the user can supply.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_debt_posture_21,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,Medical bills from my heart surgery are burying us and the hospital's patience just ran out.,Debtor/Creditor,General (Debtor),Debtor/Creditor,Debt Counseling/Workouts,Debtor/Creditor > General (Debtor) || Debtor/Creditor > Debt Counseling/Workouts,We have steady income and can pay 60% over time — we want someone to negotiate a structured settlement before they sue.,We have steady income and could do 60% over time — we want it negotiated before they sue.,whether negotiated repayment is the goal,Debtor/Creditor,General (Debtor),They already sued — we were served last week and the answer is due.,They already sued us — served last week.,"human_disagreements rows 22, 202, 212, 215",Expansion batch: more posture and debt-identity disclosures.,false,Pre-suit workout vs post-service defense; the served-papers fact splits it.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_debt_posture_24,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"The same debt collector calls me twenty times a day, even after I sent them a letter.",Debtor/Creditor,Collection/Harassment,Administrative Law,Utilities,Debtor/Creditor > Collection/Harassment || Administrative Law > Utilities,"The 'collector' is actually the water district's own billing office, and they've now scheduled a shutoff over charges from a leak that was on THEIR side of the meter.",It's the water district's own billing office — and they've scheduled a shutoff over a leak that was on their side of the meter.,whether the caller is a utility threatening service termination rather than a debt collector,Debtor/Creditor,Collection/Harassment,"It's a third-party collection agency on an old cable bill — and they ignored my written cease letter, which I'm told violates federal law.",It's a collection agency on an old cable bill — and they blew past my written cease letter.,"human_disagreements rows 22, 202, 212, 215",Expansion batch: more posture and debt-identity disclosures.,false,"Utility-shutoff disputes route to administrative law, not FDCPA; the caller's identity is the fact.","claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_debt_posture_25,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I co-signed a loan for my sister and now the lender is coming after me for all of it.,Debtor/Creditor,General (Debtor),Bankruptcy,Creditors,Debtor/Creditor > General (Debtor) || Bankruptcy > Creditors,"She filed Chapter 13 — her plan proposes paying this loan, and I need someone protecting my position inside her case before the lender takes it out of me.",She filed Chapter 13 and her plan covers this loan — I need my co-signer position protected in her case.,whether the primary borrower is in bankruptcy,Debtor/Creditor,General (Debtor),"No bankruptcy — she just stopped paying and moved, and the lender wants it all from me now.","No bankruptcy — she stopped paying and moved, so they want it all from me.","human_disagreements rows 22, 202, 212, 215",Expansion batch: more posture and debt-identity disclosures.,false,Co-debtor-stay questions live inside the primary borrower's case; filing status routes.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_debt_posture_42,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My dead father's credit card company is calling ME about his balance every single day.,Debtor/Creditor,Collection/Harassment,Wills & Trusts,Probate,Debtor/Creditor > Collection/Harassment || Wills & Trusts > Probate,"I'm the named executor and his estate has assets — the right move is opening probate and handling claims properly, not fighting the calls.",I'm the executor and there ARE estate assets — probate needs opening so claims get handled properly.,whether an estate with assets should absorb the claims process,Debtor/Creditor,Collection/Harassment,"There's no estate — he died with nothing — and they know it; they're telling me *I* owe it as his daughter, which is false and abusive.",There's no estate — he had nothing — and they still claim I personally owe it. That's false and abusive.,"human_disagreements rows 22, 202",Third batch.,false,Estate-assets fact routes to administration; asset-less deception is FDCPA.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_discharge_reason_03,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,After ten years with great reviews I suddenly got terminated. I think it was completely unfair.,Labor & Employment,Wrongful Discharge - Employee,Labor & Employment,Discrimination - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > General - Employee,My new manager had been making comments about my age and replaced me with someone in their twenties.,"My manager kept making comments about my age, and they replaced me with someone in their twenties.",whether a protected characteristic like age motivated the termination,Labor & Employment,Wrongful Discharge - Employee,It happened the week I got back from jury duty that my boss had pressured me to get out of.,It was the week I got back from jury duty — my boss had pushed me to get out of serving.,"human_disagreements rows 332, 41; gold FINDINGS mechanism 1","Row 332 ('wrongfully terminated ... for telling my boss co workers were being negligent ... knowing I have dislexia') split humans between Wrongful Discharge and ADA/Discrimination/Whistleblowers. The consensus analysis found the taxonomy encodes the unlawful MOTIVE, not the firing itself. Users lead with 'I was fired unfairly' and hold back the motive fact; disclosing it selects the exact employment route. Under FETCH's runtime taxonomy the employee-side labels are used because the user is unambiguously the worker in every opening.",false,Age plus replacement-by-younger-worker is the canonical discrimination disclosure; jury-service retaliation is the taxonomy's own Wrongful Discharge example.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_discharge_reason_06,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,My boss fired me and I know the official reason is fake. What can I do about it?,Labor & Employment,Wrongful Discharge - Employee,Labor & Employment,Discrimination - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > General - Employee,"It happened a month after I told HR I was pregnant, and my duties were fine until then.",It was about a month after I told HR I was pregnant — everything was fine before that.,whether pregnancy or another protected status preceded the adverse action,Labor & Employment,Wrongful Discharge - Employee,It happened right after I testified against the company in a coworker's wage lawsuit under subpoena.,It was right after I testified under subpoena in my coworker's wage case.,"human_disagreements rows 332, 41; gold FINDINGS mechanism 1","Row 332 ('wrongfully terminated ... for telling my boss co workers were being negligent ... knowing I have dislexia') split humans between Wrongful Discharge and ADA/Discrimination/Whistleblowers. The consensus analysis found the taxonomy encodes the unlawful MOTIVE, not the firing itself. Users lead with 'I was fired unfairly' and hold back the motive fact; disclosing it selects the exact employment route. Under FETCH's runtime taxonomy the employee-side labels are used because the user is unambiguously the worker in every opening.",false,Pregnancy timing is a discrimination disclosure users frequently withhold at first contact.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_discharge_reason_12,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,Let go from my office job with a vague 'not a good fit' explanation after years of promotions.,Labor & Employment,Wrongful Discharge - Employee,Labor & Employment,ADA (Disability) Act Issues - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > General - Employee,The change started after I disclosed my bipolar diagnosis to my team lead and asked for a quieter workspace.,Everything changed after I disclosed my bipolar diagnosis and asked for a quieter workspace.,whether a disclosed condition and accommodation request preceded the change in treatment,Labor & Employment,Wrongful Discharge - Employee,The change started after I told my team lead I wouldn't sign backdated inspection reports.,It changed after I refused to sign backdated inspection reports.,"human_disagreements rows 332, 41; gold FINDINGS mechanism 1","Row 332 ('wrongfully terminated ... for telling my boss co workers were being negligent ... knowing I have dislexia') split humans between Wrongful Discharge and ADA/Discrimination/Whistleblowers. The consensus analysis found the taxonomy encodes the unlawful MOTIVE, not the firing itself. Users lead with 'I was fired unfairly' and hold back the motive fact; disclosing it selects the exact employment route. Under FETCH's runtime taxonomy the employee-side labels are used because the user is unambiguously the worker in every opening.",false,Mental-health disclosure is the exact 'employer knew about dyslexia' pattern in row 332.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_discharge_reason_13,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,My employer forced me to resign by making my job impossible. I refused to quit so they fired me.,Labor & Employment,Wrongful Discharge - Employee,Labor & Employment,Sexual Harassment - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > General - Employee,The 'impossible' part was my shift lead's constant sexual comments and touching after I turned him down.,It was my shift lead's constant sexual comments and touching after I turned him down.,whether the hostile treatment was sexual in nature,Labor & Employment,Wrongful Discharge - Employee,They started the campaign the week after I filed my workers' comp claim for the loading-dock injury.,It all started the week after my workers' comp claim went in.,"human_disagreements rows 332, 41; gold FINDINGS mechanism 1","Row 332 ('wrongfully terminated ... for telling my boss co workers were being negligent ... knowing I have dislexia') split humans between Wrongful Discharge and ADA/Discrimination/Whistleblowers. The consensus analysis found the taxonomy encodes the unlawful MOTIVE, not the firing itself. Users lead with 'I was fired unfairly' and hold back the motive fact; disclosing it selects the exact employment route. Under FETCH's runtime taxonomy the employee-side labels are used because the user is unambiguously the worker in every opening.",false,Constructive-discharge framing conceals harassment until the conduct is described; grounded in row 344's mixed harassment complaint.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_discharge_reason_19,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,Terminated from my trucking job and I'm certain the reason they wrote up is a cover story.,Labor & Employment,Wrongful Discharge - Employee,Labor & Employment,Whistleblowers - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > General - Employee,I had reported the company to federal safety regulators for forcing drivers past their legal hours.,I'd reported them to the federal safety regulators for pushing us past legal driving hours.,whether a regulator report about safety violations preceded the firing,Labor & Employment,Wrongful Discharge - Employee,"I had refused dispatch's order to drive past my legal hours that same night, and they wrote me up the next day.",I refused dispatch's order to drive past my legal hours — the write-up came the next day.,"human_disagreements rows 332, 41; gold FINDINGS mechanism 1","Row 332 ('wrongfully terminated ... for telling my boss co workers were being negligent ... knowing I have dislexia') split humans between Wrongful Discharge and ADA/Discrimination/Whistleblowers. The consensus analysis found the taxonomy encodes the unlawful MOTIVE, not the firing itself. Users lead with 'I was fired unfairly' and hold back the motive fact; disclosing it selects the exact employment route. Under FETCH's runtime taxonomy the employee-side labels are used because the user is unambiguously the worker in every opening.",false,"Report-vs-refuse is the cleanest minimal pair in this family: same underlying violation, different exact label.","claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_discharge_reason_45,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,My warehouse cut me loose right before peak season with no explanation after five years of perfect attendance.,Labor & Employment,Wrongful Discharge - Employee,Labor & Employment,Union Issues - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Union Issues - Employee,"It happened the week our organizing cards went public — I'm on the organizing committee, and three of the five of us were cut together.","It was the week our union cards went public — I'm on the organizing committee, and three of five of us got cut together.",whether union organizing preceded the terminations,Labor & Employment,Wrongful Discharge - Employee,No organizing here — it came the day after I filed my second workers' comp claim.,No union stuff — it was the day after my second comp claim.,"human_disagreements rows 332, 41",Third batch.,false,Organizing-retaliation has its own route (NLRB) behind the same firing.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_discharge_reason_46,discharge_reason,BtoA,label_change,M1_core_vs_secondary_issue,"I was fired for my disability, plain and simple, and I want to hold them accountable.",Labor & Employment,ADA (Disability) Act Issues - Employee,Labor & Employment,Wrongful Discharge - Employee,Labor & Employment > ADA (Disability) Act Issues - Employee || Labor & Employment > Wrongful Discharge - Employee,Looking at the timeline honestly — they accommodated my disability for years; the firing came the week after I served jury duty they'd begged me to postpone.,"Honestly, they accommodated me for years — the firing came the week after jury duty they'd begged me to postpone.",which protected activity the timeline actually supports,Labor & Employment,ADA (Disability) Act Issues - Employee,"The timeline is clean — fired eight days after my accommodation request, with the manager's 'we need able-bodied people' comment witnessed.",Fired eight days after my accommodation request — with a witnessed 'we need able-bodied people' comment.,"human_disagreements rows 332, 41",Third batch.,false,User's own theory corrected by their timeline; strong answer-use test.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_discharge_reason_50,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,I got terminated while deployed with the National Guard and came home to no job.,Labor & Employment,Wrongful Discharge - Employee,Administrative Law,Military/Veterans,Labor & Employment > Wrongful Discharge - Employee || Administrative Law > Military/Veterans,"The JAG office says it's a USERRA case — reemployment rights for service members, with the Department of Labor's veterans unit as the first stop.","JAG says it's USERRA — service-member reemployment rights, starting with the DOL veterans unit.",whether military reemployment rights govern,Labor & Employment,Wrongful Discharge - Employee,The Guard part they actually handled fine — the firing came after I got back and refused to falsify the delivery manifests.,They handled the Guard part fine — this came after I refused to falsify manifests once I was back.,"human_disagreements rows 332, 41",Third batch.,false,USERRA routing is a genuinely different remedial path.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_discharge_reason_64,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,"After my military spouse's PCS orders came through, my remote employer suddenly 'restructured' my role away.",Labor & Employment,Wrongful Discharge - Employee,Labor & Employment,Discrimination - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee,Our state protects military-family status — and my manager's email said the quiet part: 'can't build around someone who moves every two years.',Our state protects military-family status — and my manager wrote 'can't build around someone who moves every two years.',whether protected military-family status motivated the cut,Labor & Employment,Wrongful Discharge - Employee,The restructure came ten days after I flagged that our overtime tracker was shaving hours — and I'd refused to 'correct' my team's timesheets downward.,It came after I refused to shave my team's timesheets.,"human_disagreements rows 332, 41",Fourth batch.,false,Military-family-status statute; documentary smoking gun.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_divorce_context_01,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I need to file for divorce. We've been married four years and there's no fixing this.,Family Law,General (Divorce/Separation etc.),Family Law,Military,Family Law > General (Divorce/Separation etc.) || Family Law > Military,"My husband is active-duty Army, currently deployed overseas.",He's active-duty Army — deployed overseas right now.,whether either spouse is an active service member,Family Law,General (Divorce/Separation etc.),We're both civilians working regular jobs here in town.,We're both civilians with regular jobs here.,human_disagreements row 252; review row 67,"Row 252 (divorce/annulment with Navy husband) split humans between plain Divorce and Family Law > Military; the models strongly supported Military. A spouse's active-duty status, an existing decree needing modification, or a marriage that may qualify for annulment are institutional facts users hold but bury inside 'I need a divorce.'",false,Row 252's core fact: SCRA and jurisdiction rules make military status decisive; users rarely lead with it.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_divorce_context_10,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I'm leaving my marriage and I have no income of my own right now. What am I entitled to?,Family Law,General (Divorce/Separation etc.),Family Law,Spousal Support,Family Law > General (Divorce/Separation etc.) || Family Law > Spousal Support,I gave up my nursing career for 12 years to raise our kids while he built his practice — long-term support is the entire fight.,I gave up nursing for 12 years to raise the kids while he built his practice — support is going to be the whole fight.,whether compensatory/maintenance support is the central issue,Family Law,General (Divorce/Separation etc.),We earn about the same and have no kids — it's really just dividing the house and accounts.,"We earn about the same, no kids — it's just the house and accounts.",human_disagreements row 252; review row 67,"Row 252 (divorce/annulment with Navy husband) split humans between plain Divorce and Family Law > Military; the models strongly supported Military. A spouse's active-duty status, an existing decree needing modification, or a marriage that may qualify for annulment are institutional facts users hold but bury inside 'I need a divorce.'",false,Career-sacrifice disclosure elevates support from incident to core issue per the taxonomy's compensatory language.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_divorce_context_41,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My husband handles all our money and I found out he's been hiding accounts as we head toward divorce.,Family Law,General (Divorce/Separation etc.),Family Law,Pro Se Coaching,Family Law > General (Divorce/Separation etc.) || Family Law > Pro Se Coaching,I can't afford full representation at all — legal aid suggested coaching: someone to guide my own discovery requests and filings step by step.,I can't afford full representation — legal aid suggested coaching me through my own discovery and filings.,whether affordable-scope coaching is the service sought,Family Law,General (Divorce/Separation etc.),My parents are funding counsel — I need a full-representation divorce lawyer who can chase hidden assets hard.,My parents are funding it — I need full representation that chases hidden assets hard.,human_disagreements row 252,Third batch.,false,Service-scope disclosure; coaching has its own label.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_divorce_context_44,divorce_context,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I need a military divorce attorney — my husband retired from the Army last year and everything is pensions and benefits.,Family Law,Military,Family Law,QDROs,Family Law > Military || Family Law > QDROs,"The divorce itself finished in mediation — all that's left is drafting the military-pension division order correctly, which is specialized drafting, not a contested case.",The divorce finished in mediation — what's left is drafting the pension division order correctly.,whether only the retirement-division order remains,Family Law,Military,"Nothing's resolved — he's claiming his disability rating shields everything from division, and the contested case needs military-specific counsel.","Nothing's resolved — he claims his disability rating shields it all. Contested, and military-specific.",human_disagreements row 252,Third batch.,false,Post-mediation drafting vs contested military-benefits fight.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_divorce_context_61,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"My wife and I are done, but our biggest asset is my pension that doesn't pay out for nine more years.",Family Law,General (Divorce/Separation etc.),Family Law,QDROs,Family Law > General (Divorce/Separation etc.),"We've settled everything else by agreement — drafting the pension division order correctly, with survivor elections and the nine-year horizon, IS the remaining case.","Everything else is settled — the pension division order, survivor elections and all, is the remaining case.",whether only retirement division remains,Family Law,General (Divorce/Separation etc.),Nothing's settled — she disputes the pension's marital share and the whole dissolution is contested.,Nothing's settled — even the pension's marital share is contested.,human_disagreements row 252,Fourth batch.,false,Settled-but-for-QDRO posture.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_divorce_context_65,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,After thirty years my parents are divorcing and my mother has never once paid a bill or seen a statement.,Family Law,General (Divorce/Separation etc.),Wills & Trusts,Power of Attorney,Family Law > General (Divorce/Separation etc.) || Wills & Trusts > Power of Attorney,"Mom's early dementia complicates everything — she may lack capacity to instruct divorce counsel, and whether I need protective authority for her comes before the divorce can even proceed.","Mom has early dementia — capacity to instruct counsel is in question, so protective authority for her may come before the divorce can proceed.",whether capacity questions gate the dissolution,Family Law,General (Divorce/Separation etc.),Mom's sharp — just financially inexperienced; a strong divorce team with forensic accounting is the whole need.,"She's sharp, just inexperienced — a strong divorce team with forensic accounting covers it.",human_disagreements row 252,Fourth batch.,false,Capacity-gate fact.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_divorce_context_66,divorce_context,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"My husband served me papers, and his family's lawyer 'generously' offered to handle everything for both of us.",Family Law,Document Review,Family Law,General (Divorce/Separation etc.),Family Law > Document Review || Family Law > General (Divorce/Separation etc.),"I've realized the 'shared lawyer' represents HIM — the proposed terms give him the house and my retirement; I need my own full representation, not a document check.",That 'shared lawyer' represents him — the terms give him the house and my retirement. I need my own full representation.,whether conflicted counsel makes full representation necessary,Family Law,Document Review,The terms are genuinely fair — we built them together; I just want independent eyes on the final draft before signing.,The terms are fair and we built them together — I just want independent eyes before signing.,human_disagreements row 252,Fourth batch.,false,Conflict-awareness flips review into representation.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_employment_paper_and_pay_04,employment_paper_and_pay,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I was disciplined at my job unfairly and I want to fight it through every channel I have.,Labor & Employment,General - Employee,Labor & Employment,Public Employees - Employee,Labor & Employment > General - Employee || Labor & Employment > Public Employees - Employee,I'm a state corrections officer — civil service rules give me an appeal to the personnel board with a 15-day deadline.,I'm a state corrections officer — civil service gives me a personnel-board appeal with a 15-day deadline.,whether public-employee civil-service procedures govern,Labor & Employment,General - Employee,"It's a private logistics company — no civil service, no union, just their internal 'appeal' that goes nowhere.","Private company — no civil service or union, just their dead-end internal appeal.","human_disagreements rows 344, 341; taxonomy L&E Document Review and wage labels","Employment intakes split on what the user actually holds and wants: a severance agreement awaiting review (Document Review/Severance), unpaid wages under state law (Wage and Hour) vs federal overtime (FLSA), union grievance machinery, or public-employee civil-service process. Row 344 mixed wage discrepancies into a harassment complaint. All employee-side; the user's role is never the hidden fact.",false,Public-employment status activates a separate procedural system with hard deadlines.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_employment_paper_and_pay_06,employment_paper_and_pay,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I have a wage claim against my old employer but there's a complication I didn't expect.,Labor & Employment,Wage and Hour Claims - Employee,Bankruptcy,Creditors,Labor & Employment > Wage and Hour Claims - Employee || Bankruptcy > Creditors,"The company just filed Chapter 7 — I got a bankruptcy notice, and my unpaid wages are now a priority claim I have to file in that case.",The company filed Chapter 7 — my unpaid wages are now a priority claim I have to file in the bankruptcy.,whether the employer is in bankruptcy,Labor & Employment,Wage and Hour Claims - Employee,"The complication is they reincorporated under a new name — same owner, same shop — and claim the 'old company' owes me, not them.","They reincorporated under a new name — same owner, same shop — and say the 'old company' owes me.","human_disagreements rows 344, 341; taxonomy L&E Document Review and wage labels","Employment intakes split on what the user actually holds and wants: a severance agreement awaiting review (Document Review/Severance), unpaid wages under state law (Wage and Hour) vs federal overtime (FLSA), union grievance machinery, or public-employee civil-service process. Row 344 mixed wage discrepancies into a harassment complaint. All employee-side; the user's role is never the hidden fact.",false,Employer bankruptcy converts a wage claim into creditor practice with strict deadlines.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
