scenario_id,boundary_id,direction,flip_type,mechanism,opening_query,initial_category,initial_subcategory,final_category,final_subcategory,plausible_initial_labels,hidden_fact,fact_as_answer,relevant_question_topic,counterfactual_category,counterfactual_subcategory,counterfactual_hidden_fact,counterfactual_fact_as_answer,grounding_source_rows,grounding_note,safety_sensitive,vetting_note,generator_model,candidate_status
v2_creditor_judgment_bankruptcy_11,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My tenant moved out owing four months of rent and left the place trashed. I want to recover my losses.,Real Property,Landlord Residential,Debtor/Creditor,Judgment Collection,Real Property > Landlord Residential || Debtor/Creditor > Judgment Collection,I already won in eviction court — I have a money judgment for the rent and damage; I just can't find his employer to garnish.,I already have the money judgment from the eviction case — I just can't find his employer to garnish.,whether a money judgment already exists from the landlord-tenant case,Real Property,Landlord Residential,I haven't been to court at all — I need to know how to pursue him and handle his deposit properly.,I haven't been to court — I need to know how to pursue this and handle the deposit right.,"human_disagreements rows 46, 157; paper failure mode bankruptcy_vs_collections (legacy_002, p09_BtoA_09)","The paper's bankruptcy_vs_collections failure mode and rows 46/157 all turn on procedural facts a creditor-side user holds: has a judgment already been entered (General Creditor vs Judgment Collection), and has the debtor filed bankruptcy (which converts collection into Bankruptcy > Creditors and is extremely time-sensitive). Row 46 adds the affected-spouse posture in another person's bankruptcy.",false,Landlord's role is stated openly (no role trick); the hidden fact is purely procedural — judgment in hand or not.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_creditor_judgment_bankruptcy_12,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"A client owes my consulting firm over $40,000 and their lawyer says we'll get 'pennies on the dollar'.",Debtor/Creditor,General (Creditor),Bankruptcy,Creditors,Debtor/Creditor > General (Creditor) || Bankruptcy > Creditors,That's because they filed Chapter 11 reorganization Tuesday — we're listed in the creditor schedule.,They filed Chapter 11 on Tuesday — we're on the creditor schedule.,whether the client company is in a bankruptcy proceeding,Debtor/Creditor,General (Creditor),No bankruptcy filed — their lawyer is just talking us down to negotiate a discount.,No filing — their lawyer is just pushing us to take a discount.,"human_disagreements rows 46, 157; paper failure mode bankruptcy_vs_collections (legacy_002, p09_BtoA_09)","The paper's bankruptcy_vs_collections failure mode and rows 46/157 all turn on procedural facts a creditor-side user holds: has a judgment already been entered (General Creditor vs Judgment Collection), and has the debtor filed bankruptcy (which converts collection into Bankruptcy > Creditors and is extremely time-sensitive). Row 46 adds the affected-spouse posture in another person's bankruptcy.",false,'Pennies on the dollar' foreshadows without revealing; the actual filing is decisive and deadline-driven.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_creditor_judgment_bankruptcy_21,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My old roommate skipped out owing me four months of his share of rent and utilities.,Debtor/Creditor,General (Creditor),Debtor/Creditor,Judgment Collection,Debtor/Creditor > General (Creditor) || Debtor/Creditor > Judgment Collection,"I already won in small claims — $3,900 judgment — and just found out where he works; I need it collected.","I already won $3,900 in small claims — and I just found his employer. I need it collected.",whether a judgment exists to enforce,Debtor/Creditor,General (Creditor),I haven't filed anything — I don't even know if suing is worth it.,I haven't filed anything yet — not sure it's even worth suing.,"paper failure mode bankruptcy_vs_collections; rows 46, 157",Expansion batch: more judgment-existence and debtor-bankruptcy disclosures on the creditor side.,false,Judgment-plus-located-employer is a pure enforcement posture.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_creditor_judgment_bankruptcy_22,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The company that owes my consulting invoice keeps promising 'next quarter' while I fall behind on my own bills.,Debtor/Creditor,General (Creditor),Bankruptcy,Creditors,Debtor/Creditor > General (Creditor) || Bankruptcy > Creditors,"Their 'next quarter' became a Chapter 11 filing yesterday — I'm unsecured for $28,000 and there's a claims-bar date coming.","They filed Chapter 11 yesterday — I'm unsecured for $28,000 with a claims-bar date coming.",whether the debtor company filed bankruptcy,Debtor/Creditor,General (Creditor),No filing — they're solvent and paying newer vendors first; I need pressure applied.,"No filing — they're solvent, just paying newer vendors first.","paper failure mode bankruptcy_vs_collections; rows 46, 157",Expansion batch: more judgment-existence and debtor-bankruptcy disclosures on the creditor side.,false,Bar-date urgency is what makes this disclosure decisive.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_creditor_judgment_bankruptcy_23,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I loaned a friend money against his boat and he's stopped answering my calls entirely.,Debtor/Creditor,General (Creditor),Consumer Law,Problems Between Consumers,Debtor/Creditor > General (Creditor) || Consumer Law > Problems Between Consumers,"There's no paperwork at all — a handshake loan between friends, and he claims it was 'help,' not a loan. It's a private dispute about what the deal even was.","There's no paperwork — a handshake between friends, and now he calls it 'help,' not a loan.",whether documentation supports a secured-creditor posture,Debtor/Creditor,General (Creditor),"I have a signed promissory note with the boat as collateral, properly notarized — I want to enforce against the boat.",I have a notarized note with the boat as collateral — I want to enforce against the boat.,"paper failure mode bankruptcy_vs_collections; rows 46, 157",Expansion batch: more judgment-existence and debtor-bankruptcy disclosures on the creditor side.,false,Documentation existence separates creditor enforcement from he-said private dispute.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_creditor_judgment_bankruptcy_24,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,Our HOA can't collect dues from one owner and it's forcing the rest of us to cover the gap.,Real Property,Homeowners Assoc,Bankruptcy,Creditors,Real Property > Homeowners Assoc || Bankruptcy > Creditors || Debtor/Creditor > General (Creditor),"He filed Chapter 13 — the board got the notice, and our lien and the arrears are now tangled in his plan; the association needs bankruptcy counsel.","He filed Chapter 13 — our lien and the arrears are caught in his plan, and the board needs bankruptcy counsel.",whether the delinquent owner is in bankruptcy,Real Property,Homeowners Assoc,No bankruptcy — the question is our own lien and foreclosure powers under the CC&Rs.,No bankruptcy — it's about our lien and foreclosure powers under the CC&Rs.,"paper failure mode bankruptcy_vs_collections; rows 46, 157",Expansion batch: more judgment-existence and debtor-bankruptcy disclosures on the creditor side.,false,Board-side intake; the filing reroutes association collection into bankruptcy practice.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_creditor_judgment_bankruptcy_25,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,A customer's check bounced for a big landscaping job and now he's dodging me while enjoying the new yard.,Debtor/Creditor,General (Creditor),Criminal Law,Other,Debtor/Creditor > General (Creditor) || Criminal Law > Other,"The DA's bad-check unit took the case — he wrote it on a closed account, and they're prosecuting; I mostly need to understand restitution versus suing him myself.",The DA's bad-check unit is prosecuting — closed account. I need to understand restitution versus suing myself.,whether a criminal bad-check prosecution is underway,Debtor/Creditor,General (Creditor),"The DA declined — insufficient funds isn't enough for them, so it's civil collection or nothing.",The DA declined — so it's civil collection or nothing.,"paper failure mode bankruptcy_vs_collections; rows 46, 157",Expansion batch: more judgment-existence and debtor-bankruptcy disclosures on the creditor side.,false,Prosecution status determines whether restitution rides the criminal case.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_creditor_judgment_bankruptcy_26,creditor_judgment_bankruptcy,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,We won at trial against our old contractor but he transferred everything to his wife's name.,Debtor/Creditor,Judgment Collection,General Litigation,General Litigation,Debtor/Creditor > Judgment Collection || General Litigation > General Litigation,"The transfers happened the week after the verdict — our lawyer says that's a fraudulent-conveyance lawsuit against both of them, a new case, not just collection paperwork.","He moved it all the week after the verdict — we're told that's a fraudulent-conveyance suit against both of them, a whole new case.",whether post-judgment transfers require a fraudulent-conveyance action,Debtor/Creditor,Judgment Collection,The 'transfers' were old — years before our case — so it's ordinary garnishment and lien work against what he still has.,Turns out the transfers were years before our case — so it's ordinary garnishment and liens against what's left.,"paper failure mode bankruptcy_vs_collections; rows 46, 157",Expansion batch: more judgment-existence and debtor-bankruptcy disclosures on the creditor side.,false,Transfer timing separates routine enforcement from a fraudulent-transfer suit.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_01,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I need a lawyer for my criminal case. The public defender isn't fighting for me at all.,Criminal Law,Misdemeanor,Criminal Law,Post Conviction/Appeals,Criminal Law > Misdemeanor || Criminal Law > Lesser Felony || Criminal Law > Post Conviction/Appeals,I was already convicted at trial in March; I want the conviction appealed because of what the judge let in.,The trial already happened — I was convicted in March and want to appeal what the judge allowed in.,whether the case is awaiting trial or already ended in a conviction,Criminal Law,Misdemeanor,The trial hasn't happened yet; it's a misdemeanor assault charge set for trial this fall.,Trial is set for this fall — it's a misdemeanor assault charge.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,Pre/post-trial posture is invisible in the opening but completely changes the service.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_02,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I want my record cleared from an arrest that has been ruining my job applications.,Criminal Law,Expunction,Criminal Law,Misdemeanor,Criminal Law > Expunction || Criminal Law > Misdemeanor,"The case is actually still open — I missed a court date, so there's a pending charge and a warrant.","It's still an open case — I missed a court date, so the charge is pending with a warrant.",whether the case is closed and eligible for sealing or still pending,Criminal Law,Expunction,The charge was dismissed six years ago; I just want the arrest sealed.,It was dismissed six years ago — I just want the arrest record sealed.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,'Clear my record' language with a secretly-live case is a real intake trap; posture flips expungement to active defense.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_03,criminal_posture,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I have an old conviction that keeps coming up on background checks and I need it dealt with.,Criminal Law,Post Conviction/Appeals,Criminal Law,Expunction,Criminal Law > Post Conviction/Appeals || Criminal Law > Expunction,I'm not contesting the conviction — I finished probation eight years ago and just want it sealed from my record.,"I'm not fighting the conviction — probation ended eight years ago, I just want it off my record.",whether the user wants to challenge the conviction or seal a closed record,Criminal Law,Post Conviction/Appeals,"I believe the conviction itself was wrong — my lawyer never told me about the plea deal's immigration consequences, and I want it overturned.",I want it overturned — my lawyer never warned me the plea would affect my immigration status.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,Remedy sought (seal vs. overturn) is a clarifying question FETCH could realistically ask.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_04,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My conviction was based on evidence that should never have been allowed. I refuse to accept this.,Criminal Law,Post Conviction/Appeals,Criminal Law,Lesser Felony,Criminal Law > Post Conviction/Appeals || Criminal Law > Lesser Felony,"My post-conviction petition already succeeded — the conviction was vacated, and now the DA is re-trying me on the felony charge.","I actually won post-conviction relief — it was vacated, and now they're re-charging me for trial.",whether PCR already succeeded and a new prosecution is underway,Criminal Law,Post Conviction/Appeals,My direct appeal was denied and I'm preparing a post-conviction petition about my trial lawyer's failures.,My appeal was denied — now I'm going for post-conviction relief over my trial lawyer's failures.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,Row 198's exact fact pattern: successful PCR converts an appeals matter back into active felony defense.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_05,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,"I served time for something I didn't do the way they said, and I want to take action now that I'm out.",Criminal Law,Post Conviction/Appeals,General Litigation,Civil Matters for Inmates,Criminal Law > Post Conviction/Appeals || General Litigation > Civil Matters for Inmates || General Litigation > Civil Rights,Two charges were dismissed retroactively and the parole board confirmed I served 35 months extra; I want to sue the state over that time.,The charges were dismissed retroactively — I served 35 extra months and want to sue the state for it.,whether the user seeks to overturn a conviction or sue over completed wrongful incarceration,Criminal Law,Post Conviction/Appeals,The conviction still stands and I want it challenged based on the jury instructions.,The conviction still stands — I want it challenged over the jury instructions.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,Row 255 verbatim posture: excess-time civil suit vs. conviction challenge.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_06,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My husband is in prison and things have gotten bad enough that we need a lawyer.,Criminal Law,Post Conviction/Appeals,General Litigation,Civil Matters for Inmates,Criminal Law > Post Conviction/Appeals || General Litigation > Civil Matters for Inmates,"The problem is the prison refusing his insulin for days at a time, not his conviction.",It's about the prison denying him his insulin for days at a time — not about his conviction.,whether the need concerns the conviction or conditions of confinement,Criminal Law,Post Conviction/Appeals,"We found out his trial attorney never interviewed the alibi witnesses, and we want the conviction challenged.",His trial lawyer never talked to the alibi witnesses — we want the conviction challenged.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,Family-member intake naturally omits which prison problem is at issue; medical-care denial is the civil-rights route.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_07,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I got in trouble years ago and now it's blocking me from getting my concealed carry permit.,Criminal Law,Expunction,Criminal Law,Gun Rights,Criminal Law > Expunction || Criminal Law > Gun Rights,"The record was already expunged; the problem is restoring my firearm rights, which the expungement didn't fix.","The record's already expunged — what I need is my firearm rights restored, which that didn't fix.",whether the record still needs sealing or firearm rights restoration is the remaining issue,Criminal Law,Expunction,"The conviction is still on my record; nobody ever sealed it, and that's what the permit office flagged.",The conviction is still sitting on my record — that's what the permit office flagged.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,Gun-rights restoration vs. expungement is a precise service distinction the taxonomy separates.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_08,criminal_posture,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I need help with my son's criminal situation. He's been locked up for two years already.,General Litigation,Civil Matters for Inmates,Criminal Law,Post Conviction/Appeals,General Litigation > Civil Matters for Inmates || Criminal Law > Post Conviction/Appeals,"New DNA testing results came back that don't match him, and we want his conviction reopened.",New DNA results came back that aren't his — we want the conviction reopened.,whether the family seeks conviction relief or help with prison conditions,General Litigation,Civil Matters for Inmates,His conviction isn't the issue — guards broke his arm during a cell extraction and refused him treatment.,It's not the conviction — guards broke his arm and refused him treatment.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,Symmetric to 06; new-evidence disclosure selects the PCR route.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_09,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I violated my probation according to my PO and I have a hearing coming up fast.,Criminal Law,Parole/Probation,Criminal Law,Lesser Felony,Criminal Law > Parole/Probation || Criminal Law > Lesser Felony,The 'violation' is actually a brand-new felony charge for the car they say I helped steal.,The violation is a whole new felony charge — they say I helped steal a car.,whether the hearing is a technical violation or driven by new criminal charges,Criminal Law,Parole/Probation,It's a technical violation — I missed two check-ins because my work schedule changed.,It's technical — I missed two check-ins because of my new work schedule.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,New-charge vs. technical violation determines whether trial defense is needed on top of the revocation.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_10,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I finished my old case years ago but it still controls my life and I want to finally be done with it.,Criminal Law,Expunction,Criminal Law,Relief From Sex Offender Registration,Criminal Law > Expunction || Criminal Law > Relief From Sex Offender Registration,What controls my life is the sex offender registration requirement — I'm seeking relief from having to register.,It's the registration requirement — I want relief from having to register as a sex offender.,whether the burden is the record itself or a registration obligation,Criminal Law,Expunction,It's an old theft conviction showing on background checks; I want the record sealed.,It's an old theft conviction on my background checks — I want it sealed.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,"Registration relief is a distinct statutory petition from sealing; users describe the burden, not the remedy.","claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_11,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My daughter is being held at the state hospital and won't be released. We don't know her rights.,Criminal Law,Mental Commitment,Criminal Law,Post Conviction/Appeals,Criminal Law > Mental Commitment || Criminal Law > Post Conviction/Appeals,"She was found guilty except for insanity at trial, so her release runs through the review board, and we want that finding challenged.",She was found guilty except for insanity — her release runs through the review board and we want that challenged.,whether the hold is a civil commitment or follows a criminal adjudication,Criminal Law,Mental Commitment,"There's no criminal case at all — it's a civil commitment after a crisis hold, and she wants a hearing to get out.",There's no criminal case — it's a civil commitment and she wants a release hearing.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,Civil vs. criminal-adjudication hold is a procedural fact families hold but rarely lead with.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_12,criminal_posture,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I want to appeal what happened in my criminal case. The whole thing was handled wrong.,Criminal Law,Post Conviction/Appeals,Criminal Law,Misdemeanor,Criminal Law > Post Conviction/Appeals || Criminal Law > Misdemeanor,Nothing is decided yet — the misdemeanor trial is next month; I want a different lawyer before it starts.,There's nothing to appeal yet — trial is next month and I want a new lawyer before then.,whether a judgment exists to appeal or the case is still pretrial,Criminal Law,Post Conviction/Appeals,I was sentenced three weeks ago and the deadline to file the notice of appeal is closing fast.,I was sentenced three weeks ago — the appeal deadline is closing fast.,"human_disagreements rows 198, 255","Row 198 (unconstitutional conviction, successful PCR, now re-charged) split humans between Post Conviction/Appeals and an active felony defense; row 255 involves a released inmate wanting civil relief for excess prison time. 'I need help with my criminal case' hides whether the case is pending trial, already ended in conviction, or long closed — the procedural posture is the routing fact, and users always know it.",false,Laypeople say 'appeal' for any dissatisfaction; posture question reveals a pretrial representation request.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_21,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My husband's criminal case has consumed two years of our lives and we need better help.,Criminal Law,Lesser Felony,Criminal Law,Post Conviction/Appeals,Criminal Law > Lesser Felony || Criminal Law > Post Conviction/Appeals,"He was convicted at trial in the spring — sentencing is done, and the notice of appeal deadline is in twelve days.",He was convicted in the spring and sentenced — the appeal notice deadline is twelve days out.,case stage and appeal deadline,Criminal Law,Lesser Felony,Trial hasn't happened — it's been continued four times and we want new trial counsel.,"Still no trial — continued four times, and we want new counsel before it happens.","human_disagreements rows 198, 255",Expansion batch: more case-stage disclosures.,false,Deadline-critical appeal vs pretrial substitution.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_22,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I did something stupid twenty years ago and it's still following me everywhere I go.,Criminal Law,Expunction,Criminal Law,Gun Rights,Criminal Law > Expunction || Criminal Law > Gun Rights,What actually brought me in: I was denied a hunting rifle purchase last month on the background check — restoring firearm rights is the specific fix I need.,What triggered this: I failed the background check buying a hunting rifle. It's my firearm rights I need restored.,which present-day consequence the user needs fixed,Criminal Law,Expunction,It cost me an apartment application last month — I need the conviction itself sealed from background checks.,It cost me an apartment last month — I need the record sealed from background checks.,"human_disagreements rows 198, 255",Expansion batch: more case-stage disclosures.,false,Same old record; the triggering consequence selects the remedy.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_23,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,The county is trying to take the cash they found in my car and I wasn't even convicted of anything.,Criminal Law,Forfeiture,Criminal Law,Misdemeanor,Criminal Law > Forfeiture || Criminal Law > Misdemeanor,"It's not over — they refiled the possession charge last week, so I'm fighting the criminal case and the forfeiture at once, and the criminal case comes first.","They refiled the possession charge last week — so it's the criminal case first, forfeiture second.",whether charges are pending alongside the forfeiture,Criminal Law,Forfeiture,"All charges were dismissed months ago — only the civil forfeiture of the $7,400 is still alive.","Charges were dismissed months ago — only the forfeiture of my $7,400 is left.","human_disagreements rows 198, 255",Expansion batch: more case-stage disclosures.,false,Forfeiture-only vs parallel-prosecution postures.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_24,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My daughter is in jail on charges from her abusive boyfriend's mess and we don't know the first thing to do.,Criminal Law,Lesser Felony,Criminal Law,Juvenile Offender,Criminal Law > Lesser Felony || Criminal Law > Juvenile Offender,"She's 16 — she's in juvenile detention, and the DA is deciding whether to try to waive her into adult court next week.",She's 16 and in juvenile detention — the DA decides next week whether to push her into adult court.,the accused's age and whether adult waiver is threatened,Criminal Law,Lesser Felony,"She's 22 — county jail, charged as an accomplice on the felony counts from what he did.","She's 22 — county jail, charged as an accomplice on his felony counts.","human_disagreements rows 198, 255",Expansion batch: more case-stage disclosures.,true,Waiver-to-adult-court stakes; 'daughter' conceals age naturally.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_25,criminal_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,I served my sentence and now the state wants to keep punishing me in a new way.,Criminal Law,Post Conviction/Appeals,Criminal Law,Relief From Sex Offender Registration,Criminal Law > Post Conviction/Appeals || Criminal Law > Relief From Sex Offender Registration,"The 'new way' is lifetime registration — I finished everything ten years ago, have a spotless record, and want relief from the registration requirement.",It's the lifetime registration — I finished everything ten years ago with a spotless record and want relief from registering.,whether registration relief is the specific remedy,Criminal Law,Post Conviction/Appeals,They reinterpreted my old sentence to add supervision time — I need the sentence itself challenged.,They reinterpreted my sentence to add supervision — I need the sentence itself challenged.,"human_disagreements rows 198, 255",Expansion batch: more case-stage disclosures.,false,Registration relief vs sentence challenge; both 'keep punishing me.',"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_criminal_posture_26,criminal_posture,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,My brother's parole officer is setting him up to fail and it's working.,Criminal Law,Parole/Probation,General Litigation,Civil Matters for Inmates,Criminal Law > Parole/Probation || General Litigation > Civil Matters for Inmates,"He's back inside on the violation already — the fight now is the prison denying his heart medication for six weeks, which is a civil-rights case.",He's back inside on the violation — and now the prison's denied his heart meds for six weeks. That's the fight.,whether the live issue is revocation defense or conditions of confinement,Criminal Law,Parole/Probation,"The revocation hearing is next week — that's the fight, and he needs representation at it.",The revocation hearing is next week — that's what he needs representation for.,"human_disagreements rows 198, 255",Expansion batch: more case-stage disclosures.,false,Pre-revocation vs post-revocation medical-denial postures.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
v2_custody_safety_01,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,The other parent has been causing problems and I need advice about my child. I don't know what to do next.,Family Law,Child Custody/Visitation,Family Law,Restraining Orders,Family Law > Child Custody/Visitation || Family Law > Restraining Orders,Last week he hit me while I was holding our daughter and said he'd come back. I want an order keeping him away from us.,He hit me last week while I was holding our daughter and threatened to come back. I want an order keeping him away.,whether there has been violence or threats and whether protective relief is sought,Family Law,Child Custody/Visitation,"There's no violence — he just keeps returning her hours late and skipping his weekends, and I want the schedule enforced.","No violence — he just ignores the schedule, returns her late, skips weekends. I want it enforced.",human_disagreements row 232; paper failure mode domestic_violence,"Row 232 (adopted nieces, forced visitation, past abuse charges) split humans between Custody+Adoption and Custody+Restraining Orders — abuse-as-context versus abuse-as-requested-relief. The paper found FETCH probed for abuse in only 10% of DV flip cases. Openings describe a custody/parenting conflict; the hidden fact is either qualifying abuse (FAPA restraining order / DV) or its documented absence. Safety-aware: facts are stated plainly, no coaching, no emergency framing.",true,Direct rebuild of the paper's x0041 with a concrete protective-relief request; the abuse disclosure is the entire flip.,"claude-fable-5 (Claude Fable 5, Anthropic, via Claude Code)",claude_authored_awaiting_human_salience_audit
