run,scenario_id,condition,swap_pair,direction,source_stratum,paper_failure_mode,multi_label_grounded,domestic_violence_hidden_fact,domestic_violence_explicit_probe,opening_query,hidden_fact,expected_initial_label,expected_initial_label_canonical,expected_final_label,expected_final_label_canonical,initial_top_label,initial_labels,initial_top_category_is_expected,initial_top_is_expected,initial_category_correct,initial_subcategory_correct,initial_exact_scorable,provider_initial_category_flag,provider_initial_exact_flag,follow_up_question_count,follow_up_questions,question_matched,matched_question,final_top_label,final_labels,final_top_category_is_expected,final_top_is_expected,final_category_correct,final_subcategory_correct,final_exact_scorable,provider_final_category_flag,provider_final_exact_flag,expected_final_category_present_initially,expected_final_exact_present_initially,expected_final_category_added,expected_final_exact_added,classification_changed,top_category_changed,provider_error,latency_ms,promptfoo_success
final_run_2_20260714T181957Z,x0694,intended,defamation_vs_online_harassment,AtoB,expanded_workbook_grounded,,True,False,False,False and upsetting material about me is spreading on social media. What are my options?,"The main issue is coordinated cyberbullying and unwanted contact, not whether a statement is false.",General Litigation > Libel/Slander/Defamation,General Litigation > Libel/Slander/Defamation,General Litigation > Online Harassment/Doxing/Bullying,General Litigation > Online Harrassment/Doxing/Bullying,General Litigation > Libel/Slander/Defamation,General Litigation > Libel/Slander/Defamation || General Litigation > Online Harrassment/Doxing/Bullying,True,True,True,True,True,True,True,2,Which fits best? || Do you know who is posting the material (a specific person or account)?,True,Which fits best?,General Litigation > Libel/Slander/Defamation,General Litigation > Libel/Slander/Defamation || General Litigation > Online Harrassment/Doxing/Bullying,True,False,True,True,True,True,False,True,True,False,False,False,False,,17609,False
final_run_2_20260714T181957Z,x0490,intended,paternity_vs_custody,AtoB,expanded_workbook_grounded,,True,False,False,I am not listed in some of my child's records and need legal advice. I do not know what to do next.,Paternity is already established; the dispute is over custody and visits.,Family Law > Paternity,Family Law > Paternity,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Paternity,Family Law > Paternity || Family Law > Parental Responsibility || Family Law > Birth Certificate/Name Change,True,True,True,True,True,True,True,3,Which records are you not listed on? || Are you currently recognized as a legal parent (your name on the birth certificate or a court order)? || Is there any court order about custody or parental rights?,True,Is there any court order about custody or parental rights?,Family Law > Parental Responsibility,Family Law > Parental Responsibility || Family Law > Child Custody/Visitation,True,False,True,True,True,True,True,True,False,False,True,True,False,,21719,False
final_run_2_20260714T181957Z,x0329,intended,judgment_vs_bankruptcy,BtoA,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,A money judgment is part of a larger financial crisis for me. Can a lawyer help me?,The judge ordered payment to me and I need help collecting it.,Bankruptcy > Personal,Bankruptcy > Personal,Debtor/Creditor > Judgement Collection,Debtor/Creditor > Judgment Collection,Debtor/Creditor > General (Debtor),Debtor/Creditor > General (Debtor) || Debtor/Creditor > Judgment Collection || Bankruptcy > Personal,False,False,True,True,True,True,True,2,What kind of help are you mainly looking for right now? || Are your wages being taken or your bank account frozen because of the judgment?,False,,,,False,False,False,False,True,,,True,True,False,False,False,False,,10242,False
final_run_2_20260714T181957Z,x0466,intended,malpractice_vs_wrongful_death,BtoA,expanded_workbook_grounded,,True,False,False,My family is considering a claim after a medical emergency.,The patient survived and needs compensation for additional injuries caused by the treatment.,General Litigation > Wrongful Death,General Litigation > Wrongful Death,General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical) || General Litigation > Personal Injury,True,False,True,False,True,True,False,2,What is the main issue you want help with? || Did the patient pass away because of this?,True,Did the patient pass away because of this?,General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical) || General Litigation > Personal Injury || General Litigation > Wrongful Death,True,True,True,True,True,True,False,True,True,False,False,False,False,,20107,False
final_run_2_20260714T181957Z,x0480,intended,malpractice_vs_wrongful_death,BtoA,expanded_workbook_grounded,,True,False,False,We need an attorney to review what happened during medical treatment. Can a lawyer help me?,"The negligent procedure caused more treatment and disability, but no one died.",General Litigation > Wrongful Death,General Litigation > Wrongful Death,General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical),True,False,True,False,True,True,False,1,What is the main problem you want a lawyer to look at?,True,What is the main problem you want a lawyer to look at?,General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical),True,True,True,True,True,True,False,True,True,False,False,False,False,,20076,False
final_run_2_20260714T181957Z,x0046,intended,custody_vs_restraining,BtoA,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,False,True,My child's other parent will not leave me alone and I need legal help.,The issue is which parent the child should live with and when visits occur.,Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Restraining Orders,Family Law > Restraining Orders || Family Law > Domestic Violence,True,True,True,True,True,True,True,2,What kind of help do you need most right now? || Do you already have any court orders about custody/visitation or a past protective order?,True,What kind of help do you need most right now?,Family Law > Restraining Orders,Family Law > Restraining Orders || Family Law > Domestic Violence,True,False,True,False,True,True,False,True,False,False,False,False,False,,20251,False
final_run_2_20260714T181957Z,legacy_161,intended,injury_location,AtoB,legacy_200_snapshot,injury_location,False,False,True,I hurt my back pretty badly recently and it's been hard to move around. I'm not sure what to do.,I injured my back while lifting boxes at my job.,General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State,Workers' Comp > State,Workers' Comp > State || General Litigation > Personal Injury,False,False,True,True,True,True,True,1,How did you get hurt?,True,How did you get hurt?,Workers' Comp > State,Workers' Comp > State || General Litigation > Personal Injury,True,True,True,True,True,True,True,True,True,False,False,False,False,,17069,False
final_run_2_20260714T181957Z,x0272,intended,bankruptcy_vs_creditor,AtoB,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,I am overwhelmed by unpaid debts and cannot keep up financially.,The unpaid invoices are owed to me for work I completed.,Bankruptcy > Personal,Bankruptcy > Personal,Debtor/Creditor > General (Creditor),Debtor/Creditor > General (Creditor),,,False,False,False,False,True,False,False,1,All classifier providers failed to return a response or no labels/questions were found.,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,62112,False
final_run_2_20260714T181957Z,legacy_175,intended,injury_location,BtoA,legacy_200_snapshot,injury_location,False,False,False,I was bitten by a dog while making a delivery for my job. I want to know about workers' compensation for my injuries.,"The property owner let their aggressive dog loose, which bit me. My employer says it's not their fault.",Workers' Comp > State,Workers' Comp > State,General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation || Workers' Comp > Other,True,True,True,True,True,True,True,2,Who do you work for? || Do you also want to make a claim against the dog owner’s insurance in addition to workers' comp?,True,Do you also want to make a claim against the dog owner’s insurance in addition to workers' comp?,Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation,False,False,False,False,True,False,False,False,False,False,False,False,False,,16610,False
final_run_2_20260714T181957Z,x0598,intended,copyright_vs_patent,BtoA,expanded_workbook_grounded,,True,False,False,I developed a new product and need advice about protecting the idea. Can a lawyer help me?,The work is a novel and its title and branding; there is no new machine or process.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Trademark/Copyright || Administrative Law > Schools — Special Needs Education,True,True,True,True,True,True,True,2,"What do you want to protect? || Have you shown, sold, or posted the product publicly yet?",True,What do you want to protect?,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Trademark/Copyright,True,False,True,True,True,True,True,True,True,False,False,False,False,,15269,False
final_run_2_20260714T181957Z,x0671,intended,mold_vs_tenant,AtoB,expanded_workbook_grounded,,True,False,False,My landlord has ignored repeated reports about conditions in the unit. I do not know what to do next.,"The issue is habitability and rent withholding, with no mold-related injury claim.",General Litigation > Mold Claims,General Litigation > Mold Claims,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Tenant (Residential),False,False,False,False,True,False,False,1,What type of housing is this?,False,,,,False,False,False,False,True,,,True,True,False,False,False,False,,12323,False
final_run_2_20260714T181957Z,x0111,intended,stalking_vs_restraining,BtoA,expanded_workbook_grounded,criminal_vs_restraining_wrong_stalking_default,True,False,True,Someone from my personal life is following me and I need protection. What are my options?,The person is an acquaintance with no family or dating relationship to me.,Family Law > Restraining Orders,Family Law > Restraining Orders,General Litigation > Stalking Orders,General Litigation > Stalking Orders,General Litigation > Stalking Orders,General Litigation > Stalking Orders || Family Law > Restraining Orders,False,False,True,True,True,True,True,2,"What is your relationship to the person following you? || Has this person threatened you, hurt you, or damaged your property?",True,What is your relationship to the person following you?,Family Law > Restraining Orders,Family Law > Restraining Orders || General Litigation > Stalking Orders,False,False,True,True,True,True,True,True,True,False,False,True,True,,14916,False
final_run_2_20260714T181957Z,x0055,intended,custody_vs_restraining,BtoA,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,False,False,There is a serious dispute with my ex involving me and our child. I do not know what to do next.,I need a custody order because the other parent will not return our child on time.,Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Restraining Orders,True,False,True,True,True,True,True,2,What is the main issue right now? || Is there already a court order about your child (custody/visitation/support)?,True,What is the main issue right now?,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Child Support/Modification,True,True,True,True,True,True,True,True,True,False,False,False,False,,18698,False
final_run_2_20260714T181957Z,x0535,intended,guardianship_vs_elder_abuse,BtoA,expanded_workbook_grounded,,True,False,False,A family member has taken over my parent's affairs and will not explain anything. I do not know what to do next.,The issue is legal authority to arrange care for a parent with dementia.,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Power of Attorney,Wills & Trusts > Power of Attorney || Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Elder Abuse,True,False,True,True,True,True,True,2,Which of these fits best right now? || Is your parent still able to make their own decisions about money and health care?,True,Which of these fits best right now?,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Power of Attorney || Wills & Trusts > Elder Abuse,True,True,True,True,True,True,True,True,True,False,False,True,False,,16944,False
final_run_2_20260714T181957Z,x0233,intended,work_injury_vs_personal_injury,BtoA,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,False,I was injured while completing a task and need to know whether I can sue. What are my options?,The injury occurred during my scheduled shift for my employer.,General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State,Workers' Comp > State,Workers' Comp > State || General Litigation > Personal Injury,False,False,True,True,True,True,True,1,"Where did the injury happen, and what best fits how it happened?",True,"Where did the injury happen, and what best fits how it happened?",Workers' Comp > State,Workers' Comp > State || General Litigation > Personal Injury,True,True,True,True,True,True,True,True,True,False,False,False,False,,17060,False
final_run_2_20260714T181957Z,x0229,intended,work_injury_vs_personal_injury,BtoA,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,True,I was injured while completing a task and need to know whether I can sue.,The injury occurred during my scheduled shift for my employer.,General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State,Workers' Comp > State,Workers' Comp > State || General Litigation > Personal Injury,False,False,True,True,True,True,True,2,Did this happen while you were working for an employer (on the job)? || Which best describes how you were hurt?,True,Did this happen while you were working for an employer (on the job)?,Workers' Comp > State,Workers' Comp > State || General Litigation > Personal Injury,True,True,True,True,True,True,True,True,True,False,False,False,False,,20381,False
final_run_2_20260714T181957Z,legacy_076,intended,debtor_vs_creditor,BtoA,legacy_200_snapshot,,False,False,False,I’m struggling to collect money someone owes me from a job I did.,The client claims I used the wrong materials and they shouldn’t have to pay.,Debtor/Creditor > General (Creditor),Debtor/Creditor > General (Creditor),Consumer Law > General,Consumer Law > General,Labor & Employment > Wage and Hour Claims - Employee,Labor & Employment > Wage and Hour Claims - Employee || Debtor/Creditor > General (Creditor),False,False,True,True,True,True,True,2,Were you working as an employee (on payroll) or as an independent contractor (paid by invoice) for this job? || Do you already have a court decision saying they owe you (a judgment)?,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,10459,False
final_run_2_20260714T181957Z,x0489,intended,paternity_vs_custody,AtoB,expanded_workbook_grounded,,True,False,False,I need help establishing my legal rights concerning a young child. I do not know what to do next.,I am on the birth certificate and only need a parenting-time order.,Family Law > Paternity,Family Law > Paternity,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Paternity || Family Law > Guardianship,True,False,True,True,True,True,True,1,What kind of help do you need most right now?,True,What kind of help do you need most right now?,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Paternity,True,True,True,True,True,True,True,True,True,False,False,False,False,,20507,False
final_run_2_20260714T181957Z,x0627,intended,contractor_vs_small_claims,BtoA,expanded_workbook_grounded,,True,False,False,A contractor owes me money for repairs and I may need to file a claim myself. I do not know what to do next.,"The contractor's bond, licensing, and multiple subcontractors are involved.",Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice || Real Property > Construction/Contractors,True,True,True,True,True,True,True,2,Which best describes you in this situation? || About how much money are you owed?,True,Which best describes you in this situation?,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > Small Claims Advice,True,True,True,True,True,True,True,True,True,False,False,True,True,,18068,False
final_run_2_20260714T181957Z,x0358,intended,tenant_vs_landlord,BtoA,expanded_workbook_grounded,,True,False,False,I am responsible for a rental property and there is a serious lease dispute. Can a lawyer help me?,I pay rent to the owner and live in the unit as the tenant.,Real Property > Landlord Residential,Real Property > Landlord Residential,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential || Real Property > Landlord Commercial,True,True,True,True,True,True,True,3,Which best describes you in this dispute? || What type of property is it? || What is the dispute mainly about?,True,Which best describes you in this dispute?,Real Property > Landlord Residential,Real Property > Landlord Residential || Real Property > Landlord Commercial,True,False,True,False,True,True,False,True,False,False,False,False,False,,18233,False
final_run_2_20260714T181957Z,legacy_184,intended,tenant_vs_landlord,AtoB,legacy_200_snapshot,,False,False,False,My renters have guests staying long-term and it’s causing problems with the neighbors.,I rent out the unit to them; I’m not another tenant.,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential,Real Property > Landlord Residential,Real Property > Landlord Residential,True,False,True,False,True,True,False,0,,False,,,,False,False,False,False,True,,,True,True,False,False,False,False,,6540,False
final_run_2_20260714T181957Z,legacy_114,intended,dui_vs_dmv,BtoA,legacy_200_snapshot,,False,False,False,I need to know what paperwork is required to get my license reinstated after the DMV took it away.,The revocation was for being caught drunk driving.,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),Criminal Law > DUII/DWS,Criminal Law > DUII/DWS,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),True,True,True,True,True,True,True,1,Was your license taken away because of a DUI (drunk/drugged driving) or refusing a breath/blood test?,True,Was your license taken away because of a DUI (drunk/drugged driving) or refusing a breath/blood test?,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),False,False,True,False,True,True,False,True,False,False,False,False,False,,29302,False
final_run_2_20260714T181957Z,x0039,intended,custody_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,True,My child's other parent and I are fighting about where our child should stay. I do not know what to do next.,There is already violence at exchanges and I need immediate protection.,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,True,True,True,True,True,True,True,2,"Do you already have a court order about custody or parenting time (when your child stays with each parent)? || Are there any safety issues like violence, threats, or abuse that make you want a court order to stay away?",True,"Are there any safety issues like violence, threats, or abuse that make you want a court order to stay away?",Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,True,False,True,False,True,True,False,True,False,False,False,False,False,,21866,False
final_run_2_20260714T181957Z,x0061,intended,separation_vs_financial_abuse,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,False,"I want to separate, but I do not know how I can manage on my own.",I have no access to money or identification because my spouse keeps them from me.,Family Law > General (Divorce/Separation),Family Law > General (Divorce/Separation etc.),Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.) || Family Law > Spousal Support,True,True,True,True,True,True,False,3,"Are you legally married or registered domestic partners, or just living together? || Do you and your partner have children together? || What help do you need most right now?",False,,,,False,False,False,False,True,,,True,False,False,False,False,False,,13439,False
final_run_2_20260714T181957Z,x0553,intended,ssd_vs_ssi,AtoB,expanded_workbook_grounded,,True,False,False,Social Security denied my disability benefits even though I cannot work. Can a lawyer help me?,My appeal concerns SSI eligibility based on disability and limited income.,Administrative Law > SSD (Social Security Disability),Administrative Law > SSD (Social Security Disability),Administrative Law > Social Security/SSI,Administrative Law > Social Security/SSI,Administrative Law > Social Security/SSI,Administrative Law > Social Security/SSI || Administrative Law > SSD,True,False,True,,False,True,False,1,Which disability benefit did you apply for?,True,Which disability benefit did you apply for?,Administrative Law > Social Security/SSI,Administrative Law > Social Security/SSI || Administrative Law > SSD,True,True,True,True,True,True,True,True,True,False,False,False,False,,18463,False
final_run_2_20260714T181957Z,x0352,intended,tenant_vs_landlord,BtoA,expanded_workbook_grounded,,True,False,False,I need to enforce terms of a residential rental agreement. What are my options?,The landlord is the other party and I am asking for repairs to my home.,Real Property > Landlord Residential,Real Property > Landlord Residential,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential || Real Property > Tenant (Residential),True,True,True,True,True,True,True,1,Are you the landlord or the tenant for this home?,True,Are you the landlord or the tenant for this home?,Real Property > Landlord Residential,Real Property > Landlord Residential || Real Property > Tenant (Residential),True,False,True,True,True,True,True,True,True,False,False,False,False,,11742,False
final_run_2_20260714T181957Z,x0028,intended,divorce_vs_restraining,BtoA,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,False,True,I need help getting distance from my partner because I no longer feel safe. Can a lawyer help me?,"I am asking about divorce papers and dividing our property, not a protection order.",Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > General (Divorce/Separation),Family Law > General (Divorce/Separation etc.),Family Law > Restraining Orders,Family Law > Restraining Orders || Family Law > Domestic Violence,True,True,True,True,True,True,True,2,Are you trying to get a court order to make your partner stay away from you (a restraining order)? || Do you and your partner share a home or children?,True,Are you trying to get a court order to make your partner stay away from you (a restraining order)?,Family Law > Restraining Orders,Family Law > Restraining Orders || Family Law > Domestic Violence,True,False,True,False,True,True,False,True,False,False,False,False,False,,13249,False
final_run_2_20260714T181957Z,x0354,intended,tenant_vs_landlord,BtoA,expanded_workbook_grounded,,True,False,False,I am responsible for a rental property and there is a serious lease dispute. I do not know what to do next.,I pay rent to the owner and live in the unit as the tenant.,Real Property > Landlord Residential,Real Property > Landlord Residential,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential || Real Property > Landlord Commercial,True,True,True,True,True,True,True,1,"Is this a home/apartment you rent to someone, or a business space you rent to a company?",True,"Is this a home/apartment you rent to someone, or a business space you rent to a company?",Real Property > Landlord Residential,Real Property > Landlord Residential || Real Property > Landlord Commercial,True,False,True,False,True,True,False,True,False,False,False,False,False,,12541,False
final_run_2_20260714T181957Z,x0469,intended,malpractice_vs_wrongful_death,BtoA,expanded_workbook_grounded,,True,False,False,The hospital's actions caused a devastating outcome for our family.,My relative is alive but now has permanent injuries from the medical error.,General Litigation > Wrongful Death,General Litigation > Wrongful Death,General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical) || General Litigation > Wrongful Death,True,False,True,True,True,True,True,1,What was the outcome of the hospital’s actions?,True,What was the outcome of the hospital’s actions?,General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical) || General Litigation > Wrongful Death,True,True,True,True,True,True,False,True,True,False,False,False,False,,14012,False
final_run_2_20260714T181957Z,x0295,intended,bankruptcy_vs_creditor,BtoA,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,A debt has gone unpaid and I want to understand my options. I do not know what to do next.,"The debts are mine, and I cannot afford the payments or collection lawsuits.",Debtor/Creditor > General (Creditor),Debtor/Creditor > General (Creditor),Bankruptcy > Personal,Bankruptcy > Personal,Debtor/Creditor > General (Debtor),Debtor/Creditor > General (Debtor),True,False,True,False,True,True,False,3,Which best describes your situation? || Have you gotten any court papers about this debt (like a summons or lawsuit)? || What kind of debt is it?,True,Which best describes your situation?,Debtor/Creditor > General (Debtor),Debtor/Creditor > General (Debtor) || Debtor/Creditor > General (Creditor),False,False,False,False,True,False,False,False,False,False,False,False,False,,20855,False
final_run_2_20260714T181957Z,legacy_041,intended,custody_vs_support,AtoB,legacy_200_snapshot,,False,False,False,"My ex and I are having disagreements about our kid, and I need some advice on what I can do.",The main disagreement is that my ex stopped paying child support.,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Child Support/Modification,Family Law > Child Support/Modification,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Parental Responsibility,True,True,True,True,True,True,True,1,What is the main issue right now?,True,What is the main issue right now?,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Parental Responsibility,True,False,True,False,True,True,False,True,False,False,False,False,False,,15547,False
final_run_2_20260714T181957Z,x0787,intended,business_bankruptcy_vs_dissolution,BtoA,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,True,I am leaving a company and need to transfer my ownership interest properly.,"We need counsel for a business bankruptcy, not merely ownership-transfer documents.",Business & Corporate > Sale of Business,Business and Corporate > Sale Of Business,Bankruptcy > Business,Bankruptcy > Business,"Business and Corporate > General (contracts, entities)","Business and Corporate > General (contracts, entities) || Business and Corporate > Sale Of Business",True,False,True,True,True,False,False,3,"What type of company is it? || How are you transferring your ownership? || Is there an owners’ agreement that controls transfers (like an operating agreement, shareholders’ agreement, or buy‑sell agreement)?",False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,8168,False
final_run_2_20260714T181957Z,x0050,intended,custody_vs_restraining,BtoA,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,False,True,My child's other parent will not leave me alone and I need legal help. What are my options?,The issue is which parent the child should live with and when visits occur.,Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Restraining Orders,Family Law > Restraining Orders || Family Law > Domestic Violence,True,True,True,True,True,True,True,3,What do you want to do first? || Do you already have a custody/visitation order from a court? || Has there been recent physical harm or threats to harm you or your child?,True,What do you want to do first?,Family Law > Restraining Orders,Family Law > Restraining Orders || Family Law > Domestic Violence,True,False,True,False,True,True,False,True,False,False,False,False,False,,16589,False
final_run_2_20260714T181957Z,legacy_069,intended,debtor_vs_creditor,AtoB,legacy_200_snapshot,,False,False,False,I have an issue involving someone not holding up their end of a money deal.,"They owe me money from a loan, not a purchase or service.",Consumer Law > General,Consumer Law > General,Debtor/Creditor > General (Creditor),Debtor/Creditor > General (Creditor),Consumer Law > General,"Consumer Law > General || Business and Corporate > General (contracts, entities)",True,True,True,True,True,True,True,2,What kind of money deal was it? || Did you have a written agreement (even texts or emails)?,True,What kind of money deal was it?,"Business and Corporate > General (contracts, entities)","Business and Corporate > General (contracts, entities) || Consumer Law > General || Debtor/Creditor > General (Creditor)",False,False,True,True,True,True,True,False,False,True,True,True,True,,18793,False
final_run_2_20260714T181957Z,x0424,intended,wages_vs_wrongful_discharge,AtoB,expanded_workbook_grounded,,True,False,False,There is a serious issue involving my hours and my employer's response.,The employer fired me immediately after I complained about the missing wages.,Labor & Employment > Wage and Hour Claims,Labor & Employment > Wage and Hour Claims,Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,Labor & Employment > Wage and Hour Claims - Employee,Labor & Employment > Wage and Hour Claims - Employee || Labor & Employment > General - Employee,True,False,True,,False,True,False,1,Which of these best matches your situation?,True,Which of these best matches your situation?,Labor & Employment > Wage and Hour Claims - Employee,Labor & Employment > Wage and Hour Claims - Employee || Labor & Employment > General - Employee,True,False,True,,False,True,False,True,,False,,False,False,,32912,False
final_run_2_20260714T181957Z,legacy_079,intended,debtor_vs_creditor,BtoA,legacy_200_snapshot,,False,False,False,"I worked a few hours for someone doing yard work, but they still haven’t paid me.",They claim that I damaged their fence and are refusing to pay because of it.,Debtor/Creditor > General (Creditor),Debtor/Creditor > General (Creditor),Consumer Law > General,Consumer Law > General,Labor & Employment > Wage and Hour Claims - Employee,"Labor & Employment > Wage and Hour Claims - Employee || Business and Corporate > General (contracts, entities)",False,False,False,False,True,False,False,1,Were you hired as an employee (on a time/hourly basis with taxes taken out) or as an independent contractor (paid per job with no taxes taken out)?,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,9103,False
final_run_2_20260714T181957Z,x0523,intended,guardianship_vs_elder_abuse,AtoB,expanded_workbook_grounded,,True,False,False,An older relative can no longer manage important decisions and the family needs help. Can a lawyer help me?,My sibling is using the power of attorney for personal purchases.,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Power of Attorney,True,True,True,True,True,True,True,2,"Did your relative already sign any documents giving someone else authority, like a power of attorney (for money) or a health care directive/medical power of attorney (for medical decisions)? || What kind of decisions do you need help with right now?",True,"Did your relative already sign any documents giving someone else authority, like a power of attorney (for money) or a health care directive/medical power of attorney (for medical decisions)?",Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Power of Attorney,True,False,True,False,True,True,False,True,False,False,False,False,False,,13401,False
final_run_2_20260714T181957Z,x0034,intended,custody_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,False,I am worried about the current parenting arrangement and need legal help.,My former partner has been stalking me and threatening our child's safety.,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,True,True,True,True,True,True,True,2,What is the main issue with the parenting arrangement? || Do you already have a court order about custody or visitation?,True,What is the main issue with the parenting arrangement?,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,True,False,True,False,True,True,False,True,False,False,False,False,False,,14974,False
