category,subcategory,left_rater,right_rater,left_selected,right_selected,both_selected,positive_jaccard,positive_dice_f1
Business & Corporate,Securities,gemini31_pro,jackie,0,1,0,0.0,0.0
Business & Corporate,Securities,gemini31_pro,qs,0,1,0,0.0,0.0
Business & Corporate,Securities,deepseek_v4,jackie,1,1,0,0.0,0.0
Business & Corporate,Securities,deepseek_v4,qs,1,1,0,0.0,0.0
Business & Corporate,Securities,jackie,qs,1,1,1,1.0,1.0
Business & Corporate,Other,gpt52,gemini31_pro,0,0,0,,
Business & Corporate,Other,gpt52,deepseek_v4,0,0,0,,
Business & Corporate,Other,gpt52,jackie,0,0,0,,
Business & Corporate,Other,gpt52,qs,0,1,0,0.0,0.0
Business & Corporate,Other,gemini31_pro,deepseek_v4,0,0,0,,
Business & Corporate,Other,gemini31_pro,jackie,0,0,0,,
Business & Corporate,Other,gemini31_pro,qs,0,1,0,0.0,0.0
Business & Corporate,Other,deepseek_v4,jackie,0,0,0,,
Business & Corporate,Other,deepseek_v4,qs,0,1,0,0.0,0.0
Business & Corporate,Other,jackie,qs,0,1,0,0.0,0.0
Consumer Law,Automobiles/RVs/Mobile Homes,gpt52,gemini31_pro,2,3,2,0.6666666666666666,0.8
Consumer Law,Automobiles/RVs/Mobile Homes,gpt52,deepseek_v4,2,2,2,1.0,1.0
Consumer Law,Automobiles/RVs/Mobile Homes,gpt52,jackie,2,3,2,0.6666666666666666,0.8
Consumer Law,Automobiles/RVs/Mobile Homes,gpt52,qs,2,3,2,0.6666666666666666,0.8
Consumer Law,Automobiles/RVs/Mobile Homes,gemini31_pro,deepseek_v4,3,2,2,0.6666666666666666,0.8
Consumer Law,Automobiles/RVs/Mobile Homes,gemini31_pro,jackie,3,3,3,1.0,1.0
Consumer Law,Automobiles/RVs/Mobile Homes,gemini31_pro,qs,3,3,3,1.0,1.0
Consumer Law,Automobiles/RVs/Mobile Homes,deepseek_v4,jackie,2,3,2,0.6666666666666666,0.8
Consumer Law,Automobiles/RVs/Mobile Homes,deepseek_v4,qs,2,3,2,0.6666666666666666,0.8
Consumer Law,Automobiles/RVs/Mobile Homes,jackie,qs,3,3,3,1.0,1.0
Consumer Law,Banking,gpt52,gemini31_pro,1,0,0,0.0,0.0
Consumer Law,Banking,gpt52,deepseek_v4,1,0,0,0.0,0.0
Consumer Law,Banking,gpt52,jackie,1,1,1,1.0,1.0
Consumer Law,Banking,gpt52,qs,1,0,0,0.0,0.0
Consumer Law,Banking,gemini31_pro,deepseek_v4,0,0,0,,
Consumer Law,Banking,gemini31_pro,jackie,0,1,0,0.0,0.0
Consumer Law,Banking,gemini31_pro,qs,0,0,0,,
Consumer Law,Banking,deepseek_v4,jackie,0,1,0,0.0,0.0
Consumer Law,Banking,deepseek_v4,qs,0,0,0,,
Consumer Law,Banking,jackie,qs,1,0,0,0.0,0.0
Consumer Law,General,gpt52,gemini31_pro,4,4,4,1.0,1.0
Consumer Law,General,gpt52,deepseek_v4,4,5,4,0.8,0.8888888888888888
Consumer Law,General,gpt52,jackie,4,3,3,0.75,0.8571428571428571
Consumer Law,General,gpt52,qs,4,4,4,1.0,1.0
Consumer Law,General,gemini31_pro,deepseek_v4,4,5,4,0.8,0.8888888888888888
Consumer Law,General,gemini31_pro,jackie,4,3,3,0.75,0.8571428571428571
Consumer Law,General,gemini31_pro,qs,4,4,4,1.0,1.0
Consumer Law,General,deepseek_v4,jackie,5,3,3,0.6,0.75
Consumer Law,General,deepseek_v4,qs,5,4,4,0.8,0.8888888888888888
Consumer Law,General,jackie,qs,3,4,3,0.75,0.8571428571428571
Consumer Law,Identity Theft,gpt52,gemini31_pro,1,1,1,1.0,1.0
Consumer Law,Identity Theft,gpt52,deepseek_v4,1,0,0,0.0,0.0
Consumer Law,Identity Theft,gpt52,jackie,1,1,1,1.0,1.0
Consumer Law,Identity Theft,gpt52,qs,1,1,1,1.0,1.0
Consumer Law,Identity Theft,gemini31_pro,deepseek_v4,1,0,0,0.0,0.0
Consumer Law,Identity Theft,gemini31_pro,jackie,1,1,1,1.0,1.0
Consumer Law,Identity Theft,gemini31_pro,qs,1,1,1,1.0,1.0
Consumer Law,Identity Theft,deepseek_v4,jackie,0,1,0,0.0,0.0
Consumer Law,Identity Theft,deepseek_v4,qs,0,1,0,0.0,0.0
Consumer Law,Identity Theft,jackie,qs,1,1,1,1.0,1.0
Consumer Law,Insurance,gpt52,gemini31_pro,0,0,0,,
Consumer Law,Insurance,gpt52,deepseek_v4,0,1,0,0.0,0.0
Consumer Law,Insurance,gpt52,jackie,0,0,0,,
Consumer Law,Insurance,gpt52,qs,0,1,0,0.0,0.0
Consumer Law,Insurance,gemini31_pro,deepseek_v4,0,1,0,0.0,0.0
Consumer Law,Insurance,gemini31_pro,jackie,0,0,0,,
Consumer Law,Insurance,gemini31_pro,qs,0,1,0,0.0,0.0
Consumer Law,Insurance,deepseek_v4,jackie,1,0,0,0.0,0.0
Consumer Law,Insurance,deepseek_v4,qs,1,1,1,1.0,1.0
Consumer Law,Insurance,jackie,qs,0,1,0,0.0,0.0
Consumer Law,Mortgage Issues (non-foreclosure),gpt52,gemini31_pro,0,0,0,,
Consumer Law,Mortgage Issues (non-foreclosure),gpt52,deepseek_v4,0,0,0,,
Consumer Law,Mortgage Issues (non-foreclosure),gpt52,jackie,0,0,0,,
Consumer Law,Mortgage Issues (non-foreclosure),gpt52,qs,0,0,0,,
Consumer Law,Mortgage Issues (non-foreclosure),gemini31_pro,deepseek_v4,0,0,0,,
Consumer Law,Mortgage Issues (non-foreclosure),gemini31_pro,jackie,0,0,0,,
Consumer Law,Mortgage Issues (non-foreclosure),gemini31_pro,qs,0,0,0,,
Consumer Law,Mortgage Issues (non-foreclosure),deepseek_v4,jackie,0,0,0,,
Consumer Law,Mortgage Issues (non-foreclosure),deepseek_v4,qs,0,0,0,,
Consumer Law,Mortgage Issues (non-foreclosure),jackie,qs,0,0,0,,
Consumer Law,Problems Between Consumers,gpt52,gemini31_pro,2,2,2,1.0,1.0
Consumer Law,Problems Between Consumers,gpt52,deepseek_v4,2,1,1,0.5,0.6666666666666666
Consumer Law,Problems Between Consumers,gpt52,jackie,2,1,1,0.5,0.6666666666666666
Consumer Law,Problems Between Consumers,gpt52,qs,2,1,1,0.5,0.6666666666666666
Consumer Law,Problems Between Consumers,gemini31_pro,deepseek_v4,2,1,1,0.5,0.6666666666666666
Consumer Law,Problems Between Consumers,gemini31_pro,jackie,2,1,1,0.5,0.6666666666666666
Consumer Law,Problems Between Consumers,gemini31_pro,qs,2,1,1,0.5,0.6666666666666666
Consumer Law,Problems Between Consumers,deepseek_v4,jackie,1,1,1,1.0,1.0
Consumer Law,Problems Between Consumers,deepseek_v4,qs,1,1,1,1.0,1.0
Consumer Law,Problems Between Consumers,jackie,qs,1,1,1,1.0,1.0
Consumer Law,Small Claims Advice,gpt52,gemini31_pro,4,4,4,1.0,1.0
Consumer Law,Small Claims Advice,gpt52,deepseek_v4,4,3,3,0.75,0.8571428571428571
Consumer Law,Small Claims Advice,gpt52,jackie,4,4,4,1.0,1.0
Consumer Law,Small Claims Advice,gpt52,qs,4,2,2,0.5,0.6666666666666666
Consumer Law,Small Claims Advice,gemini31_pro,deepseek_v4,4,3,3,0.75,0.8571428571428571
Consumer Law,Small Claims Advice,gemini31_pro,jackie,4,4,4,1.0,1.0
Consumer Law,Small Claims Advice,gemini31_pro,qs,4,2,2,0.5,0.6666666666666666
Consumer Law,Small Claims Advice,deepseek_v4,jackie,3,4,3,0.75,0.8571428571428571
Consumer Law,Small Claims Advice,deepseek_v4,qs,3,2,1,0.25,0.4
Consumer Law,Small Claims Advice,jackie,qs,4,2,2,0.5,0.6666666666666666
Consumer Law,Storage Units,gpt52,gemini31_pro,0,0,0,,
Consumer Law,Storage Units,gpt52,deepseek_v4,0,0,0,,
Consumer Law,Storage Units,gpt52,jackie,0,0,0,,
Consumer Law,Storage Units,gpt52,qs,0,0,0,,
Consumer Law,Storage Units,gemini31_pro,deepseek_v4,0,0,0,,
Consumer Law,Storage Units,gemini31_pro,jackie,0,0,0,,
Consumer Law,Storage Units,gemini31_pro,qs,0,0,0,,
Consumer Law,Storage Units,deepseek_v4,jackie,0,0,0,,
Consumer Law,Storage Units,deepseek_v4,qs,0,0,0,,
Consumer Law,Storage Units,jackie,qs,0,0,0,,
Consumer Law,Vehicle Towing,gpt52,gemini31_pro,0,0,0,,
Consumer Law,Vehicle Towing,gpt52,deepseek_v4,0,0,0,,
Consumer Law,Vehicle Towing,gpt52,jackie,0,0,0,,
Consumer Law,Vehicle Towing,gpt52,qs,0,0,0,,
Consumer Law,Vehicle Towing,gemini31_pro,deepseek_v4,0,0,0,,
Consumer Law,Vehicle Towing,gemini31_pro,jackie,0,0,0,,
Consumer Law,Vehicle Towing,gemini31_pro,qs,0,0,0,,
Consumer Law,Vehicle Towing,deepseek_v4,jackie,0,0,0,,
Consumer Law,Vehicle Towing,deepseek_v4,qs,0,0,0,,
Consumer Law,Vehicle Towing,jackie,qs,0,0,0,,
Consumer Law,Other,gpt52,gemini31_pro,0,0,0,,
Consumer Law,Other,gpt52,deepseek_v4,0,0,0,,
Consumer Law,Other,gpt52,jackie,0,0,0,,
Consumer Law,Other,gpt52,qs,0,0,0,,
Consumer Law,Other,gemini31_pro,deepseek_v4,0,0,0,,
Consumer Law,Other,gemini31_pro,jackie,0,0,0,,
Consumer Law,Other,gemini31_pro,qs,0,0,0,,
Consumer Law,Other,deepseek_v4,jackie,0,0,0,,
Consumer Law,Other,deepseek_v4,qs,0,0,0,,
Consumer Law,Other,jackie,qs,0,0,0,,
Criminal Law,Capital Murder,gpt52,gemini31_pro,0,0,0,,
Criminal Law,Capital Murder,gpt52,deepseek_v4,0,0,0,,
Criminal Law,Capital Murder,gpt52,jackie,0,0,0,,
Criminal Law,Capital Murder,gpt52,qs,0,0,0,,
Criminal Law,Capital Murder,gemini31_pro,deepseek_v4,0,0,0,,
Criminal Law,Capital Murder,gemini31_pro,jackie,0,0,0,,
Criminal Law,Capital Murder,gemini31_pro,qs,0,0,0,,
Criminal Law,Capital Murder,deepseek_v4,jackie,0,0,0,,
Criminal Law,Capital Murder,deepseek_v4,qs,0,0,0,,
Criminal Law,Capital Murder,jackie,qs,0,0,0,,
Criminal Law,Clemency,gpt52,gemini31_pro,0,0,0,,
Criminal Law,Clemency,gpt52,deepseek_v4,0,0,0,,
Criminal Law,Clemency,gpt52,jackie,0,0,0,,
Criminal Law,Clemency,gpt52,qs,0,0,0,,
Criminal Law,Clemency,gemini31_pro,deepseek_v4,0,0,0,,
Criminal Law,Clemency,gemini31_pro,jackie,0,0,0,,
Criminal Law,Clemency,gemini31_pro,qs,0,0,0,,
Criminal Law,Clemency,deepseek_v4,jackie,0,0,0,,
Criminal Law,Clemency,deepseek_v4,qs,0,0,0,,
Criminal Law,Clemency,jackie,qs,0,0,0,,
Criminal Law,DMV(DUI Relate),gpt52,gemini31_pro,1,0,0,0.0,0.0
Criminal Law,DMV(DUI Relate),gpt52,deepseek_v4,1,0,0,0.0,0.0
Criminal Law,DMV(DUI Relate),gpt52,jackie,1,0,0,0.0,0.0
Criminal Law,DMV(DUI Relate),gpt52,qs,1,0,0,0.0,0.0
Criminal Law,DMV(DUI Relate),gemini31_pro,deepseek_v4,0,0,0,,
Criminal Law,DMV(DUI Relate),gemini31_pro,jackie,0,0,0,,
Criminal Law,DMV(DUI Relate),gemini31_pro,qs,0,0,0,,
Criminal Law,DMV(DUI Relate),deepseek_v4,jackie,0,0,0,,
Criminal Law,DMV(DUI Relate),deepseek_v4,qs,0,0,0,,
Criminal Law,DMV(DUI Relate),jackie,qs,0,0,0,,
Criminal Law,DUII/DWS,gpt52,gemini31_pro,0,0,0,,
Criminal Law,DUII/DWS,gpt52,deepseek_v4,0,0,0,,
Criminal Law,DUII/DWS,gpt52,jackie,0,0,0,,
Criminal Law,DUII/DWS,gpt52,qs,0,0,0,,
Criminal Law,DUII/DWS,gemini31_pro,deepseek_v4,0,0,0,,
Criminal Law,DUII/DWS,gemini31_pro,jackie,0,0,0,,
Criminal Law,DUII/DWS,gemini31_pro,qs,0,0,0,,
Criminal Law,DUII/DWS,deepseek_v4,jackie,0,0,0,,
Criminal Law,DUII/DWS,deepseek_v4,qs,0,0,0,,
Criminal Law,DUII/DWS,jackie,qs,0,0,0,,
Criminal Law,Expunction,gpt52,gemini31_pro,1,1,1,1.0,1.0
Criminal Law,Expunction,gpt52,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Expunction,gpt52,jackie,1,1,1,1.0,1.0
Criminal Law,Expunction,gpt52,qs,1,1,1,1.0,1.0
Criminal Law,Expunction,gemini31_pro,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Expunction,gemini31_pro,jackie,1,1,1,1.0,1.0
Criminal Law,Expunction,gemini31_pro,qs,1,1,1,1.0,1.0
Criminal Law,Expunction,deepseek_v4,jackie,1,1,1,1.0,1.0
Criminal Law,Expunction,deepseek_v4,qs,1,1,1,1.0,1.0
Criminal Law,Expunction,jackie,qs,1,1,1,1.0,1.0
Criminal Law,Forfeiture,gpt52,gemini31_pro,1,1,1,1.0,1.0
Criminal Law,Forfeiture,gpt52,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Forfeiture,gpt52,jackie,1,1,1,1.0,1.0
Criminal Law,Forfeiture,gpt52,qs,1,1,1,1.0,1.0
Criminal Law,Forfeiture,gemini31_pro,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Forfeiture,gemini31_pro,jackie,1,1,1,1.0,1.0
Criminal Law,Forfeiture,gemini31_pro,qs,1,1,1,1.0,1.0
Criminal Law,Forfeiture,deepseek_v4,jackie,1,1,1,1.0,1.0
Criminal Law,Forfeiture,deepseek_v4,qs,1,1,1,1.0,1.0
Criminal Law,Forfeiture,jackie,qs,1,1,1,1.0,1.0
Criminal Law,Game Violations,gpt52,gemini31_pro,0,0,0,,
Criminal Law,Game Violations,gpt52,deepseek_v4,0,0,0,,
Criminal Law,Game Violations,gpt52,jackie,0,0,0,,
Criminal Law,Game Violations,gpt52,qs,0,0,0,,
Criminal Law,Game Violations,gemini31_pro,deepseek_v4,0,0,0,,
Criminal Law,Game Violations,gemini31_pro,jackie,0,0,0,,
Criminal Law,Game Violations,gemini31_pro,qs,0,0,0,,
Criminal Law,Game Violations,deepseek_v4,jackie,0,0,0,,
Criminal Law,Game Violations,deepseek_v4,qs,0,0,0,,
Criminal Law,Game Violations,jackie,qs,0,0,0,,
Criminal Law,Gun Rights,gpt52,gemini31_pro,0,1,0,0.0,0.0
Criminal Law,Gun Rights,gpt52,deepseek_v4,0,1,0,0.0,0.0
Criminal Law,Gun Rights,gpt52,jackie,0,0,0,,
Criminal Law,Gun Rights,gpt52,qs,0,0,0,,
Criminal Law,Gun Rights,gemini31_pro,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Gun Rights,gemini31_pro,jackie,1,0,0,0.0,0.0
Criminal Law,Gun Rights,gemini31_pro,qs,1,0,0,0.0,0.0
Criminal Law,Gun Rights,deepseek_v4,jackie,1,0,0,0.0,0.0
Criminal Law,Gun Rights,deepseek_v4,qs,1,0,0,0.0,0.0
Criminal Law,Gun Rights,jackie,qs,0,0,0,,
Criminal Law,Juvenile Offender,gpt52,gemini31_pro,0,0,0,,
Criminal Law,Juvenile Offender,gpt52,deepseek_v4,0,0,0,,
Criminal Law,Juvenile Offender,gpt52,jackie,0,0,0,,
Criminal Law,Juvenile Offender,gpt52,qs,0,0,0,,
Criminal Law,Juvenile Offender,gemini31_pro,deepseek_v4,0,0,0,,
Criminal Law,Juvenile Offender,gemini31_pro,jackie,0,0,0,,
Criminal Law,Juvenile Offender,gemini31_pro,qs,0,0,0,,
Criminal Law,Juvenile Offender,deepseek_v4,jackie,0,0,0,,
Criminal Law,Juvenile Offender,deepseek_v4,qs,0,0,0,,
Criminal Law,Juvenile Offender,jackie,qs,0,0,0,,
Criminal Law,Lessor Felony,gpt52,gemini31_pro,1,1,0,0.0,0.0
Criminal Law,Lessor Felony,gpt52,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Lessor Felony,gpt52,jackie,1,3,1,0.3333333333333333,0.5
Criminal Law,Lessor Felony,gpt52,qs,1,2,0,0.0,0.0
Criminal Law,Lessor Felony,gemini31_pro,deepseek_v4,1,1,0,0.0,0.0
Criminal Law,Lessor Felony,gemini31_pro,jackie,1,3,1,0.3333333333333333,0.5
Criminal Law,Lessor Felony,gemini31_pro,qs,1,2,1,0.5,0.6666666666666666
Criminal Law,Lessor Felony,deepseek_v4,jackie,1,3,1,0.3333333333333333,0.5
Criminal Law,Lessor Felony,deepseek_v4,qs,1,2,0,0.0,0.0
Criminal Law,Lessor Felony,jackie,qs,3,2,2,0.6666666666666666,0.8
Criminal Law,Local Ordinances,gpt52,gemini31_pro,0,1,0,0.0,0.0
Criminal Law,Local Ordinances,gpt52,deepseek_v4,0,0,0,,
Criminal Law,Local Ordinances,gpt52,jackie,0,1,0,0.0,0.0
Criminal Law,Local Ordinances,gpt52,qs,0,1,0,0.0,0.0
Criminal Law,Local Ordinances,gemini31_pro,deepseek_v4,1,0,0,0.0,0.0
Criminal Law,Local Ordinances,gemini31_pro,jackie,1,1,1,1.0,1.0
Criminal Law,Local Ordinances,gemini31_pro,qs,1,1,1,1.0,1.0
Criminal Law,Local Ordinances,deepseek_v4,jackie,0,1,0,0.0,0.0
Criminal Law,Local Ordinances,deepseek_v4,qs,0,1,0,0.0,0.0
Criminal Law,Local Ordinances,jackie,qs,1,1,1,1.0,1.0
Criminal Law,Major Felony,gpt52,gemini31_pro,5,4,4,0.8,0.8888888888888888
Criminal Law,Major Felony,gpt52,deepseek_v4,5,3,3,0.6,0.75
Criminal Law,Major Felony,gpt52,jackie,5,1,1,0.2,0.3333333333333333
Criminal Law,Major Felony,gpt52,qs,5,2,2,0.4,0.5714285714285714
Criminal Law,Major Felony,gemini31_pro,deepseek_v4,4,3,3,0.75,0.8571428571428571
Criminal Law,Major Felony,gemini31_pro,jackie,4,1,1,0.25,0.4
Criminal Law,Major Felony,gemini31_pro,qs,4,2,2,0.5,0.6666666666666666
Criminal Law,Major Felony,deepseek_v4,jackie,3,1,1,0.3333333333333333,0.5
Criminal Law,Major Felony,deepseek_v4,qs,3,2,1,0.25,0.4
Criminal Law,Major Felony,jackie,qs,1,2,1,0.5,0.6666666666666666
Criminal Law,Mental Commitment,gpt52,gemini31_pro,0,1,0,0.0,0.0
Criminal Law,Mental Commitment,gpt52,deepseek_v4,0,0,0,,
Criminal Law,Mental Commitment,gpt52,jackie,0,0,0,,
Criminal Law,Mental Commitment,gpt52,qs,0,0,0,,
Criminal Law,Mental Commitment,gemini31_pro,deepseek_v4,1,0,0,0.0,0.0
Criminal Law,Mental Commitment,gemini31_pro,jackie,1,0,0,0.0,0.0
Criminal Law,Mental Commitment,gemini31_pro,qs,1,0,0,0.0,0.0
Criminal Law,Mental Commitment,deepseek_v4,jackie,0,0,0,,
Criminal Law,Mental Commitment,deepseek_v4,qs,0,0,0,,
Criminal Law,Mental Commitment,jackie,qs,0,0,0,,
Criminal Law,Misdemeanor,gpt52,gemini31_pro,4,3,3,0.75,0.8571428571428571
Criminal Law,Misdemeanor,gpt52,deepseek_v4,4,4,3,0.6,0.75
Criminal Law,Misdemeanor,gpt52,jackie,4,2,2,0.5,0.6666666666666666
Criminal Law,Misdemeanor,gpt52,qs,4,3,3,0.75,0.8571428571428571
Criminal Law,Misdemeanor,gemini31_pro,deepseek_v4,3,4,3,0.75,0.8571428571428571
Criminal Law,Misdemeanor,gemini31_pro,jackie,3,2,2,0.6666666666666666,0.8
Criminal Law,Misdemeanor,gemini31_pro,qs,3,3,3,1.0,1.0
Criminal Law,Misdemeanor,deepseek_v4,jackie,4,2,2,0.5,0.6666666666666666
Criminal Law,Misdemeanor,deepseek_v4,qs,4,3,3,0.75,0.8571428571428571
Criminal Law,Misdemeanor,jackie,qs,2,3,2,0.6666666666666666,0.8
Criminal Law,Non-Capital Murder,gpt52,gemini31_pro,0,0,0,,
Criminal Law,Non-Capital Murder,gpt52,deepseek_v4,0,0,0,,
Criminal Law,Non-Capital Murder,gpt52,jackie,0,0,0,,
Criminal Law,Non-Capital Murder,gpt52,qs,0,0,0,,
Criminal Law,Non-Capital Murder,gemini31_pro,deepseek_v4,0,0,0,,
Criminal Law,Non-Capital Murder,gemini31_pro,jackie,0,0,0,,
Criminal Law,Non-Capital Murder,gemini31_pro,qs,0,0,0,,
Criminal Law,Non-Capital Murder,deepseek_v4,jackie,0,0,0,,
Criminal Law,Non-Capital Murder,deepseek_v4,qs,0,0,0,,
Criminal Law,Non-Capital Murder,jackie,qs,0,0,0,,
Criminal Law,Parole/Probation,gpt52,gemini31_pro,1,1,1,1.0,1.0
Criminal Law,Parole/Probation,gpt52,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Parole/Probation,gpt52,jackie,1,1,1,1.0,1.0
Criminal Law,Parole/Probation,gpt52,qs,1,1,1,1.0,1.0
Criminal Law,Parole/Probation,gemini31_pro,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Parole/Probation,gemini31_pro,jackie,1,1,1,1.0,1.0
Criminal Law,Parole/Probation,gemini31_pro,qs,1,1,1,1.0,1.0
Criminal Law,Parole/Probation,deepseek_v4,jackie,1,1,1,1.0,1.0
Criminal Law,Parole/Probation,deepseek_v4,qs,1,1,1,1.0,1.0
Criminal Law,Parole/Probation,jackie,qs,1,1,1,1.0,1.0
Criminal Law,Post Conviction/ Appeals,gpt52,gemini31_pro,1,1,1,1.0,1.0
Criminal Law,Post Conviction/ Appeals,gpt52,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Post Conviction/ Appeals,gpt52,jackie,1,1,1,1.0,1.0
Criminal Law,Post Conviction/ Appeals,gpt52,qs,1,1,1,1.0,1.0
Criminal Law,Post Conviction/ Appeals,gemini31_pro,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Post Conviction/ Appeals,gemini31_pro,jackie,1,1,1,1.0,1.0
Criminal Law,Post Conviction/ Appeals,gemini31_pro,qs,1,1,1,1.0,1.0
Criminal Law,Post Conviction/ Appeals,deepseek_v4,jackie,1,1,1,1.0,1.0
Criminal Law,Post Conviction/ Appeals,deepseek_v4,qs,1,1,1,1.0,1.0
Criminal Law,Post Conviction/ Appeals,jackie,qs,1,1,1,1.0,1.0
Criminal Law,Relief From Sex Offender Registration,gpt52,gemini31_pro,1,0,0,0.0,0.0
Criminal Law,Relief From Sex Offender Registration,gpt52,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Relief From Sex Offender Registration,gpt52,jackie,1,1,1,1.0,1.0
Criminal Law,Relief From Sex Offender Registration,gpt52,qs,1,1,1,1.0,1.0
Criminal Law,Relief From Sex Offender Registration,gemini31_pro,deepseek_v4,0,1,0,0.0,0.0
Criminal Law,Relief From Sex Offender Registration,gemini31_pro,jackie,0,1,0,0.0,0.0
Criminal Law,Relief From Sex Offender Registration,gemini31_pro,qs,0,1,0,0.0,0.0
Criminal Law,Relief From Sex Offender Registration,deepseek_v4,jackie,1,1,1,1.0,1.0
Criminal Law,Relief From Sex Offender Registration,deepseek_v4,qs,1,1,1,1.0,1.0
Criminal Law,Relief From Sex Offender Registration,jackie,qs,1,1,1,1.0,1.0
Criminal Law,Traffic Offenses,gpt52,gemini31_pro,1,0,0,0.0,0.0
Criminal Law,Traffic Offenses,gpt52,deepseek_v4,1,1,1,1.0,1.0
Criminal Law,Traffic Offenses,gpt52,jackie,1,0,0,0.0,0.0
Criminal Law,Traffic Offenses,gpt52,qs,1,0,0,0.0,0.0
Criminal Law,Traffic Offenses,gemini31_pro,deepseek_v4,0,1,0,0.0,0.0
Criminal Law,Traffic Offenses,gemini31_pro,jackie,0,0,0,,
Criminal Law,Traffic Offenses,gemini31_pro,qs,0,0,0,,
Criminal Law,Traffic Offenses,deepseek_v4,jackie,1,0,0,0.0,0.0
Criminal Law,Traffic Offenses,deepseek_v4,qs,1,0,0,0.0,0.0
Criminal Law,Traffic Offenses,jackie,qs,0,0,0,,
Criminal Law,Traffic Offenses - CDL drivers.,gpt52,gemini31_pro,0,0,0,,
Criminal Law,Traffic Offenses - CDL drivers.,gpt52,deepseek_v4,0,0,0,,
Criminal Law,Traffic Offenses - CDL drivers.,gpt52,jackie,0,0,0,,
Criminal Law,Traffic Offenses - CDL drivers.,gpt52,qs,0,0,0,,
Criminal Law,Traffic Offenses - CDL drivers.,gemini31_pro,deepseek_v4,0,0,0,,
Criminal Law,Traffic Offenses - CDL drivers.,gemini31_pro,jackie,0,0,0,,
Criminal Law,Traffic Offenses - CDL drivers.,gemini31_pro,qs,0,0,0,,
Criminal Law,Traffic Offenses - CDL drivers.,deepseek_v4,jackie,0,0,0,,
Criminal Law,Traffic Offenses - CDL drivers.,deepseek_v4,qs,0,0,0,,
Criminal Law,Traffic Offenses - CDL drivers.,jackie,qs,0,0,0,,
Criminal Law,White Collar Crimes,gpt52,gemini31_pro,1,0,0,0.0,0.0
Criminal Law,White Collar Crimes,gpt52,deepseek_v4,1,0,0,0.0,0.0
Criminal Law,White Collar Crimes,gpt52,jackie,1,0,0,0.0,0.0
Criminal Law,White Collar Crimes,gpt52,qs,1,0,0,0.0,0.0
Criminal Law,White Collar Crimes,gemini31_pro,deepseek_v4,0,0,0,,
Criminal Law,White Collar Crimes,gemini31_pro,jackie,0,0,0,,
Criminal Law,White Collar Crimes,gemini31_pro,qs,0,0,0,,
Criminal Law,White Collar Crimes,deepseek_v4,jackie,0,0,0,,
Criminal Law,White Collar Crimes,deepseek_v4,qs,0,0,0,,
Criminal Law,White Collar Crimes,jackie,qs,0,0,0,,
Criminal Law,Other,gpt52,gemini31_pro,2,3,2,0.6666666666666666,0.8
Criminal Law,Other,gpt52,deepseek_v4,2,0,0,0.0,0.0
Criminal Law,Other,gpt52,jackie,2,1,1,0.5,0.6666666666666666
Criminal Law,Other,gpt52,qs,2,1,1,0.5,0.6666666666666666
Criminal Law,Other,gemini31_pro,deepseek_v4,3,0,0,0.0,0.0
Criminal Law,Other,gemini31_pro,jackie,3,1,1,0.3333333333333333,0.5
Criminal Law,Other,gemini31_pro,qs,3,1,1,0.3333333333333333,0.5
Criminal Law,Other,deepseek_v4,jackie,0,1,0,0.0,0.0
Criminal Law,Other,deepseek_v4,qs,0,1,0,0.0,0.0
Criminal Law,Other,jackie,qs,1,1,1,1.0,1.0
Debtor/Creditor,Collection/Harassment,gpt52,gemini31_pro,2,2,2,1.0,1.0
Debtor/Creditor,Collection/Harassment,gpt52,deepseek_v4,2,0,0,0.0,0.0
Debtor/Creditor,Collection/Harassment,gpt52,jackie,2,1,1,0.5,0.6666666666666666
Debtor/Creditor,Collection/Harassment,gpt52,qs,2,2,1,0.3333333333333333,0.5
Debtor/Creditor,Collection/Harassment,gemini31_pro,deepseek_v4,2,0,0,0.0,0.0
Debtor/Creditor,Collection/Harassment,gemini31_pro,jackie,2,1,1,0.5,0.6666666666666666
Debtor/Creditor,Collection/Harassment,gemini31_pro,qs,2,2,1,0.3333333333333333,0.5
Debtor/Creditor,Collection/Harassment,deepseek_v4,jackie,0,1,0,0.0,0.0
Debtor/Creditor,Collection/Harassment,deepseek_v4,qs,0,2,0,0.0,0.0
Debtor/Creditor,Collection/Harassment,jackie,qs,1,2,1,0.5,0.6666666666666666
Debtor/Creditor,Debt Counseling/Workouts,gpt52,gemini31_pro,3,3,3,1.0,1.0
Debtor/Creditor,Debt Counseling/Workouts,gpt52,deepseek_v4,3,0,0,0.0,0.0
Debtor/Creditor,Debt Counseling/Workouts,gpt52,jackie,3,0,0,0.0,0.0
