category,subcategory,stories_selected_by_any_rater,nominal_alpha_all_five,observed_nominal_disagreement,expected_nominal_disagreement,gpt52_selected,gpt52_prevalence,gemini31_pro_selected,gemini31_pro_prevalence,deepseek_v4_selected,deepseek_v4_prevalence,jackie_selected,jackie_prevalence,qs_selected,qs_prevalence
Real Property,LLTN – ADA issues/Animals/Accommodations,1,0.24867957746478875,0.005263157894736842,0.007005210742145346,1,0.008771929824561403,0,0.0,1,0.008771929824561403,0,0.0,0,0.0
Real Property,"Mining, Oil",0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Real Property,Mobile Home (Landlord),0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Real Property,Mobile Home (Tenant/Owner),1,0.7486749116607774,0.0035087719298245615,0.013961089014275584,1,0.008771929824561403,1,0.008771929824561403,0,0.0,1,0.008771929824561403,1,0.008771929824561403
Real Property,Property Tax,1,0.0,0.0035087719298245615,0.0035087719298245615,1,0.008771929824561403,0,0.0,0,0.0,0,0.0,0,0.0
Real Property,Tenant (Commercial),0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Real Property,Tenant (Residential),5,0.7881608339538346,0.012280701754385965,0.05797181882650387,3,0.02631578947368421,4,0.03508771929824561,3,0.02631578947368421,3,0.02631578947368421,4,0.03508771929824561
Real Property,Water Law,1,0.7486749116607774,0.0035087719298245615,0.013961089014275584,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,1,0.008771929824561403,0,0.0
Real Property,Other,2,0.1637272192827749,0.008771929824561403,0.010489316436962354,1,0.008771929824561403,1,0.008771929824561403,0,0.0,1,0.008771929824561403,0,0.0
Taxation,Business & Corporate,2,-0.0017605633802817433,0.007017543859649123,0.007005210742145346,1,0.008771929824561403,1,0.008771929824561403,0,0.0,0,0.0,0,0.0
Taxation,Criminal,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Taxation,Estate & Gift,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Taxation,Litigation,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Taxation,Personal Income,2,0.8101645907473309,0.005263157894736842,0.027724848148490733,2,0.017543859649122806,1,0.008771929824561403,1,0.008771929824561403,2,0.017543859649122806,2,0.017543859649122806
Taxation,Other,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wills & Trusts,Conservatorship/Guardianship,5,0.7111349277978339,0.015789473684210527,0.05466037677673974,3,0.02631578947368421,2,0.017543859649122806,2,0.017543859649122806,5,0.043859649122807015,4,0.03508771929824561
Wills & Trusts,Document Review,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wills & Trusts,Elder Abuse,4,0.8035492335312802,0.008771929824561403,0.04465205192242469,3,0.02631578947368421,3,0.02631578947368421,3,0.02631578947368421,2,0.017543859649122806,2,0.017543859649122806
Wills & Trusts,"General (Wills, Trusts, Estates)",6,0.5557357357357358,0.02280701754385965,0.05133660160947184,3,0.02631578947368421,4,0.03508771929824561,4,0.03508771929824561,2,0.017543859649122806,2,0.017543859649122806
Wills & Trusts,Litigation,4,0.644375,0.012280701754385965,0.03453272901057565,1,0.008771929824561403,3,0.02631578947368421,1,0.008771929824561403,2,0.017543859649122806,3,0.02631578947368421
Wills & Trusts,Living Trusts,3,0.4304937722419928,0.015789473684210527,0.027724848148490733,3,0.02631578947368421,1,0.008771929824561403,0,0.0,2,0.017543859649122806,2,0.017543859649122806
Wills & Trusts,Long-Term Care Issues,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wills & Trusts,Medicare/Medicaid Planning,1,0.24867957746478875,0.005263157894736842,0.007005210742145346,0,0.0,1,0.008771929824561403,1,0.008771929824561403,0,0.0,0,0.0
Wills & Trusts,Power of Attorney,2,0.3957522123893805,0.010526315789473684,0.017420528474085036,2,0.017543859649122806,2,0.017543859649122806,0,0.0,0,0.0,1,0.008771929824561403
Wills & Trusts,Probate,2,0.8873044167161814,0.0035087719298245615,0.03113495513828508,2,0.017543859649122806,2,0.017543859649122806,1,0.008771929824561403,2,0.017543859649122806,2,0.017543859649122806
Wills & Trusts,Reversing Guardianship or Payee Assignments,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Wills & Trusts,Special Needs/Inc. Cap Trusts,1,0.0,0.0035087719298245615,0.0035087719298245615,0,0.0,0,0.0,1,0.008771929824561403,0,0.0,0,0.0
Wills & Trusts,Other,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Workers' Comp,Employers,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Workers' Comp,Federal,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Workers' Comp,LHWA,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Workers' Comp,State,3,0.8428393868250241,0.007017543859649123,0.04465205192242469,3,0.02631578947368421,2,0.017543859649122806,3,0.02631578947368421,2,0.017543859649122806,3,0.02631578947368421
Workers' Comp,Stress Related,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Workers' Comp,Third Party litigation,1,0.49823633156966496,0.005263157894736842,0.010489316436962354,1,0.008771929824561403,1,0.008771929824561403,0,0.0,0,0.0,1,0.008771929824561403
Workers' Comp,Other,0,,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
