run,scenario_id,source_row,problem_description,gold_labels,predicted_labels,gold_label_count,predicted_label_count,exact_hits,exact_recall,compatible_predicted_hits,exact_precision,any_exact_sublabel,all_exact_sublabels,strict_exact_set,gold_category_count,predicted_category_count,category_hits,category_recall,any_correct_top_level,all_correct_top_levels,category_supported_gold_labels,category_only_gold_labels,graded_retrieval_score,outcome_tier,provider_error,promptfoo_success,latency_ms
run1,gold-0219,250,"My husband and I are in the process of separating. We have been married 9 years, together 13, and have two kids (ages 4 and 9). Things have been pretty amicable so far. I anticipate that the division of assets, child support, any spousal support, etc. may be more contentious. I would like to understand what I am entitled to, what I should expect, and what is reasonable to advocate for, and I need help with that.",Family Law > General (Divorce/Separation) || Family Law > Child Support/Modification,Family Law > Child Support/Modification || Family Law > General (Divorce/Separation etc.) || Family Law > Spousal Support,2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,13402
run1,gold-0220,251,"My wife of 25 years recently confessed to cheating on my for the last 21 years with 14 different people and she has taken me off the title to the house we bought in 2003 and just expects me to move out. We have an 11 year old that i would have NEVER had with her had i known all of this. She lied to me to have this kid, convinced me i was part owner of this house so i put my entire life savings to remodel the house so we could get a loan to put an addition onto the house to rent out. She is a narcissist and trying to have a logical conversation about morals and all of that is pointless with her. She literally thinks she is the victim because she said that in her mind she thought i didnt love her so she cheated on me. One affair lasted 3 years.",Family Law > General (Divorce/Separation) || Real Property > General (residential),General Litigation > General Torts/Privacy || Real Property > General (Residential) || Family Law > Child Custody/Visitation,2,3,1,0.5,1,0.333333,True,False,False,2,3,2,1.0,True,True,2,1,0.75,some_exact_sublabels,,True,25973
run1,gold-0221,252,"I need help in processing a divorce or an annulment. My husband and I got married 5/29/2023, in California. I have been living in Portland, since 12/22/2023. He enlisted in the Navy and was in training for several months, in Boston. He says he is in California, now, but I’m not sure if he’s telling the truth. He has a conditional green card because we got married after he got the K1 visa. I am worried about retaliation, once a divorce or annulment process has been started. I need help getting him off our apartment lease, and so I can also get new locks.",Family Law > General (Divorce/Separation) || Family Law > Military,Family Law > General (Divorce/Separation etc.) || Real Property > Tenant (Residential) || International Law > Gen. Immigration/Visas,2,3,1,0.5,1,0.333333,True,False,False,1,3,1,1.0,True,True,2,1,0.75,some_exact_sublabels,,True,86059
run1,gold-0222,253,"I need help with reworking a parenting plan for my children’s safety. Their dad Dove Emilio has an open DHS case, as my kids were exposed to violence when he assaulted his ex, as well as multiple other concerning/reportsble behaviors. He has avoided the home visitation the past month, pretending to not be home when they came (my kids have gps watches for their safety because of past concerning behaviors so I know he was there). He has cancelled appointments made since then. Yesterday he attempted to drive my kids while under the influence, then when his siblings intervened to protect the kids, it escalated to him physically trying to force his way through. Eagle Point police were going to give to CPS but chose me as the other parent instead, advised that I keep them through the remainder of his time (until Friday 6pm) and contact a lawyer before his next visitation (Wednesday 8am).I have emailed Deschutes LRC and family law but know I need a lawyer.",Family Law > Child Custody/Visitation || Family Law > Juvenile/DHS Issue - SCF (CSD) related,Family Law > Child Custody/Visitation || Family Law > Juvenile/DHS Issues || Family Law > Domestic Violence,2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,72713
run1,gold-0223,255,I recently got out of prison January 3rd due to Watkins v Ackley being retroactive. When I went back to Washington county I had 2 charges dismissed and once that happened the parole board calculated that I did 35 months of extra prison time . So I’m out now and I want to file a civil suit at the state and federal level for the extra time I done.,General Litigation > General Litigation || General Litigation > Civil Rights,General Litigation > Tort Claims Act || General Litigation > Civil Matters for Inmates || General Litigation > Civil Rights,2,3,1,0.5,1,0.333333,True,False,False,1,1,1,1.0,True,True,2,1,0.75,some_exact_sublabels,,True,16291
run1,gold-0224,256,I suffered property fire that originated in neighbors property. I have uninsured losses from fire and want to sue neighbors insurance for the losses. I need fire damage attorney.,General Litigation > Property Damage,General Litigation > Property Damage || General Litigation > Insurance (Liability) || General Litigation > General Torts/Privacy,1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,26385
run1,gold-0225,257,"Looking for medical malpractice attorney. Not personal injury. Local neurologist kept me debilitated for several years when it was known I needed a hip replacement. Kept injecting me w botox which wasn't solving issue of severe pain and hardly able to walk or move. Told me I needed to exercise more. I told them I could hardly move. I kept telling Neuro there was something else wrong but she wouldnt try other options. Just kept injecting me every 3 mos at 6 grand a pop. Finally found my own hip doctor, had a replacement 8 weeks ago. now I can walk, run, jump and do most things I used to be able to. Hip Dr said I needed this 3 years ago, the top of my ball joint was flat, no wonder i couldnt move. Neuro kept me debilitated for money and stole quality of life from me and my family for several years. They need to be held accountable for their actions.",General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical) || General Litigation > Personal Injury || General Litigation > Malpractice-Medical,1,3,1,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,True,18983
run1,gold-0226,258,I had a stalking order filed against me and need help.,General Litigation > Stalking Orders,General Litigation > Stalking Orders || Family Law > Restraining Orders || General Litigation > General Litigation,1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,5181
run1,gold-0227,260,"I am pursuing charges against the city of Salem for damage caused by a string of potholes to my vehicle and another vehicle that have not been fixed or addressed and despite filing two claims, the city reunion to hold accountability. I need a representative that can help with this situation.",General Litigation > Tort Claims Act || General Litigation > Property Damage,General Litigation > Property Damage || General Litigation > Tort Claims Act || Criminal Law > Traffic Offenses,2,3,2,1.0,2,0.666667,True,True,False,1,2,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,16234
run1,gold-0228,261,"I was granted a temporary stalking order on Friday, 08/2/2024. A contested hearing is scheduled for 09/02/2024 and I need an attorney to represent me as a petitioner. I would also like further legal advice on taking legal action against someone who is stalking me. The respondent to my stalking order initially made contact with as my client in a job I was working as social services provider in Keizer. Months after I had stopped working with her as a housing advocate, she contacted me on social media which I never responded to. A couple of years later, in 2023, she began harassing me on my employer's social media and submitting threatening and profane messages about me to my employer through a submission form on their website. I eventually decided to get the stalking order last week because she vandalized my workplace, breaking several windows.",General Litigation > Stalking Orders,General Litigation > Stalking Orders || General Litigation > Crime Victims || General Litigation > Online Harrassment/Doxing/Bullying,1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,True,17316
run1,gold-0229,262,"Had plastic surgery and seriously wonder if the doctor was impared...he seriously screwed up everything (4 out of 4 areas) and the surgery impaired my vision, which I had no idea 'could' happen and have to wonder why would he touch my actual eye for a lower blepharoplasty. In my opinion Dr. Verdin is dangerous as a surgeon. No cognizant person screws up that much. I have to get surgeries to fix the issues and no surgery to fix the vision impairment.",General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical) || General Litigation > Personal Injury || General Litigation > Malpractice-Medical,1,3,1,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,28699
run1,gold-0230,264,"my mother developed a diabetic ulcer on her foot and when a nurse came to care for her she decided to wrap the wound in compression wrap. this ended up making her foot deteriorate in the span of a week, as a result to her medically known diabetic struggles. at this point she was sent to a different facility for 100 days and was being encouraged to amputate her foot. after taking a biopsy, it was determined that we were able to go ahead with a surgery to cut out and clean the infected area. she then needed to have a wet wound vac and once she was brought home a couple weeks ago she has been on a dry wound vac. i'm looking to hold the nurse and/or her organization accountable to the harm that my mother experienced as a result of medical negligence, any recommendations would be most helpful.",General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical) || General Litigation > Personal Injury || General Litigation > Wrongful Death,1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,16623
run1,gold-0231,266,"Neighbor's dog bit me on my left for arm in November 2023. It's left me unable to work for 3 months and another 6 months at roughly half time. I still have nerve damage on my left hand palm and two fingers on my left had with burning, tingling and weakness.",General Litigation > Personal Injury || General Litigation > Animal Law,General Litigation > Personal Injury || General Litigation > Animal Law || General Litigation > General Torts/Privacy,2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,True,12964
run1,gold-0232,269,"Medical malpractice against a caseworker at OHSU my girlfriend had a stroke, and upon leaving I wanted her to be in a program that was in-house therapy for three hours a day. The caseworker said that her medical would not cover that that she had to go to a care home ran by Nigerians that had no nurse on hand where she was treated poorly recently, I acquired her medical records and found out that in her medical records, they sent her to the care home I wanted to in the first place, saying that she didn’t have the funds or her medical wouldn’t cover it, which they would, but was told by the care worker that she had to go to this place because they had a deal with them . So not only would her medical pay for where we wanted her to go. She was denied that and sent to some house on a corner where she was locked in a room for hours by herself when in her medical records, it said she was at some other place.",General Litigation > General Litigation || General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical) || General Litigation > Health Law/HIPAA || General Litigation > Personal Injury,2,3,1,0.5,1,0.333333,True,False,False,1,1,1,1.0,True,True,2,1,0.75,some_exact_sublabels,,False,22457
run1,gold-0233,270,I need a dental malpractice attorney that takes cases involving persons under 18.,General Litigation > Malpractice-Dental,General Litigation > Malpractice (Dental) || General Litigation > Health Law/HIPAA || Criminal Law > Other,1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,20436
run1,gold-0234,271,I'm looking for a medical malpractice lawyer. I had surgery on June 7th and they found metal shavings a severe amount left from a previous surgeon who opened on me in December of 2021. I have called so many and cannot find anyone to help me. Thank you for your time,General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical) || General Litigation > Personal Injury || General Litigation > Malpractice-Medical,1,3,1,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,5952
run1,gold-0235,272,Wrongful death. I feel like I should discuss my Mother's case with someone please.,General Litigation > Wrongful Death,General Litigation > Wrongful Death || General Litigation > Personal Injury || General Litigation > Health Law/HIPAA,1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,4376
run1,gold-0236,273,I need an attorney that specializes in medical/dental malpractice/ negligence involving a minor.,General Litigation > Malpractice-Medical || General Litigation > Malpractice-Dental,General Litigation > Malpractice (Dental) || General Litigation > Malpractice (Medical) || Family Law > Child Custody/Visitation,2,3,2,1.0,2,0.666667,True,True,False,1,2,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,7143
run1,gold-0237,274,"I had requested a breakdown of my Vernon Health Network account. Once they mailed me my files, they also included another patient's full medical appointment breakdown with their full social, address, phone number and all personal information, resulting in a HIPPA violation. I am concerned about mine and other patients' personal information being sent to wrong patients. I have files a complaint with Vernon Heath Network.",General Litigation > Health Law/HIPAA,General Litigation > Health Law/HIPAA || General Litigation > General Torts/Privacy || General Litigation > Malpractice (Medical),1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,17199
run1,gold-0238,275,Possible Medical negligemce/malpractice with providence jefforson city hospital. This resulting in possible ptsd and memory loss. Lots of family to help fill in the blanks and witnessed everything happen. Just now starting to remember how bad the doctors treated me and lied to me and made me feel like I was stupid as well as being the reason I almost died.,General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical) || General Litigation > Personal Injury || General Litigation > Health Law/HIPAA,1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,27040
run1,gold-0239,276,"Medical Malpractice complaint against Vernon's Orthopedic Practice. Lawyers either not picking up the phone, too overworked, or have professional relationship with perpetrators. Need someone who can take on a new case and has no conflict of interest doing so.",General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical) || General Litigation > General Litigation || General Litigation > Health Law/HIPAA,1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,15749
run1,gold-0240,277,"Medical malpractice... 1 hospital misdiagnosed, 1 hospital gave me the wrong treatment, 1 hospital wouldn't give me the correct medication after requesting and 1 clinic refused me the correct treatment and did nothing after finding out the results of testing that proved that I needed additional treatment... Resulting in me having late stage laten syphilis.",General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical) || General Litigation > Personal Injury || General Litigation > Health Law/HIPAA,1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,6212
run1,gold-0241,278,Saw a dentist every six months for cleaning exray and checkups but the didn’t diagnose a cavity or get me in at a timely manner so that before I got to go in my chewing molars were loose (showing bone loss) and I could visually see the huge cavity!!! I let them fill it because food was getting caught Inside of it and UNDER IT! I am sure I will eventually lose that important molar as well as the one behind it as it is loose as well. This happened two weeks ago and I am in pain and cannot eat well. I have made an appointment for a second opinion on what to do now and to see what another dentist has to say. I need a dental malpractice Lawyer please help.,General Litigation > Malpractice-Dental,General Litigation > Malpractice (Dental) || General Litigation > Personal Injury || General Litigation > Malpractice-Medical,1,3,1,1.0,1,0.333333,True,True,False,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,True,7355
run1,gold-0242,279,Need Civil law attorney to make a tort report claim and lawsuit for unlawful arrested detention on North Bend Police Department when they beat me up,General Litigation > Tort Claims Act || General Litigation > Actions Against Police,General Litigation > Actions Against Police || General Litigation > Tort Claims Act || General Litigation > Civil Rights,2,3,2,1.0,2,0.666667,True,True,False,1,1,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,15970
run1,gold-0243,280,"I am a writer, but am not represented by an agent, manager, or attorney. My current project, a fantasy/adventure trilogy for young adults has already generated tremendous interest, and I need very much to ask someone many questions about intellectual property, copyright, and the creation of a specialty asset trust to manage the various brands and licensing opportunities that will spin off of the books.",Intellectual Property > Trademark/Copyright || Wills & Trusts > Living Trusts,Intellectual Property > Trademark/Copyright || Wills & Trusts > Living Trusts,2,2,2,1.0,2,1.0,True,True,True,2,2,2,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,12959
run1,gold-0244,281,I am hoping to start a small business later this year and am focusing on producing a digital publication. I'd like to collect submissions from contributors and want to know more about how to protect the publication as well as the contributors and their work from potential plagiarism or other situations. I want the contributors to retain ownership and agency over their work and do not want exclusive rights to their articles. If there are lawyers who specialize in intellectual property and copyright law I'd love to learn more about them. I don't have a big budget but definitely recognize this is an important area to invest in. Thank you.,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,1,1,1,1.0,1,1.0,True,True,True,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,7189
run1,gold-0245,283,"I'm looking for a copyright (?) or employment (?) attorney, whichever would be more appropriate. I recently left a contract gig working for a local psychic/life coach, where I was leading practice sessions in psychic abilities for her clients. I am now going out on my own, and plan to lead my own workshops similar to what I did for her, but for a different target audience. She knows this, and is okay with it. What I want to know is if I can name my new business something similar to hers - what the consequences might be. I do not want to compete with her or copy her at all. It's simply a beautiful, simple name and perfectly captures my business (even though it's a bit different from hers.) Her business is called Willow Third Eye. I want to call mine Sparrow Third Eye. Sparrow is my nickname. Willow is her middle name. Please advise, thanks!",Intellectual Property > Trademark/Copyright,"Intellectual Property > Trademark/Copyright || Business and Corporate > General (contracts, entities)",1,2,1,1.0,1,0.5,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,23648
run1,gold-0246,284,"I've just completed a 300 page autobiography of my fmdays as a paramedic in the 1970's, and I'm not sure if I need an entertainment attorney or a copyright attorney before seeking a literary agent and/or publisher. I already submitted the first half to the US Copyright Bureau, along with my niw registered pen name. Do I need to resubmit the full book to copyright?",Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,1,1,1,1.0,1,1.0,True,True,True,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,24046
run1,gold-0247,285,I have received a letter of settlement and threat to sue for copyright infringement for use of someone else’s picture on my website. I am out of my league and do not know how to proceed.,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || General Litigation > Services for Plaintiffs and Defendants || General Litigation > Libel/Slander/Defamation,1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,44898
run1,gold-0248,286,"I'm editing a short video for a company about an event they hosted, and they have expressed interest in using a specific song as the background track. I've contacted the copyright owners, but I wanted to ask some questions about the process so that I have a better idea of what to expect.",Intellectual Property > Trademark/Copyright,"Intellectual Property > Trademark/Copyright || Business and Corporate > General (contracts, entities) || Intellectual Property > Entertainment",1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,35391
run1,gold-0249,287,I am on the board of a non-profit. We have received notice that we may have violated a PicRights Copyright related to some images that had been posted to our website. We would like to consult with an IP attorney to confirm the notices we have receive are legitimate and if so what our rights and responsibilities are.,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,1,1,1,1.0,1,1.0,True,True,True,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,8668
run1,gold-0250,288,I want to apply for a copyright and a trademark with the U.S. government. I have read the pages on the .gov websites and need a little help figuring out how to fill out the application forms. I don't want to waste my time doing it wrong.,Intellectual Property > Trademark/Copyright,"Intellectual Property > Trademark/Copyright || Business and Corporate > General (contracts, entities) || Intellectual Property > Other",1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,11215
run1,gold-0251,289,"I got two emails from a Canadian company named picrights asking for more than a 1000$ for copyright violation because I used two pictures they claim is from Reuters and AP on a blog attached to my website. Are there any laywers in Oregon specialized in copyright issues to help me navigate this problem, or should I look outside of the states? Thank you",Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Intellectual Property > Computer Law & Internet Law || Business and Corporate > Publishing,1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,22030
run1,gold-0252,290,"I need your help regarding copyright infringement, harassment, and defamation. A TikTok user took my video without permission, using it to humiliate me for my differing political views. This has caused emotional distress, fear for my career, and ongoing harassment. She made damaging statements to her 62.3k audience, tarnishing my reputation. I disabled saving my videos to protect my likeness but she still used them without consent. I've documented evidence and pursued a DMCA takedown. Can we discuss legal options for damages and action?",Intellectual Property > Trademark/Copyright || General Litigation > Online Harassment/Doxing/Bullying || General Litigation > Libel/Slander/Defamation,General Litigation > Libel/Slander/Defamation || Intellectual Property > Trademark/Copyright || General Litigation > Online Harrassment/Doxing/Bullying,3,3,3,1.0,3,1.0,True,True,True,2,2,2,1.0,True,True,3,0,1.0,all_exact_sublabels,,True,17756
run1,gold-0253,291,I am on the board of a non-profit. We received a notice from a legal firm staing we had used copyrighted material on our website. We have done an internal audit and cannot find that we have done so. They are requesting payment for copyright infringement. We think this may be a scam.,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Business and Corporate > Non-Profit,1,2,1,1.0,1,0.5,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,18662
run1,gold-0254,292,"We are a husband-wife team who started an Etsy storefront this year selling 3D-printed designs. We uploaded a unique Minecraft-inspired campfire lamp for sale on Nov 14th 2024. On Dec 27th 2024 we received a message from a user called Alex Rowley who claimed that he was the original designer and creator of the specific model we had in our shop, and that he held the Standard Digital File License (SDFL) to the design and asked that we remove the listing. We did not use his file in the creation of our product in any way, shape, or form. We explained this to him and even pointed out various glaring construction and design differences between his file and our product. We also have the parametric CAD history showing the complete design history of our file’s creation life and it does not include his file in any way. He continued his claim and issued a DMCA copyright strike against us causing our Etsy listing to be taken down. We see this as unfounded and would like to file a counter-DMCA.",Intellectual Property > Trademark/Copyright,"Intellectual Property > Trademark/Copyright || Business and Corporate > Litigation || Business and Corporate > General (contracts, entities)",1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,24861
run1,gold-0255,293,I would like to consult with a lawyer familiar with copyright law about how I am allowed to use photographs that I have not taken in an informal manual I am putting together for a teacher training.,Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright || Business and Corporate > Publishing || Business & Corporate > General (Contracts Business Organization),1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,7866
run1,gold-0256,294,"I am a graphic designer and need help with intellectual property, a contract, and copyrights.","Intellectual Property > Trademark/Copyright || Business & Corporate > General (Contracts, Business, Organization)","Intellectual Property > Trademark/Copyright || Business and Corporate > General (contracts, entities) || Intellectual Property > Other",2,3,2,1.0,2,0.666667,True,True,False,2,2,2,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,6281
run1,gold-0257,296,"I am looking for a patent attorney who can help me with patenting my idea for a nonsurgical prevention-based approach for the treatment of dental caries, and someone who can help me with finding a fulfillment company to make a prototype and start selling the product to dentists or possibly products to consumers directly. There is a similar product on the market but I couldn't find a patent online.",Intellectual Property > Patent (Reg Patent Attys Only),"Intellectual Property > Patent (Reg Patent Attys Only) || Business and Corporate > General (contracts, entities) || Consumer Law > General",1,3,1,1.0,1,0.333333,True,True,False,1,3,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,12912
run1,gold-0258,297,"I would like to reproduce a unique art style (broken wine bottles in resin) by a Italian artist and to sell and make money from it, here in Oregon only. A cursory Google search tells me that while style can't necessarily be trademarked, Sony was able to patent a style because it was technically a process. I suppose I have three questions: Can I copy this style and make money? Would I open myself up to litigation? In these scenarios, should I work out some sort of royalty or licensing deal with the original artist?",Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright || Intellectual Property > Other,2,2,1,0.5,1,0.5,True,False,False,1,1,1,1.0,True,True,2,1,0.75,some_exact_sublabels,,False,14727
run1,gold-0259,298,"I need to finish getting my invention patented.I have paid 12,000.00 so far with attorneys and am almost done. I just need help resubmitting my info with the correct arguments to get it passed and patented. Most of the paperwork is done and all the drawings are done.Tks for your help...I am applying for the modest means program.Sincerely,JR Verdan",Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only) || Labor & Employment > ADA (Disability) Act Issues,1,2,1,1.0,1,0.5,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,17461
run1,gold-0260,299,I am an inventor with an invention that I need to patent. The courts are interfering with my ability to create a prototype and have a patent made for reasons that have never been explained to me. I need an attorney too prevent the courts from interfering with my livelihood as an inventor.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),1,1,1,1.0,1,1.0,True,True,True,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,16406
run1,gold-0261,300,Hi I am looking for a trademark and patent lawyer to help lockdown some slogans and designs I have for my Pickleball Apparel brand,Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright || Intellectual Property > Patent (Reg Patent Attys Only) || Business & Corporate > General (Contracts Business Organization),2,3,2,1.0,2,0.666667,True,True,False,1,2,1,1.0,True,True,2,0,1.0,all_exact_sublabels,,False,19298
run1,gold-0262,301,I have a patent I need written for a magnetic fitted sheet. The courts are involved in monitoring my activity and I need to find an attorney who will help me build a prototype and patent my invention without cooperating with the courts in secret behind my back.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only) || General Litigation > Other,1,2,1,1.0,1,0.5,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,11021
run1,gold-0263,303,I need help to resend paperwork to the PTO And get a patent on an invention,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only) || General Litigation > Other,1,2,1,1.0,1,0.5,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,11457
run1,gold-0264,305,I need help with recovery of my US Immigration documents to render to US Social Security (since my disability application was approved).,International Law > Gen. Immigration/Visas,Administrative Law > Social Security/SSI || International Law > General Immigration/Visas || Administrative Law > Medicare/Medicaid,1,3,1,1.0,1,0.333333,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,6273
run1,gold-0265,306,I am trying to apply for asylum and would like to get some assistance. Thank you for your time.,International Law > Gen. Immigration/Visas || International Law > Other,International Law > General Immigration/Visas || Administrative Law > Unemployment || General Litigation > Health Law/HIPAA,2,3,1,0.5,1,0.333333,True,False,False,1,3,1,1.0,True,True,2,1,0.75,some_exact_sublabels,,False,8072
run1,gold-0266,307,"My family is looking into immigration to Canada, and would like to identify a good lawyer who can help us navigate the process. We have two school-aged children. Thank you!",International Law > Other,"International Law > General Immigration/Visas || Family Law > Other || Wills & Trusts > General (Wills, Trusts, Estates)",1,3,0,0,0,0,False,False,False,1,3,1,1.0,True,True,1,1,0.5,top_level_only,,False,2755
run1,gold-0267,309,Immigration process - Need to fill an application for waiver of grounds of inadmissibility under INA 212 (a)(2)(A)(i)(II)- affidavit of extreme hardship and evidence,International Law > Gen. Immigration/Visas,International Law > General Immigration/Visas || Administrative Law > General (State) || General Litigation > Health Law/HIPAA,1,3,1,1.0,1,0.333333,True,True,False,1,3,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,13044
run1,gold-0268,310,I feel I am a victim of abuse and would like to seek help from an immigration attorney experienced with VAWA to see if they can take my case. I live in fear to lose my kids.,International Law > Gen. Immigration/Visas,Family Law > Domestic Violence,1,1,0,0,0,0,False,False,False,1,1,0,0,False,False,0,0,0,no_correct_category,,True,10732
run1,gold-0269,311,"PLEASE I NEED AN IMMIGRATION LAWYER TO FILE MY IMMIGRATION STATUS , I CAME WITH STUDENT VISA AND TRY TO ADJUST MY MY STATUS .THANKS",International Law > Gen. Immigration/Visas,International Law > General Immigration/Visas || International Law > Gen. Immigration/Visas,1,2,1,1.0,2,1.0,True,True,True,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,7357
run1,gold-0270,312,"Immigration related matter, I have an appointment for a green card hearing and I recently discovered that I have some problems that can negatively affect the application.",International Law > Gen. Immigration/Visas,International Law > General Immigration/Visas || General Litigation > Health Law/HIPAA,1,2,1,1.0,1,0.5,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,66320
run1,gold-0271,313,Please I new immigration lawyer to adjust my status from student visa to permanent resident. Thanks,International Law > Gen. Immigration/Visas,International Law > General Immigration/Visas || International Law > Gen. Immigration/Visas,1,2,1,1.0,2,1.0,True,True,True,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,74378
run1,gold-0272,314,"Please I need a lawyer to help me adjust my immigration status, I currently have student visa and want to adjust my status for permanent resident from marriage. Thanks",International Law > Gen. Immigration/Visas,International Law > General Immigration/Visas || Family Law > General (Divorce/Separation etc.) || International Law > Gen. Immigration/Visas,1,3,1,1.0,2,0.666667,True,True,False,1,2,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,5542
run1,gold-0273,315,"Hi, looking for a bilingual (Spanish/English) immigration attorney to discuss getting legal documents for my undocumented cousin. He is turning 18 this July, so wondering if we need to do anything for him. His parents are also undocumented. Thank you!",International Law > Gen. Immigration/Visas,International Law > General Immigration/Visas,1,1,1,1.0,1,1.0,True,True,True,1,1,1,1.0,True,True,1,0,1.0,all_exact_sublabels,,False,15887
run1,gold-0274,316,I would like to build up an EB5 immigration case. Need Attorney(s) who specializes both immigration and professional investment law and processes.,International Law > Gen. Immigration/Visas || Business & Corporate > Securities,International Law > General Immigration/Visas,2,1,1,0.5,1,1.0,True,False,False,2,1,1,0.5,True,False,1,0,0.5,some_exact_sublabels,,False,5661
