run,scenario_id,boundary_id,direction,flip_type,mechanism,safety_sensitive,opening_query,hidden_fact,expected_initial_label,expected_final_label,initial_labels,initial_category_present,initial_exact_present,plausible_initial_present,follow_up_question_count,follow_up_questions,question_matched,matched_question,final_labels,final_category_present,final_exact_present,expected_final_category_present_initially,expected_final_exact_present_initially,expected_final_category_added,expected_final_exact_added,expected_final_exact_lost,provider_error,latency_ms
variability_b2_20260719T071320Z,v2_custody_safety_14,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,true,I pay child support every month but I haven't been allowed to see my kids since March.,"We were never married and I never established legal paternity — the support was a voluntary arrangement, and apparently I have no enforceable visitation rights until parentage is legal.",Family Law > Child Custody/Visitation,Family Law > Paternity,Family Law > Child Support/Modification || Family Law > Child Custody/Visitation,True,True,True,2,"Do you already have a court order (parenting plan) for custody/visits? || Are you looking for help with child support payments, or with seeing your kids?",True,Do you already have a court order (parenting plan) for custody/visits?,Family Law > Paternity || Family Law > Child Custody/Visitation,True,True,True,False,False,True,False,,22308
variability_b2_20260719T071320Z,v2_custody_safety_45,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,true,"My son's school keeps calling me instead of his mother even on her weeks, and it's causing fights.","The school calls me because on her weeks he's been caught twice vandalizing lockers — the district is now billing us for damages, and that liability question is what I need handled.",Family Law > Child Custody/Visitation,Family Law > Parental Responsibility,Family Law > Parental Responsibility || Family Law > Child Custody/Visitation || Administrative Law > Schools — Special Needs Education,True,True,True,3,"Do you have a court order or parenting plan (a written court schedule/rules for the parents) that says who the school should call or who makes school decisions? || Have you given the school a copy of the court order/parenting plan and asked them to update who they contact? || Does your son get special education help at school, like an IEP (special education plan) or a 504 plan (school accommodations plan)?",False,,,,,True,True,False,False,False,,19557
variability_b2_20260719T071320Z,v2_custody_safety_48,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,true,I just learned my ex has been recording every phone call I make to my children.,"He's also recording MY end of calls with my lawyer when the kids hand me over — our state requires all-party consent, and I want the interception itself pursued.",Family Law > Child Custody/Visitation,General Litigation > General Torts/Privacy,Family Law > Child Custody/Visitation || General Litigation > General Torts/Privacy || General Litigation > Tort Claims Act,True,True,True,3,What state are you in? (Phone call recording laws are different by state.) || Do you already have a custody or parenting plan (court order about the kids) or an open court case with your ex about the kids? || What is your ex doing with the recordings?,True,What is your ex doing with the recordings?,General Litigation > General Torts/Privacy || General Litigation > Stalking Orders || General Litigation > Tort Claims Act,True,True,True,True,False,False,False,,53757
variability_b2_20260719T071320Z,v2_custody_safety_62,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,true,My daughter's father hasn't seen her in three years and now suddenly demands weekends.,His 'demand' arrived the same week as my support-modification filing — his lawyer's letter even offers to drop the weekend demand if I drop the increase; it's a support-leverage play to answer inside the support case.,Family Law > Child Custody/Visitation,Family Law > Child Support/Modification,Family Law > Child Custody/Visitation || Wills & Trusts > Probate || Family Law > Other,True,True,True,3,"Do you already have a court order that says who has custody and when visits happen? || Is he legally recognized as the father (for example, on the birth certificate or by a court order)? || Is there currently a court order about when the father can see your daughter?",False,,,,,True,False,False,False,False,,20150
variability_b2_20260719T071320Z,v2_custody_safety_63,custody_safety,AtoB,label_change,M1_core_vs_secondary_issue,true,My son came home from his dad's with bruises and a story that keeps changing.,"His pediatrician made the mandatory report yesterday — DHS is assessing both homes now, and everything runs through that assessment first.",Family Law > Child Custody/Visitation,Family Law > Juvenile/DHS Issues,General Litigation > Child Abuse Victims || Family Law > Child Custody/Visitation || Family Law > Restraining Orders,True,True,True,3,"Have child protective services or the police been contacted about your son's bruises? || Do you have a court order about custody or visitation for your son? || Do you want to report this to the authorities, or are you looking for legal advice on how to proceed?",True,Have child protective services or the police been contacted about your son's bruises?,Family Law > Juvenile/DHS Issues || General Litigation > Child Abuse Victims,True,True,True,False,False,True,False,,52033
variability_b2_20260719T071320Z,v2_debt_posture_01,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,A debt collector will not leave me alone about an old credit card and I can't take it anymore.,They call my workplace six times a day and told my coworker I'm a deadbeat who could be arrested.,Debtor/Creditor > General (Debtor),Debtor/Creditor > Collection/Harassment,Debtor/Creditor > Collection/Harassment || Debtor/Creditor > Debt Counseling/Workouts,True,False,True,2,Have you been sued or gotten any court papers about this credit card debt? || Is this about a credit card debt that you believe you already paid off or is not yours?,False,,,,,True,True,False,False,False,,28075
variability_b2_20260719T071320Z,v2_debt_posture_06,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My wages just got garnished without any warning and my rent check is going to bounce.,I was never served with the lawsuit — the collector swore they served me at an address I left five years ago.,Debtor/Creditor > General (Debtor),Debtor/Creditor > Collection/Harassment,Real Property > Tenant (Residential),False,False,False,0,,False,,,,,False,False,False,False,False,,12199
variability_b2_20260719T071320Z,v2_debt_posture_10,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,The hospital sent my bill to collections even though I was making small payments every month.,The bill only exists because my health insurer wrongly denied the claim as 'not medically necessary' — I'm appealing that denial.,Debtor/Creditor > General (Debtor),General Litigation > Insurance (Health/Disability),Debtor/Creditor > Collection/Harassment || Debtor/Creditor > General (Debtor) || Consumer Law > Banking,True,True,True,3,"Before the hospital sent the bill to collections, did you and the hospital agree on a payment plan? || What are you disagreeing with most? || Has a court said you must pay this debt (for example, a judgment or other court order)?",True,What are you disagreeing with most?,,,,False,False,False,False,False,,29650
variability_b2_20260719T071320Z,v2_debt_posture_12,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My bank account was frozen this morning and I can't buy groceries. I don't even know who did this.,"The garnishment took my Social Security disability money, which the collector knows is protected income.",Debtor/Creditor > General (Debtor),Debtor/Creditor > Collection/Harassment,Consumer Law > Banking || Debtor/Creditor > Collection/Harassment || Administrative Law > Medicare/Medicaid,True,False,True,2,"Do you know who asked for the freeze, or what your bank says caused it? || Did you get any notice about the freeze (like a letter, email, or message from the bank or a court)?",True,"Do you know who asked for the freeze, or what your bank says caused it?",Debtor/Creditor > Collection/Harassment || Administrative Law > Social Security/SSI,True,True,True,True,False,False,False,,36271
variability_b2_20260719T071320Z,v2_debt_posture_21,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,Medical bills from my heart surgery are burying us and the hospital's patience just ran out.,We have steady income and can pay 60% over time — we want someone to negotiate a structured settlement before they sue.,Debtor/Creditor > General (Debtor),Debtor/Creditor > Debt Counseling/Workouts,Bankruptcy > Personal || General Litigation > Personal Injury || Debtor/Creditor > Debt Counseling/Workouts,True,False,True,3,"What best describes where things stand right now? || Are these medical bills related to an injury you suffered, or are they just regular medical expenses? || Are you having trouble paying other bills besides the medical bills, like your mortgage or car payments?",True,What best describes where things stand right now?,Debtor/Creditor > Debt Counseling/Workouts || Debtor/Creditor > General (Debtor),True,True,True,True,False,False,False,,29253
variability_b2_20260719T071320Z,v2_debt_posture_24,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,"The same debt collector calls me twenty times a day, even after I sent them a letter.","The 'collector' is actually the water district's own billing office, and they've now scheduled a shutoff over charges from a leak that was on THEIR side of the meter.",Debtor/Creditor > Collection/Harassment,Administrative Law > Utilities,Debtor/Creditor > Collection/Harassment,True,True,True,1,Did you send the debt collector a letter asking them to stop contacting you?,False,,,,,False,False,False,False,False,,19351
variability_b2_20260719T071320Z,v2_debt_posture_25,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I co-signed a loan for my sister and now the lender is coming after me for all of it.,"She filed Chapter 13 — her plan proposes paying this loan, and I need someone protecting my position inside her case before the lender takes it out of me.",Debtor/Creditor > General (Debtor),Bankruptcy > Creditors,Debtor/Creditor > General (Debtor) || Debtor/Creditor > Collection/Harassment || Debtor/Creditor > General (Creditor),True,True,True,2,"What’s happening right now? || Are you being asked to pay the loan because your sister didn't pay, or because you are both responsible for the loan?",True,"Are you being asked to pay the loan because your sister didn't pay, or because you are both responsible for the loan?",,,,False,False,False,False,False,,46117
variability_b2_20260719T071320Z,v2_debt_posture_42,debt_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My dead father's credit card company is calling ME about his balance every single day.,"I'm the named executor and his estate has assets — the right move is opening probate and handling claims properly, not fighting the calls.",Debtor/Creditor > Collection/Harassment,Wills & Trusts > Probate,Debtor/Creditor > Collection/Harassment || Wills & Trusts > Probate || Debtor/Creditor > General (Creditor),True,True,True,3,"Are you the person who handles your father’s estate (the executor/personal representative — the person who manages his property and debts after death)? || Is there a probate case open for your father’s estate (a court process to handle his property and debts)? || Are you the executor or administrator of your father's estate, or are you being asked to pay the debt yourself?",True,"Are you the executor or administrator of your father's estate, or are you being asked to pay the debt yourself?",Wills & Trusts > Probate || Debtor/Creditor > General (Creditor) || Debtor/Creditor > Collection/Harassment,True,True,True,True,False,False,False,,39485
variability_b2_20260719T071320Z,v2_discharge_reason_03,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,After ten years with great reviews I suddenly got terminated. I think it was completely unfair.,My new manager had been making comments about my age and replaced me with someone in their twenties.,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Discrimination - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > General - Employee,True,True,True,1,What’s the main reason you think your job firing was illegal (not just unfair)?,True,What’s the main reason you think your job firing was illegal (not just unfair)?,Labor & Employment > Discrimination - Employee || Labor & Employment > Wrongful Discharge - Employee,True,True,True,True,False,False,False,,41888
variability_b2_20260719T071320Z,v2_discharge_reason_06,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,My boss fired me and I know the official reason is fake. What can I do about it?,"It happened a month after I told HR I was pregnant, and my duties were fine until then.",Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Discrimination - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > Whistleblowers - Employee,True,True,True,3,"Do you think you were fired because of any protected reason (a reason the law says an employer cannot use)? || Right before you were fired, did you report something illegal or unsafe at work, refuse to do something illegal, or use a legal right (like workers’ comp (benefits for a work injury) or jury duty)? || Did you have a contract or union rules that limited when your boss could fire you?",True,Do you think you were fired because of any protected reason (a reason the law says an employer cannot use)?,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee,True,True,True,True,False,False,False,,37084
variability_b2_20260719T071320Z,v2_discharge_reason_12,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,Let go from my office job with a vague 'not a good fit' explanation after years of promotions.,The change started after I disclosed my bipolar diagnosis to my team lead and asked for a quieter workspace.,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > ADA (Disability) Act Issues - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > General - Employee || Labor & Employment > General,True,True,True,3,Do you think you were fired for any of these reasons? || What best describes your job situation? || Did your employer offer you severance pay (money to leave) or ask you to sign any paperwork to get money or benefits?,True,Do you think you were fired for any of these reasons?,,,,True,False,False,False,False,,41643
variability_b2_20260719T071320Z,v2_discharge_reason_13,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,My employer forced me to resign by making my job impossible. I refused to quit so they fired me.,The 'impossible' part was my shift lead's constant sexual comments and touching after I turned him down.,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Sexual Harassment - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > General - Employee || Labor & Employment > General,True,True,True,3,Do you think they pushed you out because of any of the following? || Did your employer give you a reason for firing you? || Did you have a written contract or agreement with your employer?,True,Do you think they pushed you out because of any of the following?,Labor & Employment > Sexual Harassment - Employee || Labor & Employment > Wrongful Discharge - Employee,True,True,True,False,False,True,False,,16430
variability_b2_20260719T071320Z,v2_discharge_reason_19,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,Terminated from my trucking job and I'm certain the reason they wrote up is a cover story.,I had reported the company to federal safety regulators for forcing drivers past their legal hours.,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Whistleblowers - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > Whistleblowers - Employee,True,True,True,1,What makes you think your firing was illegal?,True,What makes you think your firing was illegal?,Labor & Employment > Whistleblowers - Employee || Labor & Employment > Wrongful Discharge - Employee,True,True,True,True,False,False,False,,41986
variability_b2_20260719T071320Z,v2_discharge_reason_45,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,My warehouse cut me loose right before peak season with no explanation after five years of perfect attendance.,"It happened the week our organizing cards went public — I'm on the organizing committee, and three of the five of us were cut together.",Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Union Issues - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > General - Employee,True,True,True,3,"How were you working at the warehouse? || Right before they let you go, did any of these happen? (Pick all that fit) || Do you think they let you go because of who you are, like your race, religion, sex/gender, age (40+), or disability?",True,"Right before they let you go, did any of these happen? (Pick all that fit)",Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Union Issues - Employee || Labor & Employment > Discrimination - Employee,True,True,True,False,False,True,False,,41051
variability_b2_20260719T071320Z,v2_discharge_reason_46,discharge_reason,BtoA,label_change,M1_core_vs_secondary_issue,false,"I was fired for my disability, plain and simple, and I want to hold them accountable.",Looking at the timeline honestly — they accommodated my disability for years; the firing came the week after I served jury duty they'd begged me to postpone.,Labor & Employment > ADA (Disability) Act Issues - Employee,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > ADA (Disability) Act Issues - Employee || Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee,True,True,True,1,Which best describes what happened?,False,,,,,True,True,False,False,False,,23993
variability_b2_20260719T071320Z,v2_discharge_reason_50,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,I got terminated while deployed with the National Guard and came home to no job.,"The JAG office says it's a USERRA case — reemployment rights for service members, with the Department of Labor's veterans unit as the first stop.",Labor & Employment > Wrongful Discharge - Employee,Administrative Law > Military/Veterans,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > Public Employees - Employee,True,True,True,3,What happened with your job while you were deployed with the National Guard? || Who did you work for? || How were you paid at that job?,True,What happened with your job while you were deployed with the National Guard?,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Public Employees - Employee || Labor & Employment > Discrimination - Employee,False,False,False,False,False,False,False,,54303
variability_b2_20260719T071320Z,v2_discharge_reason_64,discharge_reason,AtoB,label_change,M1_core_vs_secondary_issue,false,"After my military spouse's PCS orders came through, my remote employer suddenly 'restructured' my role away.",Our state protects military-family status — and my manager's email said the quiet part: 'can't build around someone who moves every two years.',Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Discrimination - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > General - Employee,True,True,True,3,"What did your employer do to your job after your spouse got PCS (military move) orders? || At this job, were you a regular employee (W-2) or an independent contractor (1099)? || Did they ask you to sign a severance agreement (a paper where you get money, but you may give up legal rights)?",False,,,,,True,True,False,False,False,,49394
variability_b2_20260719T071320Z,v2_divorce_context_01,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I need to file for divorce. We've been married four years and there's no fixing this.,"My husband is active-duty Army, currently deployed overseas.",Family Law > General (Divorce/Separation etc.),Family Law > Military,Family Law > General (Divorce/Separation etc.) || Taxation > Personal Income || General Litigation > General Litigation,True,True,True,0,,False,,,,,True,False,False,False,False,,3651
variability_b2_20260719T071320Z,v2_divorce_context_10,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I'm leaving my marriage and I have no income of my own right now. What am I entitled to?,I gave up my nursing career for 12 years to raise our kids while he built his practice — long-term support is the entire fight.,Family Law > General (Divorce/Separation etc.),Family Law > Spousal Support,Family Law > General (Divorce/Separation etc.) || Family Law > Spousal Support || Administrative Law > General (State),True,True,True,3,"Are you mainly asking about money support from your spouse, about the overall split (property/debts/kids), or both? || Do you have children with your spouse? || Who owns the home — you, your spouse, or both of you?",True,"Are you mainly asking about money support from your spouse, about the overall split (property/debts/kids), or both?",,,,True,True,False,False,False,,46189
variability_b2_20260719T071320Z,v2_divorce_context_41,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My husband handles all our money and I found out he's been hiding accounts as we head toward divorce.,I can't afford full representation at all — legal aid suggested coaching: someone to guide my own discovery requests and filings step by step.,Family Law > General (Divorce/Separation etc.),Family Law > Pro Se Coaching,Family Law > General (Divorce/Separation etc.) || Debtor/Creditor > General (Debtor) || Family Law > Spousal Support,True,True,True,2,"Are you looking for help with the divorce itself, or with the hidden money accounts? || Who owns the home — you, your husband, or both of you?",False,,,,,True,False,False,False,False,,42135
variability_b2_20260719T071320Z,v2_divorce_context_44,divorce_context,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I need a military divorce attorney — my husband retired from the Army last year and everything is pensions and benefits.,"The divorce itself finished in mediation — all that's left is drafting the military-pension division order correctly, which is specialized drafting, not a contested case.",Family Law > Military,Family Law > QDROs,Family Law > Military || Family Law > General (Divorce/Separation etc.) || Family Law > QDROs,True,True,True,1,"Are you looking for help with your own military pension and benefits, or your husband's?",False,,,,,True,True,False,False,False,,11071
variability_b2_20260719T071320Z,v2_divorce_context_61,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,"My wife and I are done, but our biggest asset is my pension that doesn't pay out for nine more years.","We've settled everything else by agreement — drafting the pension division order correctly, with survivor elections and the nine-year horizon, IS the remaining case.",Family Law > General (Divorce/Separation etc.),Family Law > QDROs,Family Law > General (Divorce/Separation etc.) || Family Law > QDROs || Labor & Employment > Pensions/Benefits/ERISA - Employee,True,True,True,3,"Where are you in the process of ending the marriage and dealing with the pension? || Are you looking for help with ending your marriage, or with understanding your pension benefits? || Who owns the pension — you, your wife, or both of you?",True,"Are you looking for help with ending your marriage, or with understanding your pension benefits?",,,,True,True,False,False,False,,47066
variability_b2_20260719T071320Z,v2_divorce_context_65,divorce_context,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,After thirty years my parents are divorcing and my mother has never once paid a bill or seen a statement.,"Mom's early dementia complicates everything — she may lack capacity to instruct divorce counsel, and whether I need protective authority for her comes before the divorce can even proceed.",Family Law > General (Divorce/Separation etc.),Wills & Trusts > Power of Attorney,Family Law > General (Divorce/Separation etc.) || Family Law > Spousal Support || Wills & Trusts > General (Wills/Trusts/Estates),True,True,True,3,"What kind of help do you want for your mother right now? || Are you asking about the divorce itself, or about how your parents' property and money will be divided? || Who owns the home — your mom, your dad, or both of them?",True,What kind of help do you want for your mother right now?,Family Law > General (Divorce/Separation etc.) || Wills & Trusts > Conservatorship/Guardianship,True,False,True,False,False,False,False,,45755
variability_b2_20260719T071320Z,v2_divorce_context_66,divorce_context,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,"My husband served me papers, and his family's lawyer 'generously' offered to handle everything for both of us.","I've realized the 'shared lawyer' represents HIM — the proposed terms give him the house and my retirement; I need my own full representation, not a document check.",Family Law > Document Review,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.) || Family Law > Document Review || Family Law > Pro Se Coaching,True,True,True,3,"What papers did your husband have you served with? || Do you and your husband have any kids under 18 together? || Do you want help just understanding the papers, or help with the whole divorce process?",True,"Do you want help just understanding the papers, or help with the whole divorce process?",Family Law > General (Divorce/Separation etc.) || Family Law > Document Review || Family Law > Spousal Support,True,True,True,True,False,False,False,,46244
variability_b2_20260719T071320Z,v2_employment_paper_and_pay_04,employment_paper_and_pay,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I was disciplined at my job unfairly and I want to fight it through every channel I have.,I'm a state corrections officer — civil service rules give me an appeal to the personnel board with a 15-day deadline.,Labor & Employment > General - Employee,Labor & Employment > Public Employees - Employee,Labor & Employment > General - Employee || Labor & Employment > Discrimination - Employee || Labor & Employment > Wrongful Discharge - Employee,True,True,True,2,What do you think is the main reason your job disciplined you? || What are you trying to do about the discipline?,True,What do you think is the main reason your job disciplined you?,Labor & Employment > Public Employees - Employee || Administrative Law > General (State) || Administrative Law > Professional Licensing,True,True,True,False,False,True,False,,39440
variability_b2_20260719T071320Z,v2_employment_paper_and_pay_06,employment_paper_and_pay,BtoA,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I have a wage claim against my old employer but there's a complication I didn't expect.,"The company just filed Chapter 7 — I got a bankruptcy notice, and my unpaid wages are now a priority claim I have to file in that case.",Labor & Employment > Wage and Hour Claims - Employee,Bankruptcy > Creditors,Labor & Employment > Wage and Hour Claims - Employee || General Litigation > Health Law/HIPAA || Labor & Employment > Wage and Hour Claims - Employer,True,True,True,3,What is the complication? || What is the complication you are facing with your wage claim? || What is the complication you didn't expect?,True,What is the complication?,Bankruptcy > Creditors || Labor & Employment > Wage and Hour Claims - Employee,True,True,False,False,True,True,False,,30092
variability_b2_20260719T071320Z,v2_employment_paper_and_pay_46,employment_paper_and_pay,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My new job's offer letter promised a signing bonus and relocation that never appeared in my paychecks.,"They've now offered a 'correction agreement' paying half if I release all claims and extend my non-compete — that document needs review before Friday, whatever else happens.",Labor & Employment > Wage and Hour Claims - Employee,Labor & Employment > Document Review/Severance Packages - Employee,Labor & Employment > Wage and Hour Claims - Employee || Labor & Employment > General - Employee || Administrative Law > Unemployment,True,True,True,2,"Was the signing bonus/relocation pay written in your offer letter, and have you met any conditions (like staying a certain number of months)? || Did your employer give you a written contract or offer letter that mentions the signing bonus and relocation payment?",False,,,,,True,False,False,False,False,,19898
variability_b2_20260719T071320Z,v2_estate_posture_07,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My grandfather left me and my niece the family home but there are complications with taking it over.,The 'complication' is a reverse mortgage — the lender has already scheduled a foreclosure auction unless we act fast.,Wills & Trusts > Probate,Real Property > Foreclosure,Wills & Trusts > Probate || Real Property > General (Residential) || General Litigation > Malpractice-Medical,True,True,True,3,"Did your grandfather leave a will, and has a probate case (court process to transfer property after someone dies) been started? || What is the biggest thing making it hard to take over the house? || What do you and your niece want to do with the house?",True,What is the biggest thing making it hard to take over the house?,"Real Property > Foreclosure || Wills & Trusts > Probate || Real Property > Government Loans (VA, FHA, etc.)",True,True,True,False,False,True,False,,30434
variability_b2_20260719T071320Z,v2_estate_posture_08,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,"We're deciding whether to transfer ownership of a property or put it in a trust, and we need advice.","The property carries a VA construction loan tied to my husband's disabled-veteran status, and the transfer can't jeopardize that loan or his property-tax exemption.",Wills & Trusts > General (Wills/Trusts/Estates),"Real Property > Government Loans (VA, FHA, etc.)",Wills & Trusts > General (Wills/Trusts/Estates) || Wills & Trusts > Living Trusts || Wills & Trusts > Document Review,True,True,True,3,Is your main goal estate planning (avoid probate and plan for what happens after death) or to gift/sell the property right now? || What kind of property is it? || Who owns the property now?,False,,,,,False,False,False,False,False,,25993
variability_b2_20260719T071320Z,v2_estate_posture_11,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My father remarried late in life and now his new wife controls everything he owned. We're worried.,"Dad has advancing dementia, and she had him sign a new will and deed at home two months after his diagnosis, with her own notary.",Wills & Trusts > Litigation,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Conservatorship/Guardianship || Wills & Trusts > Power of Attorney,True,False,True,3,"Is your father still alive? || What are you most worried about right now? || Do you know if your father recently signed any papers that gave his new wife control, like a power of attorney (paper that lets someone make decisions for you), a will (who gets property after death), or a trust (legal way to hold/manage property)?",True,"Do you know if your father recently signed any papers that gave his new wife control, like a power of attorney (paper that lets someone make decisions for you), a will (who gets property after death), or a trust (legal way to hold/manage property)?",Wills & Trusts > Litigation || Wills & Trusts > Elder Abuse || Wills & Trusts > Power of Attorney,True,True,True,True,False,False,False,,81120
variability_b2_20260719T071320Z,v2_estate_posture_21,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,I need someone to help me sort out my father's affairs. The paperwork alone fills a table.,"Dad died in February — there's a will naming me executor, and the court process hasn't been started.",Wills & Trusts > General (Wills/Trusts/Estates),Wills & Trusts > Probate,Wills & Trusts > General (Wills/Trusts/Estates) || Wills & Trusts > Probate || Family Law > Other,True,True,True,3,Is your father still alive? || What kind of help do you need most right now? || Did your father have a will?,True,Did your father have a will?,Wills & Trusts > Probate || Wills & Trusts > General (Wills/Trusts/Estates),True,True,True,True,False,False,False,,26334
variability_b2_20260719T071320Z,v2_estate_posture_22,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,My sister was in charge of Mom's money for the last five years and the numbers don't add up.,"Mom is still alive — sister used the POA to move $200,000 into her own accounts while Mom's Alzheimer's worsened, and we need it stopped and recovered now.",Wills & Trusts > Probate,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Power of Attorney || Wills & Trusts > Litigation,True,False,True,3,How was your sister in charge of your mom’s money? || Is your mom still alive? || What do you want most right now?,True,What do you want most right now?,,,,True,True,False,False,False,,61048
variability_b2_20260719T071320Z,v2_estate_posture_46,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,The funeral is Friday and the family is already fighting about who's in charge of everything.,"Mom left a full binder — trust, pour-over will, directives — and what we actually need is someone to read it and tell us who does what; there may be nothing to fight about.",Wills & Trusts > Probate,Wills & Trusts > Document Review,Wills & Trusts > Probate || Wills & Trusts > Litigation || Wills & Trusts > General (Wills/Trusts/Estates),True,True,True,3,"Is the argument mostly about funeral plans right now, or about who controls the person’s money and property (their estate)? || Did the person who died leave a will or trust, and does it name someone to be in charge of the estate (executor/personal representative)? || Has anyone filed papers in probate court to be the person in charge of the estate?",True,"Did the person who died leave a will or trust, and does it name someone to be in charge of the estate (executor/personal representative)?",Wills & Trusts > Document Review || Wills & Trusts > General (Wills/Trusts/Estates) || Wills & Trusts > Living Trusts,True,True,True,False,False,True,False,,62530
variability_b2_20260719T071320Z,v2_estate_posture_62,estate_posture,AtoB,routing_disambiguation,M3_missing_procedural_or_institutional_fact,false,Mom made me joint owner of her house 'to keep it simple' and my siblings are furious now that she's gone.,They've filed a constructive-trust suit claiming the deed was only for convenience — defending my survivorship title in that case is where this lives now.,Wills & Trusts > Probate,Wills & Trusts > Litigation,Wills & Trusts > Litigation || Wills & Trusts > General (Wills/Trusts/Estates) || Real Property > Litigation,True,False,False,2,Was the house deed changed to include your name as a joint owner before your mom passed away? || Did your mom have a will or trust that mentions the house?,True,Was the house deed changed to include your name as a joint owner before your mom passed away?,Wills & Trusts > Litigation || Real Property > Litigation || General Litigation > General Litigation,True,True,True,True,False,False,False,,38556
variability_b2_20260719T071320Z,v2_government_defendant_04,government_defendant,AtoB,label_change,M2_specific_vs_general_fallback,false,I need a civil lawyer because I was hurt during an arrest that never should have happened.,"My lawyer friend says the first step is a tort claim notice against the city within 180 days, and that window is closing next month.",General Litigation > Actions Against Police,General Litigation > Tort Claims Act,General Litigation > Actions Against Police || General Litigation > Personal Injury || General Litigation > Civil Rights,True,True,True,1,Which best fits what happened?,False,,,,,True,False,False,False,False,,9654
