story_index,canonical_source_row,left_rater,right_rater,pair_type,jaccard_distance,exact_set_match,absolute_label_count_difference
47,140,deepseek_v4,qs,human_llm,0.6666666666666667,0,2
47,140,jackie,qs,human_human,0.33333333333333337,0,1
48,145,gpt52,gemini31_pro,llm_llm,0.5,0,1
48,145,gpt52,deepseek_v4,llm_llm,0.0,1,0
48,145,gpt52,jackie,human_llm,0.5,0,1
48,145,gpt52,qs,human_llm,0.0,1,0
48,145,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
48,145,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
48,145,gemini31_pro,qs,human_llm,0.5,0,1
48,145,deepseek_v4,jackie,human_llm,0.5,0,1
48,145,deepseek_v4,qs,human_llm,0.0,1,0
48,145,jackie,qs,human_human,0.5,0,1
49,151,gpt52,gemini31_pro,llm_llm,0.0,1,0
49,151,gpt52,deepseek_v4,llm_llm,0.5,0,1
49,151,gpt52,jackie,human_llm,0.0,1,0
49,151,gpt52,qs,human_llm,0.0,1,0
49,151,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
49,151,gemini31_pro,jackie,human_llm,0.0,1,0
49,151,gemini31_pro,qs,human_llm,0.0,1,0
49,151,deepseek_v4,jackie,human_llm,0.5,0,1
49,151,deepseek_v4,qs,human_llm,0.5,0,1
49,151,jackie,qs,human_human,0.0,1,0
50,152,gpt52,gemini31_pro,llm_llm,0.0,1,0
50,152,gpt52,deepseek_v4,llm_llm,0.5,0,1
50,152,gpt52,jackie,human_llm,0.5,0,1
50,152,gpt52,qs,human_llm,0.0,1,0
50,152,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
50,152,gemini31_pro,jackie,human_llm,0.5,0,1
50,152,gemini31_pro,qs,human_llm,0.0,1,0
50,152,deepseek_v4,jackie,human_llm,1.0,0,0
50,152,deepseek_v4,qs,human_llm,0.5,0,1
50,152,jackie,qs,human_human,0.5,0,1
51,155,gpt52,gemini31_pro,llm_llm,0.6666666666666667,0,0
51,155,gpt52,deepseek_v4,llm_llm,0.5,0,1
51,155,gpt52,jackie,human_llm,0.6666666666666667,0,0
51,155,gpt52,qs,human_llm,0.6666666666666667,0,0
51,155,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
51,155,gemini31_pro,jackie,human_llm,0.0,1,0
51,155,gemini31_pro,qs,human_llm,0.0,1,0
51,155,deepseek_v4,jackie,human_llm,0.5,0,1
51,155,deepseek_v4,qs,human_llm,0.5,0,1
51,155,jackie,qs,human_human,0.0,1,0
52,156,gpt52,gemini31_pro,llm_llm,0.5,0,1
52,156,gpt52,deepseek_v4,llm_llm,0.5,0,1
52,156,gpt52,jackie,human_llm,0.0,1,0
52,156,gpt52,qs,human_llm,0.5,0,1
52,156,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
52,156,gemini31_pro,jackie,human_llm,0.5,0,1
52,156,gemini31_pro,qs,human_llm,0.0,1,0
52,156,deepseek_v4,jackie,human_llm,0.5,0,1
52,156,deepseek_v4,qs,human_llm,0.0,1,0
52,156,jackie,qs,human_human,0.5,0,1
53,157,gpt52,gemini31_pro,llm_llm,0.0,1,0
53,157,gpt52,deepseek_v4,llm_llm,0.5,0,1
53,157,gpt52,jackie,human_llm,0.0,1,0
53,157,gpt52,qs,human_llm,0.5,0,1
53,157,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
53,157,gemini31_pro,jackie,human_llm,0.0,1,0
53,157,gemini31_pro,qs,human_llm,0.5,0,1
53,157,deepseek_v4,jackie,human_llm,0.5,0,1
53,157,deepseek_v4,qs,human_llm,0.0,1,0
53,157,jackie,qs,human_human,0.5,0,1
54,165,gpt52,gemini31_pro,llm_llm,0.0,1,0
54,165,gpt52,deepseek_v4,llm_llm,0.0,1,0
54,165,gpt52,jackie,human_llm,0.0,1,0
54,165,gpt52,qs,human_llm,0.5,0,1
54,165,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
54,165,gemini31_pro,jackie,human_llm,0.0,1,0
54,165,gemini31_pro,qs,human_llm,0.5,0,1
54,165,deepseek_v4,jackie,human_llm,0.0,1,0
54,165,deepseek_v4,qs,human_llm,0.5,0,1
54,165,jackie,qs,human_human,0.5,0,1
55,166,gpt52,gemini31_pro,llm_llm,0.0,1,0
55,166,gpt52,deepseek_v4,llm_llm,0.0,1,0
55,166,gpt52,jackie,human_llm,0.0,1,0
55,166,gpt52,qs,human_llm,0.0,1,0
55,166,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
55,166,gemini31_pro,jackie,human_llm,0.0,1,0
55,166,gemini31_pro,qs,human_llm,0.0,1,0
55,166,deepseek_v4,jackie,human_llm,0.0,1,0
55,166,deepseek_v4,qs,human_llm,0.0,1,0
55,166,jackie,qs,human_human,0.0,1,0
56,172,gpt52,gemini31_pro,llm_llm,1.0,0,1
56,172,gpt52,deepseek_v4,llm_llm,0.5,0,1
56,172,gpt52,jackie,human_llm,0.5,0,1
56,172,gpt52,qs,human_llm,0.5,0,1
56,172,gemini31_pro,deepseek_v4,llm_llm,1.0,0,0
56,172,gemini31_pro,jackie,human_llm,1.0,0,0
56,172,gemini31_pro,qs,human_llm,1.0,0,0
56,172,deepseek_v4,jackie,human_llm,0.0,1,0
56,172,deepseek_v4,qs,human_llm,0.0,1,0
56,172,jackie,qs,human_human,0.0,1,0
57,176,gpt52,gemini31_pro,llm_llm,0.6666666666666667,0,0
57,176,gpt52,deepseek_v4,llm_llm,0.5,0,1
57,176,gpt52,jackie,human_llm,1.0,0,1
57,176,gpt52,qs,human_llm,1.0,0,1
57,176,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
57,176,gemini31_pro,jackie,human_llm,0.5,0,1
57,176,gemini31_pro,qs,human_llm,0.5,0,1
57,176,deepseek_v4,jackie,human_llm,1.0,0,0
57,176,deepseek_v4,qs,human_llm,1.0,0,0
57,176,jackie,qs,human_human,0.0,1,0
58,178,gpt52,gemini31_pro,llm_llm,0.0,1,0
58,178,gpt52,deepseek_v4,llm_llm,0.0,1,0
58,178,gpt52,jackie,human_llm,0.0,1,0
58,178,gpt52,qs,human_llm,0.0,1,0
58,178,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
58,178,gemini31_pro,jackie,human_llm,0.0,1,0
58,178,gemini31_pro,qs,human_llm,0.0,1,0
58,178,deepseek_v4,jackie,human_llm,0.0,1,0
58,178,deepseek_v4,qs,human_llm,0.0,1,0
58,178,jackie,qs,human_human,0.0,1,0
59,186,gpt52,gemini31_pro,llm_llm,0.0,1,0
59,186,gpt52,deepseek_v4,llm_llm,0.0,1,0
59,186,gpt52,jackie,human_llm,0.0,1,0
59,186,gpt52,qs,human_llm,0.0,1,0
59,186,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
59,186,gemini31_pro,jackie,human_llm,0.0,1,0
59,186,gemini31_pro,qs,human_llm,0.0,1,0
59,186,deepseek_v4,jackie,human_llm,0.0,1,0
59,186,deepseek_v4,qs,human_llm,0.0,1,0
59,186,jackie,qs,human_human,0.0,1,0
60,193,gpt52,gemini31_pro,llm_llm,0.5,0,0
60,193,gpt52,deepseek_v4,llm_llm,0.75,0,1
60,193,gpt52,jackie,human_llm,0.33333333333333337,0,1
60,193,gpt52,qs,human_llm,0.6666666666666667,0,2
60,193,gemini31_pro,deepseek_v4,llm_llm,0.33333333333333337,0,1
60,193,gemini31_pro,jackie,human_llm,0.75,0,1
60,193,gemini31_pro,qs,human_llm,0.6666666666666667,0,2
60,193,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
60,193,deepseek_v4,qs,human_llm,0.5,0,1
60,193,jackie,qs,human_human,0.5,0,1
61,196,gpt52,gemini31_pro,llm_llm,0.6666666666666667,0,2
61,196,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
61,196,gpt52,jackie,human_llm,0.6666666666666667,0,2
61,196,gpt52,qs,human_llm,0.6666666666666667,0,2
61,196,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
61,196,gemini31_pro,jackie,human_llm,1.0,0,0
61,196,gemini31_pro,qs,human_llm,0.0,1,0
61,196,deepseek_v4,jackie,human_llm,0.5,0,1
61,196,deepseek_v4,qs,human_llm,0.5,0,1
61,196,jackie,qs,human_human,1.0,0,0
62,198,gpt52,gemini31_pro,llm_llm,0.0,1,0
62,198,gpt52,deepseek_v4,llm_llm,0.5,0,1
62,198,gpt52,jackie,human_llm,0.5,0,1
62,198,gpt52,qs,human_llm,0.0,1,0
62,198,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
62,198,gemini31_pro,jackie,human_llm,0.5,0,1
62,198,gemini31_pro,qs,human_llm,0.0,1,0
62,198,deepseek_v4,jackie,human_llm,0.0,1,0
62,198,deepseek_v4,qs,human_llm,0.5,0,1
62,198,jackie,qs,human_human,0.5,0,1
63,202,gpt52,gemini31_pro,llm_llm,0.0,1,0
63,202,gpt52,deepseek_v4,llm_llm,0.5,0,1
63,202,gpt52,jackie,human_llm,0.5,0,1
63,202,gpt52,qs,human_llm,0.0,1,0
63,202,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
63,202,gemini31_pro,jackie,human_llm,0.5,0,1
63,202,gemini31_pro,qs,human_llm,0.0,1,0
63,202,deepseek_v4,jackie,human_llm,0.0,1,0
63,202,deepseek_v4,qs,human_llm,0.5,0,1
63,202,jackie,qs,human_human,0.5,0,1
64,206,gpt52,gemini31_pro,llm_llm,0.0,1,0
64,206,gpt52,deepseek_v4,llm_llm,0.5,0,1
64,206,gpt52,jackie,human_llm,0.5,0,1
64,206,gpt52,qs,human_llm,0.5,0,1
64,206,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
64,206,gemini31_pro,jackie,human_llm,0.5,0,1
64,206,gemini31_pro,qs,human_llm,0.5,0,1
64,206,deepseek_v4,jackie,human_llm,1.0,0,0
64,206,deepseek_v4,qs,human_llm,1.0,0,0
64,206,jackie,qs,human_human,0.0,1,0
65,212,gpt52,gemini31_pro,llm_llm,0.33333333333333337,0,1
65,212,gpt52,deepseek_v4,llm_llm,1.0,0,2
65,212,gpt52,jackie,human_llm,0.75,0,1
65,212,gpt52,qs,human_llm,0.75,0,1
65,212,gemini31_pro,deepseek_v4,llm_llm,1.0,0,1
65,212,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
65,212,gemini31_pro,qs,human_llm,0.6666666666666667,0,0
65,212,deepseek_v4,jackie,human_llm,0.5,0,1
65,212,deepseek_v4,qs,human_llm,0.5,0,1
65,212,jackie,qs,human_human,0.6666666666666667,0,0
66,213,gpt52,gemini31_pro,llm_llm,0.5,0,0
66,213,gpt52,deepseek_v4,llm_llm,0.75,0,1
66,213,gpt52,jackie,human_llm,0.75,0,1
66,213,gpt52,qs,human_llm,0.5,0,0
66,213,gemini31_pro,deepseek_v4,llm_llm,0.75,0,1
66,213,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
66,213,gemini31_pro,qs,human_llm,0.8,0,0
66,213,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
66,213,deepseek_v4,qs,human_llm,0.33333333333333337,0,1
66,213,jackie,qs,human_human,0.75,0,1
67,215,gpt52,gemini31_pro,llm_llm,0.0,1,0
67,215,gpt52,deepseek_v4,llm_llm,1.0,0,1
67,215,gpt52,jackie,human_llm,0.6666666666666667,0,0
67,215,gpt52,qs,human_llm,1.0,0,1
67,215,gemini31_pro,deepseek_v4,llm_llm,1.0,0,1
67,215,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
67,215,gemini31_pro,qs,human_llm,1.0,0,1
67,215,deepseek_v4,jackie,human_llm,0.5,0,1
67,215,deepseek_v4,qs,human_llm,0.0,1,0
67,215,jackie,qs,human_human,0.5,0,1
68,225,gpt52,gemini31_pro,llm_llm,0.0,1,0
68,225,gpt52,deepseek_v4,llm_llm,0.0,1,0
68,225,gpt52,jackie,human_llm,0.0,1,0
68,225,gpt52,qs,human_llm,0.0,1,0
68,225,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
68,225,gemini31_pro,jackie,human_llm,0.0,1,0
68,225,gemini31_pro,qs,human_llm,0.0,1,0
68,225,deepseek_v4,jackie,human_llm,0.0,1,0
68,225,deepseek_v4,qs,human_llm,0.0,1,0
68,225,jackie,qs,human_human,0.0,1,0
69,232,gpt52,gemini31_pro,llm_llm,0.5,0,1
69,232,gpt52,deepseek_v4,llm_llm,0.0,1,0
69,232,gpt52,jackie,human_llm,0.6666666666666667,0,0
69,232,gpt52,qs,human_llm,0.0,1,0
69,232,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
69,232,gemini31_pro,jackie,human_llm,0.5,0,1
69,232,gemini31_pro,qs,human_llm,0.5,0,1
69,232,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
69,232,deepseek_v4,qs,human_llm,0.0,1,0
69,232,jackie,qs,human_human,0.6666666666666667,0,0
70,233,gpt52,gemini31_pro,llm_llm,0.0,1,0
70,233,gpt52,deepseek_v4,llm_llm,0.0,1,0
70,233,gpt52,jackie,human_llm,0.33333333333333337,0,1
70,233,gpt52,qs,human_llm,0.33333333333333337,0,1
70,233,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
70,233,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
70,233,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
70,233,deepseek_v4,jackie,human_llm,0.33333333333333337,0,1
70,233,deepseek_v4,qs,human_llm,0.33333333333333337,0,1
70,233,jackie,qs,human_human,0.0,1,0
71,234,gpt52,gemini31_pro,llm_llm,0.33333333333333337,0,1
71,234,gpt52,deepseek_v4,llm_llm,0.0,1,0
71,234,gpt52,jackie,human_llm,0.33333333333333337,0,1
71,234,gpt52,qs,human_llm,0.0,1,0
71,234,gemini31_pro,deepseek_v4,llm_llm,0.33333333333333337,0,1
71,234,gemini31_pro,jackie,human_llm,0.5,0,0
71,234,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
71,234,deepseek_v4,jackie,human_llm,0.33333333333333337,0,1
71,234,deepseek_v4,qs,human_llm,0.0,1,0
71,234,jackie,qs,human_human,0.33333333333333337,0,1
72,240,gpt52,gemini31_pro,llm_llm,0.0,1,0
72,240,gpt52,deepseek_v4,llm_llm,0.0,1,0
72,240,gpt52,jackie,human_llm,0.0,1,0
72,240,gpt52,qs,human_llm,0.0,1,0
72,240,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
72,240,gemini31_pro,jackie,human_llm,0.0,1,0
72,240,gemini31_pro,qs,human_llm,0.0,1,0
72,240,deepseek_v4,jackie,human_llm,0.0,1,0
72,240,deepseek_v4,qs,human_llm,0.0,1,0
72,240,jackie,qs,human_human,0.0,1,0
73,252,gpt52,gemini31_pro,llm_llm,0.33333333333333337,0,1
73,252,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
73,252,gpt52,jackie,human_llm,0.33333333333333337,0,1
73,252,gpt52,qs,human_llm,0.75,0,1
73,252,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
73,252,gemini31_pro,jackie,human_llm,0.0,1,0
73,252,gemini31_pro,qs,human_llm,0.6666666666666667,0,0
73,252,deepseek_v4,jackie,human_llm,0.0,1,0
73,252,deepseek_v4,qs,human_llm,0.6666666666666667,0,0
73,252,jackie,qs,human_human,0.6666666666666667,0,0
74,255,gpt52,gemini31_pro,llm_llm,0.5,0,1
74,255,gpt52,deepseek_v4,llm_llm,0.5,0,1
74,255,gpt52,jackie,human_llm,1.0,0,1
74,255,gpt52,qs,human_llm,0.75,0,1
74,255,gemini31_pro,deepseek_v4,llm_llm,1.0,0,0
74,255,gemini31_pro,jackie,human_llm,1.0,0,0
74,255,gemini31_pro,qs,human_llm,1.0,0,2
74,255,deepseek_v4,jackie,human_llm,1.0,0,0
74,255,deepseek_v4,qs,human_llm,0.6666666666666667,0,2
74,255,jackie,qs,human_human,0.6666666666666667,0,2
75,256,gpt52,gemini31_pro,llm_llm,0.75,0,1
75,256,gpt52,deepseek_v4,llm_llm,0.5,0,1
75,256,gpt52,jackie,human_llm,0.0,1,0
75,256,gpt52,qs,human_llm,0.5,0,1
75,256,gemini31_pro,deepseek_v4,llm_llm,0.6666666666666667,0,2
75,256,gemini31_pro,jackie,human_llm,0.75,0,1
75,256,gemini31_pro,qs,human_llm,0.6666666666666667,0,2
75,256,deepseek_v4,jackie,human_llm,0.5,0,1
75,256,deepseek_v4,qs,human_llm,0.0,1,0
75,256,jackie,qs,human_human,0.5,0,1
76,261,gpt52,gemini31_pro,llm_llm,0.0,1,0
76,261,gpt52,deepseek_v4,llm_llm,0.5,0,1
76,261,gpt52,jackie,human_llm,0.5,0,1
76,261,gpt52,qs,human_llm,0.5,0,1
76,261,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
76,261,gemini31_pro,jackie,human_llm,0.5,0,1
76,261,gemini31_pro,qs,human_llm,0.5,0,1
76,261,deepseek_v4,jackie,human_llm,0.0,1,0
76,261,deepseek_v4,qs,human_llm,0.0,1,0
76,261,jackie,qs,human_human,0.0,1,0
77,266,gpt52,gemini31_pro,llm_llm,0.0,1,0
77,266,gpt52,deepseek_v4,llm_llm,0.5,0,1
77,266,gpt52,jackie,human_llm,0.5,0,1
77,266,gpt52,qs,human_llm,0.0,1,0
77,266,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
77,266,gemini31_pro,jackie,human_llm,0.5,0,1
77,266,gemini31_pro,qs,human_llm,0.0,1,0
77,266,deepseek_v4,jackie,human_llm,1.0,0,0
77,266,deepseek_v4,qs,human_llm,0.5,0,1
77,266,jackie,qs,human_human,0.5,0,1
78,269,gpt52,gemini31_pro,llm_llm,0.5,0,1
78,269,gpt52,deepseek_v4,llm_llm,0.5,0,1
78,269,gpt52,jackie,human_llm,1.0,0,1
78,269,gpt52,qs,human_llm,0.6666666666666667,0,0
78,269,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
78,269,gemini31_pro,jackie,human_llm,1.0,0,0
78,269,gemini31_pro,qs,human_llm,0.5,0,1
78,269,deepseek_v4,jackie,human_llm,1.0,0,0
78,269,deepseek_v4,qs,human_llm,0.5,0,1
78,269,jackie,qs,human_human,0.5,0,1
79,279,gpt52,gemini31_pro,llm_llm,0.0,1,0
79,279,gpt52,deepseek_v4,llm_llm,0.5,0,1
79,279,gpt52,jackie,human_llm,0.5,0,1
79,279,gpt52,qs,human_llm,0.33333333333333337,0,1
79,279,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
79,279,gemini31_pro,jackie,human_llm,0.5,0,1
79,279,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
79,279,deepseek_v4,jackie,human_llm,1.0,0,0
79,279,deepseek_v4,qs,human_llm,0.6666666666666667,0,2
79,279,jackie,qs,human_human,0.6666666666666667,0,2
80,280,gpt52,gemini31_pro,llm_llm,0.75,0,1
80,280,gpt52,deepseek_v4,llm_llm,0.6666666666666667,0,0
80,280,gpt52,jackie,human_llm,0.0,1,0
80,280,gpt52,qs,human_llm,0.0,1,0
80,280,gemini31_pro,deepseek_v4,llm_llm,0.75,0,1
80,280,gemini31_pro,jackie,human_llm,0.75,0,1
80,280,gemini31_pro,qs,human_llm,0.75,0,1
80,280,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
80,280,deepseek_v4,qs,human_llm,0.6666666666666667,0,0
80,280,jackie,qs,human_human,0.0,1,0
81,290,gpt52,gemini31_pro,llm_llm,0.0,1,0
81,290,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
81,290,gpt52,jackie,human_llm,0.0,1,0
81,290,gpt52,qs,human_llm,0.0,1,0
81,290,gemini31_pro,deepseek_v4,llm_llm,0.33333333333333337,0,1
81,290,gemini31_pro,jackie,human_llm,0.0,1,0
81,290,gemini31_pro,qs,human_llm,0.0,1,0
81,290,deepseek_v4,jackie,human_llm,0.33333333333333337,0,1
81,290,deepseek_v4,qs,human_llm,0.33333333333333337,0,1
81,290,jackie,qs,human_human,0.0,1,0
82,294,gpt52,gemini31_pro,llm_llm,0.0,1,0
82,294,gpt52,deepseek_v4,llm_llm,0.5,0,1
82,294,gpt52,jackie,human_llm,0.0,1,0
82,294,gpt52,qs,human_llm,0.0,1,0
82,294,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
82,294,gemini31_pro,jackie,human_llm,0.0,1,0
82,294,gemini31_pro,qs,human_llm,0.0,1,0
82,294,deepseek_v4,jackie,human_llm,0.5,0,1
82,294,deepseek_v4,qs,human_llm,0.5,0,1
82,294,jackie,qs,human_human,0.0,1,0
83,299,gpt52,gemini31_pro,llm_llm,0.5,0,1
83,299,gpt52,deepseek_v4,llm_llm,0.5,0,1
83,299,gpt52,jackie,human_llm,0.0,1,0
83,299,gpt52,qs,human_llm,0.5,0,1
83,299,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
83,299,gemini31_pro,jackie,human_llm,0.5,0,1
83,299,gemini31_pro,qs,human_llm,0.0,1,0
83,299,deepseek_v4,jackie,human_llm,0.5,0,1
83,299,deepseek_v4,qs,human_llm,0.0,1,0
83,299,jackie,qs,human_human,0.5,0,1
84,300,gpt52,gemini31_pro,llm_llm,0.0,1,0
84,300,gpt52,deepseek_v4,llm_llm,0.5,0,1
84,300,gpt52,jackie,human_llm,0.0,1,0
84,300,gpt52,qs,human_llm,0.0,1,0
84,300,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
84,300,gemini31_pro,jackie,human_llm,0.0,1,0
84,300,gemini31_pro,qs,human_llm,0.0,1,0
84,300,deepseek_v4,jackie,human_llm,0.5,0,1
84,300,deepseek_v4,qs,human_llm,0.5,0,1
84,300,jackie,qs,human_human,0.0,1,0
85,307,gpt52,gemini31_pro,llm_llm,0.0,1,0
85,307,gpt52,deepseek_v4,llm_llm,0.5,0,1
85,307,gpt52,jackie,human_llm,0.5,0,1
85,307,gpt52,qs,human_llm,0.5,0,1
85,307,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
85,307,gemini31_pro,jackie,human_llm,0.5,0,1
85,307,gemini31_pro,qs,human_llm,0.5,0,1
85,307,deepseek_v4,jackie,human_llm,1.0,0,0
85,307,deepseek_v4,qs,human_llm,1.0,0,0
85,307,jackie,qs,human_human,0.0,1,0
86,316,gpt52,gemini31_pro,llm_llm,0.6666666666666667,0,0
86,316,gpt52,deepseek_v4,llm_llm,0.5,0,1
86,316,gpt52,jackie,human_llm,0.0,1,0
86,316,gpt52,qs,human_llm,0.0,1,0
86,316,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
86,316,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
86,316,gemini31_pro,qs,human_llm,0.6666666666666667,0,0
86,316,deepseek_v4,jackie,human_llm,0.5,0,1
86,316,deepseek_v4,qs,human_llm,0.5,0,1
86,316,jackie,qs,human_human,0.0,1,0
87,328,gpt52,gemini31_pro,llm_llm,0.33333333333333337,0,1
87,328,gpt52,deepseek_v4,llm_llm,0.0,1,0
87,328,gpt52,jackie,human_llm,0.0,1,0
87,328,gpt52,qs,human_llm,0.0,1,0
87,328,gemini31_pro,deepseek_v4,llm_llm,0.33333333333333337,0,1
87,328,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
87,328,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
87,328,deepseek_v4,jackie,human_llm,0.0,1,0
87,328,deepseek_v4,qs,human_llm,0.0,1,0
87,328,jackie,qs,human_human,0.0,1,0
88,330,gpt52,gemini31_pro,llm_llm,0.5,0,1
88,330,gpt52,deepseek_v4,llm_llm,1.0,0,0
88,330,gpt52,jackie,human_llm,0.0,1,0
88,330,gpt52,qs,human_llm,0.0,1,0
88,330,gemini31_pro,deepseek_v4,llm_llm,0.5,0,1
88,330,gemini31_pro,jackie,human_llm,0.5,0,1
88,330,gemini31_pro,qs,human_llm,0.5,0,1
88,330,deepseek_v4,jackie,human_llm,1.0,0,0
88,330,deepseek_v4,qs,human_llm,1.0,0,0
88,330,jackie,qs,human_human,0.0,1,0
89,331,gpt52,gemini31_pro,llm_llm,0.0,1,0
89,331,gpt52,deepseek_v4,llm_llm,0.0,1,0
89,331,gpt52,jackie,human_llm,0.0,1,0
89,331,gpt52,qs,human_llm,0.0,1,0
89,331,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
89,331,gemini31_pro,jackie,human_llm,0.0,1,0
89,331,gemini31_pro,qs,human_llm,0.0,1,0
89,331,deepseek_v4,jackie,human_llm,0.0,1,0
89,331,deepseek_v4,qs,human_llm,0.0,1,0
89,331,jackie,qs,human_human,0.0,1,0
90,332,gpt52,gemini31_pro,llm_llm,0.0,1,0
90,332,gpt52,deepseek_v4,llm_llm,0.6666666666666667,0,0
90,332,gpt52,jackie,human_llm,1.0,0,1
90,332,gpt52,qs,human_llm,0.33333333333333337,0,1
90,332,gemini31_pro,deepseek_v4,llm_llm,0.6666666666666667,0,0
90,332,gemini31_pro,jackie,human_llm,1.0,0,1
90,332,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
90,332,deepseek_v4,jackie,human_llm,0.5,0,1
90,332,deepseek_v4,qs,human_llm,0.75,0,1
90,332,jackie,qs,human_human,1.0,0,2
91,335,gpt52,gemini31_pro,llm_llm,0.75,0,1
91,335,gpt52,deepseek_v4,llm_llm,0.75,0,1
91,335,gpt52,jackie,human_llm,0.75,0,1
91,335,gpt52,qs,human_llm,0.8,0,0
91,335,gemini31_pro,deepseek_v4,llm_llm,0.6666666666666667,0,0
91,335,gemini31_pro,jackie,human_llm,0.0,1,0
91,335,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
91,335,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
91,335,deepseek_v4,qs,human_llm,0.33333333333333337,0,1
91,335,jackie,qs,human_human,0.33333333333333337,0,1
92,341,gpt52,gemini31_pro,llm_llm,0.33333333333333337,0,1
92,341,gpt52,deepseek_v4,llm_llm,0.33333333333333337,0,1
92,341,gpt52,jackie,human_llm,0.75,0,1
92,341,gpt52,qs,human_llm,0.33333333333333337,0,1
92,341,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
92,341,gemini31_pro,jackie,human_llm,0.6666666666666667,0,0
92,341,gemini31_pro,qs,human_llm,0.0,1,0
92,341,deepseek_v4,jackie,human_llm,0.6666666666666667,0,0
92,341,deepseek_v4,qs,human_llm,0.0,1,0
92,341,jackie,qs,human_human,0.6666666666666667,0,0
93,342,gpt52,gemini31_pro,llm_llm,0.0,1,0
93,342,gpt52,deepseek_v4,llm_llm,0.0,1,0
93,342,gpt52,jackie,human_llm,0.33333333333333337,0,1
93,342,gpt52,qs,human_llm,0.33333333333333337,0,1
93,342,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
93,342,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
93,342,gemini31_pro,qs,human_llm,0.33333333333333337,0,1
93,342,deepseek_v4,jackie,human_llm,0.33333333333333337,0,1
93,342,deepseek_v4,qs,human_llm,0.33333333333333337,0,1
93,342,jackie,qs,human_human,0.0,1,0
94,344,gpt52,gemini31_pro,llm_llm,0.0,1,0
94,344,gpt52,deepseek_v4,llm_llm,0.0,1,0
94,344,gpt52,jackie,human_llm,0.33333333333333337,0,1
94,344,gpt52,qs,human_llm,0.5,0,0
94,344,gemini31_pro,deepseek_v4,llm_llm,0.0,1,0
94,344,gemini31_pro,jackie,human_llm,0.33333333333333337,0,1
94,344,gemini31_pro,qs,human_llm,0.5,0,0
94,344,deepseek_v4,jackie,human_llm,0.33333333333333337,0,1
94,344,deepseek_v4,qs,human_llm,0.5,0,0
94,344,jackie,qs,human_human,0.33333333333333337,0,1
95,352,gpt52,gemini31_pro,llm_llm,0.0,1,0
95,352,gpt52,deepseek_v4,llm_llm,0.5,0,1
