scenario_id,runs_observed,usable_runs,question_matched_runs,domestic_violence_explicit_probe_runs,expected_category_present_initial_runs,expected_category_is_initial_top_runs,expected_category_present_final_runs,expected_category_is_final_top_runs,expected_exact_label_present_final_runs,distinct_question_sets,distinct_final_label_sets,swap_pair,domestic_violence_hidden_fact,paper_failure_mode
x0091,2,2,2,0,2,2,2,0,2,2,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0092,2,2,2,1,2,2,2,0,2,2,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0093,2,2,2,1,2,2,2,0,2,2,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0094,2,2,2,1,2,1,2,2,2,2,2,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0095,2,2,2,0,2,2,2,0,2,2,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0096,2,2,2,1,2,2,1,0,1,2,2,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0097,2,2,2,2,2,2,2,0,2,2,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0098,2,2,2,1,2,1,2,2,2,2,2,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0099,2,2,2,0,2,2,2,0,2,1,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0100,2,2,2,1,2,2,2,0,2,2,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0101,2,2,2,0,2,2,0,0,0,2,2,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0102,2,2,2,0,2,0,2,2,2,2,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0103,2,2,2,0,2,2,2,0,2,2,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0104,2,2,2,1,2,2,2,0,2,2,1,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0105,2,2,2,0,2,2,1,0,1,2,2,stalking_vs_restraining,True,criminal_vs_restraining_wrong_stalking_default
x0106,2,2,2,1,2,2,2,0,2,2,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0107,2,2,2,0,2,2,2,2,2,2,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0108,2,2,2,0,2,0,2,2,2,2,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0109,2,2,2,1,2,2,2,0,2,2,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0110,2,2,2,2,2,2,1,1,1,2,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0111,2,2,2,2,2,0,2,1,2,2,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0112,2,2,2,1,2,0,2,2,2,2,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0113,2,2,2,0,2,2,2,0,2,2,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0114,2,2,2,0,2,1,2,1,2,2,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0115,2,2,2,1,2,0,2,2,2,2,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0116,2,2,2,0,2,0,2,2,2,2,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0117,2,2,2,1,2,2,2,0,2,2,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0118,2,2,2,1,2,2,2,1,2,2,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0119,2,2,2,1,2,0,2,2,2,2,1,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0120,2,2,2,1,2,1,2,1,2,2,2,stalking_vs_restraining,False,criminal_vs_restraining_wrong_stalking_default
x0121,2,2,2,1,2,1,1,0,0,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0122,2,2,2,0,2,2,2,0,1,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0123,2,2,2,0,2,0,2,0,1,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0124,2,2,2,1,0,0,2,2,1,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0125,2,2,2,0,2,1,1,0,0,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0126,2,2,2,0,2,2,2,0,1,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0127,2,2,2,0,2,1,2,0,1,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0128,2,2,2,2,0,0,1,0,0,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0129,2,2,2,0,2,1,2,0,0,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0130,2,2,2,2,2,2,2,0,1,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0131,2,2,2,2,2,1,1,0,0,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0132,2,2,2,2,0,0,0,0,0,2,1,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0133,2,2,2,0,2,1,2,0,1,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0134,2,2,2,1,2,2,2,0,2,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0135,2,2,2,0,1,0,2,0,2,2,2,criminal_case_vs_protection,True,criminal_vs_restraining_wrong_stalking_default
x0136,2,2,0,2,2,2,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0137,2,2,1,1,2,2,0,0,0,2,1,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0138,2,2,0,1,2,0,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0139,2,2,0,1,2,2,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0140,2,2,0,2,2,2,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0141,2,2,1,2,2,2,0,0,0,2,1,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0142,2,2,0,2,2,1,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0143,2,2,0,1,2,2,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0144,2,2,0,2,2,2,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0145,2,2,0,2,2,2,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0146,2,2,0,2,2,0,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0147,2,2,0,1,2,2,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0148,2,2,1,2,2,1,0,0,0,2,1,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0149,2,2,1,2,2,2,0,0,0,2,1,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0150,2,2,0,2,2,0,0,0,0,2,0,criminal_case_vs_protection,False,criminal_vs_restraining_wrong_stalking_default
x0151,2,2,1,0,2,2,0,0,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0152,2,2,2,0,2,2,0,0,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0153,2,2,1,0,2,2,0,0,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0154,2,2,0,0,2,2,0,0,0,2,0,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0155,2,2,1,0,2,2,0,0,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0156,2,2,1,0,2,2,0,0,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0157,2,2,2,0,2,2,0,0,0,2,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0158,2,2,1,0,2,2,0,0,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0159,2,2,0,0,2,2,0,0,0,2,0,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0160,2,2,1,0,2,2,0,0,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0161,2,2,2,0,2,2,0,0,0,2,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0162,2,2,0,0,2,2,0,0,0,2,0,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0163,2,2,2,0,2,2,0,0,0,2,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0164,2,2,1,0,2,2,0,0,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0165,2,2,1,0,2,2,0,0,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0166,2,2,2,0,0,0,2,2,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0167,2,2,1,0,0,0,1,1,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0168,2,2,2,0,0,0,2,2,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0169,2,2,2,0,0,0,2,2,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0170,2,2,2,0,0,0,2,2,0,2,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0171,2,2,1,0,0,0,1,1,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0172,2,2,2,0,0,0,2,2,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0173,2,2,2,0,0,0,2,2,0,2,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0174,2,2,2,0,0,0,2,2,0,2,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0175,2,2,0,0,0,0,0,0,0,2,0,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0176,2,2,2,0,0,0,2,2,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0177,2,2,2,0,0,0,2,2,0,2,2,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0178,2,2,2,0,0,0,2,2,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0179,2,2,0,0,0,0,0,0,0,2,0,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0180,2,2,2,0,0,0,2,2,0,2,1,employment_vs_state_hearing,False,employment_admin_ignores_hearing_signals
x0181,2,2,2,0,2,2,2,0,2,2,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0182,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0183,2,2,1,0,2,2,0,0,0,2,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0184,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0185,2,2,1,0,2,2,1,0,1,2,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0186,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0187,2,2,1,0,2,2,0,0,0,2,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0188,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0189,2,2,2,0,2,2,2,0,2,1,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0190,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0191,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0192,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0193,2,2,1,0,2,2,1,0,1,2,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0194,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0195,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0196,2,2,1,0,2,2,1,0,0,2,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0197,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0198,2,2,2,0,2,0,2,2,0,2,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0199,2,2,2,0,1,0,2,2,0,2,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0200,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0201,2,2,0,0,2,2,0,0,0,1,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0202,2,2,2,0,2,0,2,2,0,2,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0203,2,2,2,0,0,0,2,2,0,2,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0204,2,2,0,0,2,2,0,0,0,2,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0205,2,2,0,0,2,2,0,0,0,1,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0206,2,2,2,0,2,0,2,2,0,2,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0207,2,2,2,0,1,0,2,2,0,2,2,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0208,2,2,2,0,2,2,2,0,0,2,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0209,2,2,0,0,2,2,0,0,0,1,0,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0210,2,2,2,0,0,0,2,2,0,2,1,wrongful_discharge_vs_unemployment,False,employment_admin_ignores_hearing_signals
x0211,2,2,2,2,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0212,2,2,2,1,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0213,2,2,2,1,2,2,2,1,2,2,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0214,2,2,0,1,2,2,0,0,0,2,0,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0215,2,2,2,2,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0216,2,2,2,1,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0217,2,2,2,0,2,2,2,0,2,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0218,2,2,2,1,2,2,0,0,0,2,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0219,2,2,2,2,2,2,0,0,0,2,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0220,2,2,2,2,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0221,2,2,2,2,2,2,2,0,1,2,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0222,2,2,1,2,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0223,2,2,2,2,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0224,2,2,2,0,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0225,2,2,2,1,2,2,2,0,2,2,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0226,2,2,0,1,2,2,0,0,0,2,0,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0227,2,2,2,2,0,0,2,2,2,2,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0228,2,2,1,0,2,2,0,0,0,1,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0229,2,2,2,2,2,0,2,2,2,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0230,2,2,2,2,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0231,2,2,2,2,2,0,2,2,2,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0232,2,2,2,0,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0233,2,2,2,0,2,0,2,2,2,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0234,2,2,0,1,2,2,0,0,0,2,0,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0235,2,2,2,2,2,0,2,2,2,2,2,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0236,2,2,2,0,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0237,2,2,2,0,1,0,2,2,2,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0238,2,2,1,2,2,2,0,0,0,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0239,2,2,2,2,2,0,2,2,2,2,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0240,2,2,2,0,2,2,0,0,0,1,1,work_injury_vs_personal_injury,False,injury_location_does_not_flip_off_clock
x0241,2,2,2,0,2,2,2,2,1,2,2,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0242,2,2,2,1,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0243,2,2,2,0,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0244,2,2,2,0,2,2,2,2,1,2,2,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0245,2,2,1,0,2,2,1,1,0,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0246,2,2,2,0,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0247,2,2,1,0,2,2,1,1,1,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0248,2,2,2,1,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0249,2,2,2,0,2,2,2,2,0,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0250,2,2,2,0,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0251,2,2,2,0,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0252,2,2,1,1,2,2,1,1,0,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0253,2,2,2,0,2,2,2,2,0,2,2,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0254,2,2,2,0,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0255,2,2,2,0,2,2,2,2,2,2,2,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0256,2,2,1,0,2,2,1,1,1,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0257,2,2,2,0,2,2,2,2,2,2,2,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0258,2,2,2,1,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0259,2,2,2,2,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0260,2,2,0,0,2,2,0,0,0,2,0,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0261,2,2,2,0,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0262,2,2,2,0,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0263,2,2,2,1,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0264,2,2,1,1,2,2,1,1,1,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0265,2,2,2,0,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0266,2,2,2,1,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0267,2,2,1,1,2,2,1,1,1,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0268,2,2,2,0,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0269,2,2,2,1,2,2,2,2,2,2,2,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0270,2,2,2,0,2,2,2,2,2,2,1,workers_comp_vs_third_party,False,injury_location_does_not_flip_off_clock
x0271,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0272,2,2,1,0,1,1,1,0,0,2,1,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0273,2,2,1,0,2,0,1,1,0,2,1,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0274,2,2,1,0,2,1,1,1,0,2,1,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0275,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0276,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0277,2,2,0,0,2,1,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0278,2,2,0,0,2,0,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0279,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0280,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0281,2,2,0,0,2,0,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0282,2,2,0,0,2,0,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0283,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0284,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0285,2,2,0,0,2,0,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0286,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0287,2,2,2,0,2,2,0,0,0,2,2,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0288,2,2,0,0,1,1,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0289,2,2,0,0,2,1,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0290,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0291,2,2,2,0,2,2,0,0,0,2,2,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0292,2,2,0,0,1,0,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0293,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0294,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0295,2,2,1,0,2,2,0,0,0,2,1,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0296,2,2,0,0,2,0,0,0,0,1,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0297,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0298,2,2,0,0,2,2,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0299,2,2,2,0,2,2,0,0,0,2,1,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0300,2,2,0,0,2,1,0,0,0,2,0,bankruptcy_vs_creditor,False,bankruptcy_collections_role_confusion
x0301,2,2,2,0,2,2,1,0,1,2,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0302,2,2,2,0,2,2,0,0,0,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0303,2,2,2,0,2,2,0,0,0,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0304,2,2,2,0,2,2,2,0,2,2,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0305,2,2,2,0,2,1,0,0,0,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0306,2,2,2,0,2,2,0,0,0,2,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0307,2,2,2,0,2,2,0,0,0,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0308,2,2,2,0,2,2,2,0,2,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0309,2,2,2,0,2,2,0,0,0,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0310,2,2,2,0,2,2,0,0,0,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0311,2,2,2,0,2,2,0,0,0,1,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0312,2,2,2,0,2,2,2,0,2,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0313,2,2,2,0,2,2,0,0,0,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0314,2,2,2,0,2,2,0,0,0,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0315,2,2,2,0,2,2,0,0,0,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0316,2,2,0,0,2,2,0,0,0,2,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0317,2,2,0,0,2,1,0,0,0,2,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0318,2,2,2,0,1,0,2,2,0,2,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0319,2,2,0,0,2,0,0,0,0,2,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0320,2,2,0,0,2,2,0,0,0,2,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0321,2,2,0,0,2,2,0,0,0,2,0,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0322,2,2,2,0,0,0,2,2,0,2,2,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
x0323,2,2,1,0,2,0,1,1,0,2,1,judgment_vs_bankruptcy,False,bankruptcy_collections_role_confusion
