run,scenario_id,condition,swap_pair,direction,source_stratum,paper_failure_mode,multi_label_grounded,domestic_violence_hidden_fact,domestic_violence_explicit_probe,opening_query,hidden_fact,expected_initial_label,expected_initial_label_canonical,expected_final_label,expected_final_label_canonical,initial_top_label,initial_labels,initial_top_category_is_expected,initial_top_is_expected,initial_category_correct,initial_subcategory_correct,initial_exact_scorable,provider_initial_category_flag,provider_initial_exact_flag,follow_up_question_count,follow_up_questions,question_matched,matched_question,final_top_label,final_labels,final_top_category_is_expected,final_top_is_expected,final_category_correct,final_subcategory_correct,final_exact_scorable,provider_final_category_flag,provider_final_exact_flag,expected_final_category_present_initially,expected_final_exact_present_initially,expected_final_category_added,expected_final_exact_added,classification_changed,top_category_changed,provider_error,latency_ms,promptfoo_success
final_run_1_20260714T170440Z,x0237,intended,work_injury_vs_personal_injury,BtoA,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,False,I was injured while completing a task and need to know whether I can sue. I do not know what to do next.,The injury occurred during my scheduled shift for my employer.,General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State,Personal Injury,Personal Injury || Workers' Comp > State,False,False,False,False,True,False,False,1,What type of situation was it?,True,What type of situation was it?,Workers' Comp > State,Workers' Comp > State || General Litigation > Personal Injury,True,True,True,True,True,True,True,True,True,False,False,True,True,,15293,False
final_run_1_20260714T170440Z,x0776,intended,business_bankruptcy_vs_dissolution,AtoB,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,I need help ending a business after it ran into serious financial trouble.,The business can pay its debts; I need documents transferring my ownership to the other partner.,Bankruptcy > Business,Bankruptcy > Business,Business & Corporate > Sale of Business,Business and Corporate > Sale Of Business,Bankruptcy > Business,"Bankruptcy > Business || Business and Corporate > General (contracts, entities)",True,True,True,True,True,True,True,2,Which path do you think you need right now? || What kind of business is it?,True,Which path do you think you need right now?,Bankruptcy > Business,"Bankruptcy > Business || Business and Corporate > General (contracts, entities)",False,False,True,False,True,False,False,True,False,False,False,False,False,,17319,False
final_run_1_20260714T170440Z,x0213,intended,work_injury_vs_personal_injury,AtoB,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,False,I had an accident while helping at a business and need legal advice.,"I was a customer visiting the property, not a worker there.",Workers' Comp > State,Workers' Comp > State,General Litigation > Personal Injury,General Litigation > Personal Injury,Workers' Comp > State,Workers' Comp > State || General Litigation > Personal Injury,True,True,True,True,True,True,True,1,"When you were helping at the business, what was your role?",True,"When you were helping at the business, what was your role?",Workers' Comp > State,Workers' Comp > State || General Litigation > Personal Injury || General Litigation > Premises Liability,False,False,True,True,True,True,True,True,True,False,False,False,False,,17316,False
final_run_1_20260714T170440Z,x0316,intended,judgment_vs_bankruptcy,BtoA,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,I am facing a court judgment and several other debts I cannot handle.,I am the judgment creditor and want to garnish or locate assets.,Bankruptcy > Personal,Bankruptcy > Personal,Debtor/Creditor > Judgement Collection,Debtor/Creditor > Judgment Collection,Bankruptcy > Personal,Bankruptcy > Personal || Debtor/Creditor > Debt Counseling/Workouts,True,True,True,True,True,True,True,3,What kind of help do you want right now? || Are these debts mainly personal or from a business you own? || Has any money already been taken (wage garnishment or bank account freeze)?,False,,,,False,False,False,False,True,,,True,False,False,False,False,False,,9299,False
final_run_1_20260714T170440Z,legacy_125,intended,employee_vs_employer,AtoB,legacy_200_snapshot,,False,False,False,A person I stopped giving shifts to is accusing me of wrongful termination. I'm worried because they seem serious.,I own a painting company and this person only worked as an outside contractor.,Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,"Business & Corporate > General (Contracts, Business, Organization)","Business and Corporate > General (contracts, entities)",Labor & Employment > Wrongful Discharge - Employer,Labor & Employment > Wrongful Discharge - Employer || Labor & Employment > Wrongful Discharge - Employee,True,False,True,,False,True,False,1,Which of these best describes what happened with this worker?,True,Which of these best describes what happened with this worker?,Labor & Employment > Wrongful Discharge - Employer,Labor & Employment > Wrongful Discharge - Employer || Labor & Employment > Discrimination - Employer,False,False,False,False,True,False,False,False,False,False,False,False,False,,16550,False
final_run_1_20260714T170440Z,x0594,intended,copyright_vs_patent,BtoA,expanded_workbook_grounded,,True,False,False,I developed a new product and need advice about protecting the idea. I do not know what to do next.,The work is a novel and its title and branding; there is no new machine or process.,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Trademark/Copyright,Intellectual Property > Trademark/Copyright,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only) || Intellectual Property > Trademark/Copyright || Administrative Law > Schools — Special Needs Education,True,True,True,True,True,True,True,1,What are you trying to protect right now?,True,What are you trying to protect right now?,Intellectual Property > Patent (Reg Patent Attys Only),Intellectual Property > Patent (Reg Patent Attys Only),True,False,True,False,True,True,False,True,True,False,False,False,False,,16345,False
final_run_1_20260714T170440Z,x0611,intended,contractor_vs_small_claims,AtoB,expanded_workbook_grounded,,True,False,False,There is a dispute over defective work by a home contractor. I do not know what to do next.,I need advice on completing small-claims forms for this modest contractor dispute.,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors,True,True,True,True,True,True,True,3,What best describes your role and the place involved? || Is this about a home or a business property? || What is the main problem?,True,What is the main problem?,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > General,False,False,True,False,True,True,False,False,False,True,False,False,False,,19862,False
final_run_1_20260714T170440Z,x0248,intended,workers_comp_vs_third_party,AtoB,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,True,I have a workers' compensation case after being hurt on the job. What are my options?,A subcontractor who is not my employer created the dangerous condition.,Workers' Comp > State,Workers' Comp > State,Workers' Comp > Third Party litigation,Workers' Comp > Third Party Litigation,Workers' Comp > State,Workers' Comp > State || Workers' Comp > Other,True,True,True,True,True,True,True,3,"Who did you work for when you got hurt? || Was this mainly a stress/mental health injury without a specific physical injury? || Did someone outside your employer/co-workers cause the injury (for example, another driver or a faulty product)?",True,"Did someone outside your employer/co-workers cause the injury (for example, another driver or a faulty product)?",Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation,True,False,True,True,True,True,True,True,False,False,True,False,False,,19764,False
final_run_1_20260714T170440Z,x0502,intended,paternity_vs_custody,BtoA,expanded_workbook_grounded,,True,False,False,My child's living arrangement has changed and I need legal advice. What are my options?,Nobody disputes visits yet; I need the court to determine legal parentage.,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Paternity,Family Law > Paternity,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Guardianship || Family Law > Juvenile/DHS Issues,True,True,True,True,True,True,True,1,Which situation fits best?,False,,,,False,False,False,False,True,,,True,False,False,False,False,False,,10047,False
final_run_1_20260714T170440Z,legacy_040,intended,criminal_vs_restraining,BtoA,legacy_200_snapshot,criminal_vs_restraining,False,False,False,My ex-boyfriend's brother keeps coming to my house and confronting me about our breakup. I'm worried about my safety.,He started a fight in a public place and has already been charged with assault.,Family Law > Restraining Orders,Family Law > Restraining Orders,Criminal Law > Misdemeanor,Criminal Law > Misdemeanor,General Litigation > Stalking Orders,General Litigation > Stalking Orders || Family Law > Restraining Orders,False,False,True,True,True,True,True,1,Who is the person bothering you?,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,10719,False
final_run_1_20260714T170440Z,x0350,intended,tenant_vs_landlord,BtoA,expanded_workbook_grounded,,True,False,False,I am responsible for a rental property and there is a serious lease dispute. What are my options?,I pay rent to the owner and live in the unit as the tenant.,Real Property > Landlord Residential,Real Property > Landlord Residential,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential || Real Property > Landlord Commercial,True,True,True,True,True,True,True,1,Is the rental a home/apartment (residential) or a business space (commercial)?,True,Is the rental a home/apartment (residential) or a business space (commercial)?,Real Property > Landlord Residential,Real Property > Landlord Residential || Real Property > Landlord Commercial,True,False,True,False,True,True,False,True,False,False,False,False,False,,13962,False
final_run_1_20260714T170440Z,x0680,intended,mold_vs_tenant,BtoA,expanded_workbook_grounded,,True,False,False,I need help enforcing my rights concerning repairs in my rental. What are my options?,I need damages specifically for toxic mold contamination and related injuries.,Real Property > Tenant (Residential),Real Property > Tenant (Residential),General Litigation > Mold Claims,General Litigation > Mold Claims,Real Property > Tenant (Residential),Real Property > Tenant (Residential),True,True,True,True,True,True,True,1,What kind of rental is this?,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,11397,False
final_run_1_20260714T170440Z,x0259,intended,workers_comp_vs_third_party,BtoA,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,True,An accident during work involved people who do not work for my employer.,There is no defective product or third party involved in the injury.,Workers' Comp > Third Party litigation,Workers' Comp > Third Party Litigation,Workers' Comp > State,Workers' Comp > State,Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation,True,False,True,True,True,True,True,3,"Were you working as an employee or as an independent contractor when the accident happened? || Were you physically hurt in the accident? || Did a non-employee (like another driver, customer, or vendor) cause or contribute to the accident?",True,"Did a non-employee (like another driver, customer, or vendor) cause or contribute to the accident?",Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation,True,True,True,True,True,True,True,True,True,False,False,False,False,,19714,False
final_run_1_20260714T170440Z,x0683,intended,mold_vs_tenant,BtoA,expanded_workbook_grounded,,True,False,True,My landlord is threatening action after I complained about conditions in my home. I do not know what to do next.,"An inspector identified extensive mold, and that is the focus of the lawsuit.",Real Property > Tenant (Residential),Real Property > Tenant (Residential),General Litigation > Mold Claims,General Litigation > Mold Claims,Real Property > Tenant (Residential),Real Property > Tenant (Residential),True,True,True,True,True,True,True,1,What is your landlord threatening to do?,False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,7915,False
final_run_1_20260714T170440Z,x0024,intended,divorce_vs_restraining,BtoA,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,False,True,I need help getting distance from my partner because I no longer feel safe. I do not know what to do next.,"I am asking about divorce papers and dividing our property, not a protection order.",Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > General (Divorce/Separation),Family Law > General (Divorce/Separation etc.),Family Law > Restraining Orders,Family Law > Restraining Orders || Family Law > Domestic Violence,True,True,True,True,True,True,True,2,Do you want help getting a court order to make your partner stay away from you (a restraining order)? || Do you and your partner have any children together?,True,Do you want help getting a court order to make your partner stay away from you (a restraining order)?,Family Law > Restraining Orders,Family Law > Restraining Orders || Family Law > Domestic Violence,True,False,True,False,True,True,False,True,False,False,False,False,False,,18360,False
final_run_1_20260714T170440Z,x0153,intended,employment_vs_state_hearing,AtoB,expanded_workbook_grounded,employment_admin_ignores_hearing_signals,True,False,False,I reported unfair treatment at my job and now there is a legal process.,A state agency denied my complaint and scheduled an administrative appeal hearing.,Labor & Employment > Discrimination,Labor & Employment > Discrimination,Administrative Law > General (State),Administrative Law > General (State),Labor & Employment > Whistleblowers - Employee,Labor & Employment > Whistleblowers - Employee || Labor & Employment > Discrimination - Employee,True,False,True,,False,True,False,3,"What kind of unfair treatment did you report? || Are you a government worker (city, county, state, or federal)? || Since you reported it, has your employer treated you worse (like write-ups, schedule cuts, demotion, firing)?",False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,12489,False
final_run_1_20260714T170440Z,x0056,intended,custody_vs_restraining,BtoA,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,False,False,I need help keeping my former partner away while we sort out issues involving our child. I do not know what to do next.,There have been no threats; the only dispute is the parenting schedule.,Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Restraining Orders,Family Law > Restraining Orders || Family Law > Child Custody/Visitation,True,True,True,True,True,True,True,1,Which of these do you need right now?,True,Which of these do you need right now?,Family Law > Restraining Orders,Family Law > Restraining Orders || Family Law > Child Custody/Visitation,True,False,True,True,True,True,True,True,True,False,False,False,False,,16930,False
final_run_1_20260714T170440Z,x0343,intended,tenant_vs_landlord,AtoB,expanded_workbook_grounded,,True,False,False,There is a dispute about a rental home and repairs have not been made. Can a lawyer help me?,I own the property and rent the unit to the other person.,Real Property > Tenant (Residential),Real Property > Tenant (Residential),Real Property > Landlord Residential,Real Property > Landlord Residential,Real Property > Tenant (Residential),Real Property > Tenant (Residential) || Real Property > Landlord Residential,True,True,True,True,True,True,True,1,"Are you the renter living in the home, or the owner/landlord?",True,"Are you the renter living in the home, or the owner/landlord?",Real Property > Tenant (Residential),Real Property > Tenant (Residential) || Real Property > Landlord Residential,True,False,True,True,True,True,True,True,True,False,False,False,False,,16378,False
final_run_1_20260714T170440Z,x0389,intended,dui_vs_dmv,BtoA,expanded_workbook_grounded,,False,False,False,A state office refused to renew my driving privileges. Can a lawyer help me?,I was arrested for driving under the influence and face a criminal charge.,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal),Criminal Law > DUII/DWS,Criminal Law > DUII/DWS,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),True,True,True,True,True,True,True,1,What reason did they give for not renewing your license?,True,What reason did they give for not renewing your license?,Administrative Law > DMV (Non-Criminal),Administrative Law > DMV (Non-Criminal) || Criminal Law > DMV (DUII Related),False,False,True,False,True,True,False,True,False,False,False,False,False,,12205,False
final_run_1_20260714T170440Z,legacy_152,intended,employment_admin,BtoA,legacy_200_snapshot,employment_admin,False,False,False,My manager keeps giving me fewer hours ever since I told her about my condition. Is there anything I can do?,I submitted a claim to the state's human rights commission and now they want me to attend a mediation.,Administrative Law > General (State),Administrative Law > General (State),Labor & Employment > Discrimination,Labor & Employment > Discrimination,Labor & Employment > ADA (Disability) Act Issues - Employee,Labor & Employment > ADA (Disability) Act Issues - Employee || Labor & Employment > Discrimination - Employee,False,False,False,False,True,False,False,3,"What best describes your health situation? || About how many people work for your employer (company‑wide)? || Have you asked for a change at work to help you do your job (a ""reasonable accommodation""), or for medical leave?",False,,,,False,False,False,,False,,,True,,False,,False,False,,10272,False
final_run_1_20260714T170440Z,legacy_067,intended,debtor_vs_creditor,AtoB,legacy_200_snapshot,,False,False,False,I'm dealing with a problem where someone was supposed to give me money but hasn't.,It's about a loan I gave to a friend—they haven't paid me anything.,Consumer Law > General,Consumer Law > General,Debtor/Creditor > General (Creditor),Debtor/Creditor > General (Creditor),Consumer Law > General,Consumer Law > General || General Litigation > General Litigation,True,True,True,True,True,True,True,3,"What kind of money is owed to you? || About how much is the total amount? (This helps see if small claims court could work.) || Do you have anything in writing (like a contract, receipt, invoice, email, text, or court order) showing they agreed to pay you?",True,What kind of money is owed to you?,Debtor/Creditor > General (Creditor),Debtor/Creditor > General (Creditor) || Consumer Law > Small Claims Advice,True,True,True,True,True,True,True,False,False,True,True,True,True,,19274,False
final_run_1_20260714T170440Z,legacy_044,intended,custody_vs_support,AtoB,legacy_200_snapshot,,False,False,False,"My child's other parent won't talk to me, and I'm not sure what to do about it.",They've stopped sending any payments for our child.,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Child Support/Modification,Family Law > Child Support/Modification,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,True,True,True,True,True,True,True,2,Do you already have a court order or parenting plan that says who has the child and when? || What’s the main problem right now?,False,,,,False,False,False,False,True,,,True,False,False,False,False,False,,8529,False
final_run_1_20260714T170440Z,x0065,intended,separation_vs_financial_abuse,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,False,"I want to separate, but I do not know how I can manage on my own. What are my options?",I have no access to money or identification because my spouse keeps them from me.,Family Law > General (Divorce/Separation),Family Law > General (Divorce/Separation etc.),Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.),True,True,True,True,True,True,False,2,Are you married to your partner? || Do you and your partner have children together?,True,Are you married to your partner?,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.) || Family Law > Spousal Support || Family Law > Informal Living Arrangements,True,False,True,False,True,True,False,True,False,False,False,False,False,,20107,False
final_run_1_20260714T170440Z,x0314,intended,judgment_vs_bankruptcy,AtoB,expanded_workbook_grounded,bankruptcy_collections_role_confusion,True,False,False,There is already a decision about a debt and I need to know the next step. Can a lawyer help me?,Several creditors have judgments against me and I cannot meet basic expenses.,Debtor/Creditor > Judgement Collection,Debtor/Creditor > Judgment Collection,Bankruptcy > Personal,Bankruptcy > Personal,Debtor/Creditor > Judgment Collection,Debtor/Creditor > Judgment Collection || Debtor/Creditor > General (Debtor),True,True,True,True,True,True,False,1,Which one are you in this case?,True,Which one are you in this case?,Debtor/Creditor > General (Debtor),Debtor/Creditor > General (Debtor) || Debtor/Creditor > Judgment Collection,False,False,False,False,True,False,False,False,False,False,False,True,False,,15034,False
final_run_1_20260714T170440Z,x0098,intended,stalking_vs_restraining,AtoB,expanded_workbook_grounded,criminal_vs_restraining_wrong_stalking_default,True,True,False,I need legal protection from someone who will not leave me alone. What are my options?,"This is my former dating partner, who threatened me during the relationship.",General Litigation > Stalking Orders,General Litigation > Stalking Orders,Family Law > Restraining Orders,Family Law > Restraining Orders,General Litigation > Stalking Orders,General Litigation > Stalking Orders || Family Law > Restraining Orders || General Litigation > Online Harrassment/Doxing/Bullying,True,True,True,True,True,True,True,2,What is your relationship with this person? || Is the harassment mostly online or also in person?,True,What is your relationship with this person?,Family Law > Restraining Orders,Family Law > Restraining Orders || General Litigation > Stalking Orders,True,True,True,True,True,True,True,True,True,False,False,True,True,,14175,False
final_run_1_20260714T170440Z,x0617,intended,contractor_vs_small_claims,BtoA,expanded_workbook_grounded,,True,False,False,I want to recover money for bad contractor work but do not know which court to use.,The dispute involves a construction lien and contractor licensing issues beyond small claims.,Consumer Law > Small Claims Advice,Consumer Law > Small Claims Advice,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > Small Claims Advice,False,False,True,True,True,True,True,3,About how much money are you trying to recover? || Was the work done on your home or on a business/commercial property? || Do you have a written contract or estimate with the contractor?,True,About how much money are you trying to recover?,Real Property > Construction/Contractors,Real Property > Construction/Contractors || Consumer Law > Small Claims Advice,True,True,True,True,True,True,True,True,True,False,False,False,False,,14819,False
final_run_1_20260714T170440Z,x0465,intended,malpractice_vs_wrongful_death,AtoB,expanded_workbook_grounded,,True,False,False,Something went badly wrong at the hospital and I want legal advice. Can a lawyer help me?,"The negligent care caused death, and I am contacting counsel for the family.",General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical),General Litigation > Wrongful Death,General Litigation > Wrongful Death,General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical),True,True,True,True,True,True,False,1,What went wrong at the hospital?,True,What went wrong at the hospital?,General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical) || General Litigation > Health Law/HIPAA,True,False,True,False,True,True,False,True,False,False,False,False,False,,14402,False
final_run_1_20260714T170440Z,x0053,intended,custody_vs_restraining,BtoA,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,False,True,The situation with my child's other parent has escalated and I am scared. What are my options?,"I want to modify custody and parenting time, not seek a protective order.",Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Domestic Violence,Family Law > Domestic Violence || Family Law > Restraining Orders || Family Law > Child Custody/Visitation,True,False,True,True,True,True,True,3,Is there immediate danger to you or your child right now? || What help do you need most right now? || Do you already have a court order about custody or visitation?,True,What help do you need most right now?,Family Law > Domestic Violence,Family Law > Domestic Violence || Family Law > Restraining Orders || Family Law > Child Custody/Visitation,True,False,True,True,True,True,True,True,True,False,False,False,False,,18499,False
final_run_1_20260714T170440Z,x0560,intended,ssd_vs_ssi,BtoA,expanded_workbook_grounded,,True,False,False,A disability benefit based on my finances was denied and I need help. What are my options?,"This is SSDI, not the needs-based SSI program.",Administrative Law > Social Security/SSI,Administrative Law > Social Security/SSI,Administrative Law > SSD (Social Security Disability),Administrative Law > SSD (Social Security Disability),Administrative Law > Social Security/SSI,Administrative Law > Social Security/SSI,True,True,True,True,True,True,True,1,Which program denied you?,True,Which program denied you?,Administrative Law > Social Security/SSI,Administrative Law > Social Security/SSI || Administrative Law > Medicare/Medicaid,True,False,True,,False,True,False,True,,False,,False,False,,17841,False
final_run_1_20260714T170440Z,x0268,intended,workers_comp_vs_third_party,BtoA,expanded_workbook_grounded,injury_location_does_not_flip_off_clock,True,False,False,I was injured at work because of equipment or a person from outside my company. Can a lawyer help me?,The accident involved only my employer and normal workplace conditions.,Workers' Comp > Third Party litigation,Workers' Comp > Third Party Litigation,Workers' Comp > State,Workers' Comp > State,Workers' Comp > Third Party Litigation,Workers' Comp > Third Party Litigation || Workers' Comp > State,True,True,True,True,True,True,True,1,What kind of job coverage do you have for work injuries?,True,What kind of job coverage do you have for work injuries?,Workers' Comp > State,Workers' Comp > State || Workers' Comp > Third Party Litigation || General Litigation > Products Liability,True,True,True,True,True,True,True,True,True,False,False,True,False,,15345,False
final_run_1_20260714T170440Z,x0032,intended,custody_vs_restraining,AtoB,expanded_workbook_grounded,domestic_violence_low_question_coverage,True,True,False,I need help changing the arrangements with my child's other parent.,My ex threatened to take the child by force and hurt me.,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Child Support/Modification,True,True,True,True,True,True,True,1,What do you want to change?,False,,,,False,False,False,False,True,,,True,False,False,False,False,False,,6911,False
final_run_1_20260714T170440Z,x0507,intended,paternity_vs_custody,BtoA,expanded_workbook_grounded,,True,False,False,I want to establish a regular arrangement with my child's other parent. I do not know what to do next.,I need genetic testing and a paternity judgment.,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Paternity,Family Law > Paternity,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,True,True,True,True,True,True,True,1,"Is this mainly about setting a parenting time schedule, child support, or both?",False,,,,False,False,False,False,True,,,True,False,False,False,False,False,,7747,False
final_run_1_20260714T170440Z,x0675,intended,mold_vs_tenant,BtoA,expanded_workbook_grounded,,True,False,True,My landlord is threatening action after I complained about conditions in my home.,"An inspector identified extensive mold, and that is the focus of the lawsuit.",Real Property > Tenant (Residential),Real Property > Tenant (Residential),General Litigation > Mold Claims,General Litigation > Mold Claims,Real Property > Tenant (Residential),Real Property > Tenant (Residential),True,True,True,True,True,True,True,3,"What is your landlord threatening to do? || Is your housing subsidized or public (for example, Section 8 voucher or public housing)? || Did you get any written notice (letter, email, text, or court papers)?",False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,12446,False
final_run_1_20260714T170440Z,legacy_093,intended,domestic_violence,BtoA,legacy_200_snapshot,domestic_violence,False,False,True,I'm looking for information on how to end my relationship with my partner.,My partner never threatened or harmed me.,Family Law > Restraining Orders,Family Law > Restraining Orders,Family Law > General (Divorce/Separation),Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.),True,False,True,False,True,True,False,3,"Are you and your partner legally married or in a registered domestic partnership, or are you not married? || Do you feel unsafe or need a court order to make your partner stay away? || Do you and your partner share any children, or own a home or other property together?",True,Do you feel unsafe or need a court order to make your partner stay away?,Family Law > General (Divorce/Separation etc.),Family Law > General (Divorce/Separation etc.) || Family Law > Informal Living Arrangements,True,True,True,True,True,True,False,True,True,False,False,False,False,,16605,False
final_run_1_20260714T170440Z,x0192,intended,wrongful_discharge_vs_unemployment,AtoB,expanded_workbook_grounded,employment_admin_ignores_hearing_signals,True,False,False,I was terminated recently and do not know what rights I have. I do not know what to do next.,The state denied my unemployment claim and I need to appeal that decision.,Labor & Employment > Wrongful Discharge,Labor & Employment > Wrongful Discharge,Administrative Law > Unemployment,Administrative Law > Unemployment,Labor & Employment > Wrongful Discharge - Employee,Labor & Employment > Wrongful Discharge - Employee || Labor & Employment > Discrimination - Employee,True,False,True,,False,True,False,2,"Which of these best fits your situation? || Did you work for a government agency (city, county, state, or federal)?",False,,,,False,False,False,False,True,,,False,False,False,False,False,False,,10646,False
final_run_1_20260714T170440Z,x0477,intended,malpractice_vs_wrongful_death,BtoA,expanded_workbook_grounded,,True,False,False,The hospital's actions caused a devastating outcome for our family. I do not know what to do next.,My relative is alive but now has permanent injuries from the medical error.,General Litigation > Wrongful Death,General Litigation > Wrongful Death,General Litigation > Malpractice-Medical,General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical) || General Litigation > Wrongful Death,True,False,True,True,True,True,True,1,Which of these best fits what happened?,True,Which of these best fits what happened?,General Litigation > Malpractice (Medical),General Litigation > Malpractice (Medical) || General Litigation > Wrongful Death,True,True,True,True,True,True,False,True,True,False,False,False,False,,18124,False
final_run_1_20260714T170440Z,x0532,intended,guardianship_vs_elder_abuse,BtoA,expanded_workbook_grounded,,True,False,True,I think an older relative is being taken advantage of and need legal help. What are my options?,No money is missing; we need a court-appointed guardian because there is no valid power of attorney.,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Conservatorship/Guardianship,Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Conservatorship/Guardianship,True,True,True,True,True,True,True,3,"What kind of problem are you seeing? || Is your relative in immediate danger right now? || Does anyone already have legal authority over them, like a power of attorney (permission to manage money/decisions) or a guardianship (court gives someone the right to make decisions)?",True,"Does anyone already have legal authority over them, like a power of attorney (permission to manage money/decisions) or a guardianship (court gives someone the right to make decisions)?",Wills & Trusts > Elder Abuse,Wills & Trusts > Elder Abuse || Wills & Trusts > Conservatorship/Guardianship,True,False,True,True,True,True,True,True,True,False,False,False,False,,15374,False
final_run_1_20260714T170440Z,x0692,intended,defamation_vs_online_harassment,AtoB,expanded_workbook_grounded,,True,False,False,I need legal help with repeated posts and messages targeting me.,The conduct is repeated threats and doxing rather than one reputational statement.,General Litigation > Libel/Slander/Defamation,General Litigation > Libel/Slander/Defamation,General Litigation > Online Harassment/Doxing/Bullying,General Litigation > Online Harrassment/Doxing/Bullying,General Litigation > Online Harrassment/Doxing/Bullying,General Litigation > Online Harrassment/Doxing/Bullying,True,False,True,False,True,True,False,1,Which of these best fits what’s happening?,True,Which of these best fits what’s happening?,General Litigation > Online Harrassment/Doxing/Bullying,General Litigation > Online Harrassment/Doxing/Bullying || General Litigation > Libel/Slander/Defamation || General Litigation > Stalking Orders,True,True,True,True,True,True,False,True,True,False,False,False,False,,20691,False
final_run_1_20260714T170440Z,legacy_049,intended,custody_vs_support,AtoB,legacy_200_snapshot,,False,False,True,"My ex keeps threatening to take me to court over our child, and I'm getting worried.",He says he's going to court because he wants to reduce his child support.,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,Family Law > Child Support/Modification,Family Law > Child Support/Modification,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation,True,True,True,True,True,True,True,1,What is the main issue your ex is threatening court about?,True,What is the main issue your ex is threatening court about?,Family Law > Child Custody/Visitation,Family Law > Child Custody/Visitation || Family Law > Restraining Orders || Family Law > Domestic Violence,True,False,True,False,True,True,False,True,False,False,False,False,False,,16430,False
